category,subcategory,knowledge,premise,hypothesis,binary_classification_label,T5Pred,,,,
attribute_comparison,geometry_rectangles,Length is always greater than width in a rectangle.,"When Brandon visited New York, he wanted to visit the rectangular park owned by his friend.The park was sophisticated and was 104 meters wide.",The park visited by Brandon has 109 metres length.,TRUE,TRUE,1,,,
attribute_comparison,geometry_rectangles,Length is always greater than width in a rectangle.,"When Brandon visited New York, he wanted to visit the rectangular park owned by his friend.The park was sophisticated and was 104 meters wide.",The park visited by Brandon has 100 metres length.,FALSE,TRUE,0,,,
attribute_comparison,geometry_rectangles,Width is always lesser than length in a rectangle.,On the recent field trip Lucas visited a rectangular park which was 173 meters long.,The park visited by Lucas has 166 metres width.,TRUE,FALSE,0,,,
attribute_comparison,geometry_rectangles,Width is always lesser than length in a rectangle.,On the recent field trip Lucas visited a rectangular park which was 173 meters long.,The park visited by Lucas has 179 metres width.,FALSE,FALSE,1,,,
attribute_comparison,geometry_rectangles,Width is always lesser than length in a rectangle.,"In Joseph's recent trip, he visited a park which was rectangular in shape. The park was 109 metres in length.",The park visited by Joseph has 104 metres width.,TRUE,TRUE,1,,,
attribute_comparison,geometry_rectangles,Width is always lesser than length in a rectangle.,"In Joseph's recent trip, he visited a park which was rectangular in shape. The park was 109 metres in length.",The park visited by Joseph has 118 metres width.,FALSE,TRUE,0,,,
attribute_comparison,heaviest_knowledge,There is nothing heavier than the heaviest object.,Bentley and his friends went for a weight loss session. Bentley who is the heaviest was 87 kgs.,Bentley's friend's weight could be 84 kgs.,TRUE,TRUE,1,,,
attribute_comparison,heaviest_knowledge,There is nothing heavier than the heaviest object.,Bentley and his friends went for a weight loss session. Bentley who is the heaviest was 87 kgs.,Bentley's friend's weight could be 91 kgs.,FALSE,TRUE,0,,,
attribute_comparison,heaviest_knowledge,There is nothing heavier than the heaviest object.,"Among a group of friends, James is the heaviest and is 98 kgs.",James's friend's weight could be 97 kgs.,TRUE,TRUE,1,,,
attribute_comparison,heaviest_knowledge,There is nothing heavier than the heaviest object.,"Among a group of friends, James is the heaviest and is 98 kgs.",James's friend's weight could be 98 kgs.,FALSE,TRUE,0,,,
attribute_comparison,height_and_pressure,Height is directly proportional to pressure head.,Ivan's house recently installed a water tank and the pressure head generated is 77 m.,Ivan's friend's house which is higher than Ivan's house also installed a water tank and the pressure head generated is 78 m.,TRUE,TRUE,1,,,
attribute_comparison,height_and_pressure,Height is directly proportional to pressure head.,Ivan's house recently installed a water tank and the pressure head generated is 77 m.,Ivan's friend's house which is higher than Ivan's house also installed a water tank and the pressure head generated is 70 m.,FALSE,TRUE,0,,,
attribute_comparison,height_and_pressure,Height is directly proportional to pressure head.,Edward's house recently installed a water tank and the pressure head generated is 89 m.,Edward's friend's house which is higher than Edward's house also installed a water tank and the pressure head generated is 90 m.,TRUE,TRUE,1,,,
attribute_comparison,height_and_pressure,Height is directly proportional to pressure head.,Edward's house recently installed a water tank and the pressure head generated is 89 m.,Edward's friend's house which is higher than Edward's house also installed a water tank and the pressure head generated is 79 m.,FALSE,TRUE,0,,,
attribute_comparison,height_and_pressure,Height is directly proportional to pressure head.,Tyler's house recently installed a water tank and the pressure head generated is 56 m.,Tyler's friend's house which is lower than Tyler's house also installed a water tank and the pressure head generated is 50 m.,TRUE,TRUE,1,,,
attribute_comparison,height_and_pressure,Height is directly proportional to pressure head.,Tyler's house recently installed a water tank and the pressure head generated is 56 m.,Tyler's friend's house which is lower than Tyler's house also installed a water tank and the pressure head generated is 65 m.,FALSE,TRUE,0,,,
attribute_comparison,height_and_pressure,Height is directly proportional to pressure head.,The  pressure head generated by a water tank that was installed by Tyler was 97m.,Tyler's friend's house which is lower than Tyler's house also installed a water tank and the pressure head generated is 96 m.,TRUE,TRUE,1,,,
attribute_comparison,height_and_pressure,Height is directly proportional to pressure head.,The  pressure head generated by a water tank that was installed by Tyler was 97m.,Tyler's friend's house which is lower than Tyler's house also installed a water tank and the pressure head generated is 105 m.,FALSE,TRUE,0,,,
attribute_comparison,legal_age,Legal age to vote is 18 years in India,Evan is a citizen of India and he recently cast his first vote in the national election.,Evan is 21 years old when he casted the vote.,TRUE,TRUE,1,,,
attribute_comparison,legal_age,Legal age to vote is 18 years in India,Evan is a citizen of India and he recently cast his first vote in the national election.,Evan is 7 years old when he casted the vote.,FALSE,TRUE,0,,,
attribute_comparison,legal_age,Legal age to vote is 18 years in India,Joshua is an Indian citizen and recently cast his first vote in the national assembly election.,Joshua is 28 years old when he casted the vote.,TRUE,TRUE,1,,,
attribute_comparison,legal_age,Legal age to vote is 18 years in India,Joshua is an Indian citizen and recently cast his first vote in the national assembly election.,Joshua is 7 years old when he casted the vote.,FALSE,TRUE,0,,,
attribute_comparison,winning_and_losing_team,Losing team scores less than winning team.,The losing team scored 27 points in the match.,The winning team could have scored 33 points in that match.,TRUE,TRUE,1,,,
attribute_comparison,winning_and_losing_team,Losing team scores less than winning team.,The losing team scored 27 points in the match.,The winning team could have scored 26 points in that match.,FALSE,TRUE,0,,,
attribute_comparison,winning_and_losing_team,Losing team scores less than winning team.,"In the recent soccer game, the losing team scored 21 points.",The winning team could have scored 29 points in that match.,TRUE,TRUE,1,,,
attribute_comparison,winning_and_losing_team,Losing team scores less than winning team.,"In the recent soccer game, the losing team scored 21 points.",The winning team could have scored 16 points in that match.,FALSE,TRUE,0,,,
attribute_comparison,marks_comparisons,"To pass an exam, you need to get at least passing marks.",Anthony passed an exam where the passing score was 77.,Anthony could have scored 85 marks in that exam.,TRUE,TRUE,1,,,
attribute_comparison,marks_comparisons,"To pass an exam, you need to get at least passing marks.",Anthony passed an exam where the passing score was 77.,Anthony could have scored 76 marks in that exam.,FALSE,TRUE,0,,,
attribute_comparison,marks_comparisons,"To pass an exam, you need to get at least passing marks.",Carson passed an exam where the passing score was 78.,Carson could have scored 81 marks in that exam.,TRUE,TRUE,1,,,
attribute_comparison,marks_comparisons,"To pass an exam, you need to get at least passing marks.",Carson passed an exam where the passing score was 78.,Carson could have scored 75 marks in that exam.,FALSE,TRUE,0,,,
attribute_comparison,marks_comparisons,"To pass an exam, you need to get at least passing marks.",Arthur secured 76 marks in the final test and passed.,The passing marks for Arthur's test could have been 75.,TRUE,TRUE,1,,,
attribute_comparison,marks_comparisons,"To pass an exam, you need to get at least passing marks.",Arthur secured 76 marks in the final test and passed.,The passing marks for Arthur's test could have been 79.,FALSE,TRUE,0,,,
attribute_comparison,marks_comparisons,"To pass an exam, you need to get at least passing marks.",Ian secured 81 marks in the final test and passed.,The passing marks for Ian's test could have been 79.,TRUE,TRUE,1,,,
attribute_comparison,marks_comparisons,"To pass an exam, you need to get at least passing marks.",Ian secured 81 marks in the final test and passed.,The passing marks for Ian's test could have been 82.,FALSE,TRUE,0,,,
attribute_comparison,marks_comparisons,If one does not score at least the passing marks they fail.,Thomas in the civil services test this year scored 71 marks. He was disappointed as he could not clear the cut off score.,The passing marks for Thomas's test could have been 78.,TRUE,TRUE,1,,,
attribute_comparison,marks_comparisons,If one does not score at least the passing marks they fail.,Thomas in the civil services test this year scored 71 marks. He was disappointed as he could not clear the cut off score.,The passing marks for Thomas's test could have been 70.,FALSE,TRUE,0,,,
attribute_comparison,marks_comparisons,If one does not score at least the passing marks they fail.,Jonah secured 72 marks in the final test and failed.,The passing marks for Jonah's test could have been 80.,TRUE,FALSE,0,,,
attribute_comparison,marks_comparisons,If one does not score at least the passing marks they fail.,Jonah secured 72 marks in the final test and failed.,The passing marks for Jonah's test could have been 65.,FALSE,FALSE,1,,,
attribute_comparison,vehicle_and_garage,Number of parking spots is at least the number of cars parked in the area.,187 cars were parked in the parking lot owned by Brandon at 1 pm.,The parking garage could be having 170 spots.,TRUE,TRUE,1,,,
attribute_comparison,vehicle_and_garage,Number of parking spots is at least the number of cars parked in the area.,187 cars were parked in the parking lot owned by Brandon at 1 pm.,The parking garage could be having 200 spots.,FALSE,TRUE,0,,,
attribute_comparison,vehicle_and_garage,Number of parking spots is at least the number of cars parked in the area.,137 cars were parked in the parking lot owned by Jace at 1 pm.,The parking garage could be having 125 spots.,TRUE,TRUE,1,,,
attribute_comparison,vehicle_and_garage,Number of parking spots is at least the number of cars parked in the area.,137 cars were parked in the parking lot owned by Jace at 1 pm.,The parking garage could be having 150 spots.,FALSE,TRUE,0,,,
patients_less_than_number_beds,patients_and_beds,The number of patients that can be accommodated can not be more than the number of beds in a hospital.,"In a town, there are 24 beds available in the hospital.",The hospital can accommodate 18 patients.,TRUE,TRUE,1,,,
patients_less_than_number_beds,patients_and_beds,The number of patients that can be accommodated can not be more than the number of beds in a hospital.,"In a town, there are 24 beds available in the hospital.",The hospital can accommodate 31 patients.,FALSE,TRUE,0,,,
patients_less_than_number_beds,patients_and_beds,The number of patients that can be accommodated can not be more than the number of beds in a hospital.,"In a town, there are 24 beds available in the hospital.",The hospital can accommodate 22 patients.,TRUE,TRUE,1,,,
patients_less_than_number_beds,patients_and_beds,The number of patients that can be accommodated can not be more than the number of beds in a hospital.,"In a town, there are 24 beds available in the hospital.",The hospital can accommodate 30 patients.,FALSE,TRUE,0,,,
attribute_comparison,percentile_logic,Higher percentile means more people scored lower than you.,"In a competitive exam for B-Schools, Oliver scored 73 percentile and had 6369 people scoring lesser than him.",Oliver's friend whose percentile was higher than Oliver had 6381 candidates scoring lesser than him.,TRUE,TRUE,1,,,
attribute_comparison,percentile_logic,Higher percentile means more people scored lower than you.,"In a competitive exam for B-Schools, Oliver scored 73 percentile and had 6369 people scoring lesser than him.",Oliver's friend whose percentile was higher than Oliver had 6295 candidates scoring lesser than him.,FALSE,TRUE,0,,,
attribute_comparison,percentile_logic,Higher percentile means more people scored lower than you.,"In a competitive exam for B-Schools, Kayden scored 73 percentile and had 7053 people scoring lesser than him.",Kayden's friend whose percentile was higher than Kayden had 7121 candidates scoring lesser than him.,TRUE,TRUE,1,,,
attribute_comparison,percentile_logic,Higher percentile means more people scored lower than you.,"In a competitive exam for B-Schools, Kayden scored 73 percentile and had 7053 people scoring lesser than him.",Kayden's friend whose percentile was higher than Kayden had 7007 candidates scoring lesser than him.,FALSE,TRUE,0,,,
attribute_comparison,sibling_relationship,Elder sibling is older than younger sibling.,Brandon's elder brother recenetly turned 26 years old this year.,The age of Brandon is 20 years old.,TRUE,TRUE,1,,,
attribute_comparison,sibling_relationship,Elder sibling is older than younger sibling.,Brandon's elder brother recenetly turned 26 years old this year.,The age of Brandon is 30 years old.,FALSE,TRUE,0,,,
attribute_comparison,sibling_relationship,Elder sibling is older than younger sibling.,Edward's elder brother recenetly turned 33 years old this year.,The age of Edward is 32 years old.,TRUE,TRUE,1,,,
attribute_comparison,sibling_relationship,Elder sibling is older than younger sibling.,Edward's elder brother recenetly turned 33 years old this year.,The age of Edward is 39 years old.,FALSE,TRUE,0,,,
attribute_comparison,shortest_knowledge,There is nothing shorter than the shortest object.,Parker is the shortest among his friends group and is 161 cms tall.,Parker's friend's height could be 162 cms.,TRUE,TRUE,1,,,
attribute_comparison,shortest_knowledge,There is nothing shorter than the shortest object.,Parker is the shortest among his friends group and is 161 cms tall.,Parker's friend's height could be 157 cms.,FALSE,TRUE,0,,,
attribute_comparison,shortest_knowledge,There is nothing shorter than the shortest object.,Jackson is the shortest among his friends group and is 157 cms tall.,Jackson's friend's height could be 159 cms.,TRUE,TRUE,1,,,
attribute_comparison,shortest_knowledge,There is nothing shorter than the shortest object.,Jackson is the shortest among his friends group and is 157 cms tall.,Jackson's friend's height could be 155 cms.,FALSE,TRUE,0,,,
attribute_comparison,size_to_weight,Bigger car is heavier than smaller car.,Justin recently bought an SUV which is bigger than his friend's sedan and weighed around 5468 lb.,Justin's friends sedan weighed 5000 lb.,TRUE,TRUE,1,,,
attribute_comparison,size_to_weight,Bigger car is heavier than smaller car.,Justin recently bought an SUV which is bigger than his friend's sedan and weighed around 5468 lb.,Justin's friends sedan weighed 5800 lb.,FALSE,TRUE,0,,,
attribute_comparison,size_to_weight,Bigger car is heavier than smaller car.,"Lucas invited his friend to go on a drive on his new SUV, since it was bigger than his friends car and could accomodate more people. However, the car was heavy and weighed 5050 lb and the mileage was poor.",Lucas's friends sedan weighed 4600 lb.,TRUE,TRUE,1,,,
attribute_comparison,size_to_weight,Bigger car is heavier than smaller car.,"Lucas invited his friend to go on a drive on his new SUV, since it was bigger than his friends car and could accomodate more people. However, the car was heavy and weighed 5050 lb and the mileage was poor.",Lucas's friends sedan weighed 5400 lb.,FALSE,TRUE,0,,,
attribute_comparison,speed_and_time,Faster body takes lesser time to travel.,"Cole's friend started from Cole's home and reached the destination an hour late. However, Cole who started at the same time and was travelling at the rate of 91 mph reached the destination in 2 hours.",The speed at which Cole's friend was travelling could have been 82 mph.,TRUE,TRUE,1,,,
attribute_comparison,speed_and_time,Faster body takes lesser time to travel.,"Cole's friend started from Cole's home and reached the destination an hour late. However, Cole who started at the same time and was travelling at the rate of 91 mph reached the destination in 2 hours.",The speed at which Cole's friend was travelling could have been 96 mph.,FALSE,TRUE,0,,,
attribute_comparison,speed_and_time,Faster body takes lesser time to travel.,Logan is travelling at the rate of 88 mph and reaches the destination in 2 hours. His friend started from the same place and reached an hour late.,The speed at which Logan's friend was travelling could have been 79 mph.,TRUE,TRUE,1,,,
attribute_comparison,speed_and_time,Faster body takes lesser time to travel.,Logan is travelling at the rate of 88 mph and reaches the destination in 2 hours. His friend started from the same place and reached an hour late.,The speed at which Logan's friend was travelling could have been 90 mph.,FALSE,TRUE,0,,,
attribute_comparison,speed_and_time,Slower body takes more time to travel.,"Carson reached to the office at the rate of 88 mph, 30 minutes later than his brother who started from the same home at the same time.",The speed at which Carson's brother travelled could have been 95 mph.,TRUE,TRUE,1,,,
attribute_comparison,speed_and_time,Slower body takes more time to travel.,"Carson reached to the office at the rate of 88 mph, 30 minutes later than his brother who started from the same home at the same time.",The speed at which Carson's brother travelled could have been 84 mph.,FALSE,TRUE,0,,,
attribute_comparison,speed_and_time,Slower body takes more time to travel.,"Christian reached to the office at the rate of 90 mph, 30 minutes later than his brother who started from the same home at the same time.",The speed at which Christian's brother travelled could have been 94 mph.,TRUE,TRUE,1,,,
attribute_comparison,speed_and_time,Slower body takes more time to travel.,"Christian reached to the office at the rate of 90 mph, 30 minutes later than his brother who started from the same home at the same time.",The speed at which Christian's brother travelled could have been 84 mph.,FALSE,TRUE,0,,,
attribute_comparison,lifting_sport,"In lifting sports, the winner lifts the heaviest object among the competitors.",This year's state weight lifting championship witnessed Anthony emerging as the winner who lifted 120 kgs.,The player who came second in that tournament could have lifted 110 kgs.,TRUE,TRUE,1,,,
attribute_comparison,lifting_sport,"In lifting sports, the winner lifts the heaviest object among the competitors.",This year's state weight lifting championship witnessed Anthony emerging as the winner who lifted 120 kgs.,The player who came second in that tournament could have lifted 128 kgs.,FALSE,TRUE,0,,,
attribute_comparison,lifting_sport,"In lifting sports, the winner lifts the heaviest object among the competitors.","In the recent heavy weight lifting tournament, Nathan was the winner who lifted 121 kgs.",The player who came second in that tournament could have lifted 112 kgs.,TRUE,TRUE,1,,,
attribute_comparison,lifting_sport,"In lifting sports, the winner lifts the heaviest object among the competitors.","In the recent heavy weight lifting tournament, Nathan was the winner who lifted 121 kgs.",The player who came second in that tournament could have lifted 122 kgs.,FALSE,TRUE,0,,,
attribute_comparison,lifting_sport,"In lifting sports, the winner lifts the heaviest object among the competitors.","In a weight lifting tournament, Charles was the runner up who lifted 175 kgs.",The winner in that tournament could have lifted 181 kgs.,TRUE,TRUE,1,,,
attribute_comparison,lifting_sport,"In lifting sports, the winner lifts the heaviest object among the competitors.","In a weight lifting tournament, Charles was the runner up who lifted 175 kgs.",The winner in that tournament could have lifted 174 kgs.,FALSE,TRUE,0,,,
attribute_comparison,lifting_sport,"In lifting sports, the winner lifts the heaviest object among the competitors.",This year's state heavy weight championship witnessed Ashton emerging as the runner up who lifted 160 kgs.,The winner in that tournament could have lifted 169 kgs.,TRUE,TRUE,1,,,
attribute_comparison,lifting_sport,"In lifting sports, the winner lifts the heaviest object among the competitors.",This year's state heavy weight championship witnessed Ashton emerging as the runner up who lifted 160 kgs.,The winner in that tournament could have lifted 159 kgs.,FALSE,TRUE,0,,,
attribute_comparison,throwing_sport,"In throwing sports, winner throws the object farthest.",Kayden was a winner in the recent shotput tournament. He threw the shotput ball 58 meters.,The runner up in the recent tournament could have thrown in for 53 meters.,TRUE,TRUE,1,,,
attribute_comparison,throwing_sport,"In throwing sports, winner throws the object farthest.",Kayden was a winner in the recent shotput tournament. He threw the shotput ball 58 meters.,The runner up in the recent tournament could have thrown in for 67 meters.,FALSE,TRUE,0,,,
attribute_comparison,throwing_sport,"In throwing sports, winner throws the object farthest.",Kevin was a winner in the recent shotput tournament. He threw the shotput ball 76 meters.,The runner up in the recent tournament could have thrown in for 74 meters.,TRUE,TRUE,1,,,
attribute_comparison,throwing_sport,"In throwing sports, winner throws the object farthest.",Kevin was a winner in the recent shotput tournament. He threw the shotput ball 76 meters.,The runner up in the recent tournament could have thrown in for 78 meters.,FALSE,TRUE,0,,,
attribute_comparison,throwing_sport,"In throwing sports, winner throws the object farthest.",Mateo was a runner up in the recent shotput tournament. He threw the shotput ball 6 meters far.,The winner in that tournament could have thrown the ball 12 meters far.,TRUE,TRUE,1,,,
attribute_comparison,throwing_sport,"In throwing sports, winner throws the object farthest.",Mateo was a runner up in the recent shotput tournament. He threw the shotput ball 6 meters far.,The winner in that tournament could have thrown the ball 6 meters far.,FALSE,TRUE,0,,,
attribute_comparison,throwing_sport,"In throwing sports, winner throws the object farthest.","In the recent athletics game, Julian was the runner up and threw the ball 7 meters far.",The winner in that tournament could have thrown the ball 8 meters far.,TRUE,TRUE,1,,,
attribute_comparison,throwing_sport,"In throwing sports, winner throws the object farthest.","In the recent athletics game, Julian was the runner up and threw the ball 7 meters far.",The winner in that tournament could have thrown the ball 0 meters far.,FALSE,TRUE,0,,,
attribute_comparison,subset_vs_set,Size of set can never be smaller to the size of subset.,"In a small bag, there are 115 blue balls and few green balls.",The total number of balls in the bag could be 119.,TRUE,TRUE,1,,,
attribute_comparison,subset_vs_set,Size of set can never be smaller to the size of subset.,"In a small bag, there are 115 blue balls and few green balls.",The total number of balls in the bag could be 114.,FALSE,TRUE,0,,,
attribute_comparison,subset_vs_set,Size of set can never be smaller to the size of subset.,"In a small bag, there are 114 blue balls and few green balls.",The total number of balls in the bag could be 122.,TRUE,TRUE,1,,,
attribute_comparison,subset_vs_set,Size of set can never be smaller to the size of subset.,"In a small bag, there are 114 blue balls and few green balls.",The total number of balls in the bag could be 109.,FALSE,TRUE,0,,,
attribute_comparison,subset_vs_set,A subset can not be bigger than the set.,There are 149 balls in the bag. Some balls are red and some are blue.,The total number of red balls in the bag could be 142.,TRUE,TRUE,1,,,
attribute_comparison,subset_vs_set,A subset can not be bigger than the set.,There are 149 balls in the bag. Some balls are red and some are blue.,The total number of red balls in the bag could be 157.,FALSE,TRUE,0,,,
attribute_comparison,subset_vs_set,A subset can not be bigger than the set.,There are 129 balls in the bag. Some balls are red and some are blue.,The total number of red balls in the bag could be 124.,TRUE,TRUE,1,,,
attribute_comparison,subset_vs_set,A subset can not be bigger than the set.,There are 129 balls in the bag. Some balls are red and some are blue.,The total number of red balls in the bag could be 138.,FALSE,TRUE,0,,,
attribute_comparison,subtraction_knowledge,The difference of two positive operands is smaller than or equal to the largest positive operand.,A bus that was taking a few students toa  field trip had more number of boys than girls. The number of  boys were 11 more than the number of girls.,The total number of boys in the could be 14.,TRUE,TRUE,1,,,
attribute_comparison,subtraction_knowledge,The difference of two positive operands is smaller than or equal to the largest positive operand.,A bus that was taking a few students toa  field trip had more number of boys than girls. The number of  boys were 11 more than the number of girls.,The total number of boys in the could be 10.,FALSE,TRUE,0,,,
attribute_comparison,subtraction_knowledge,The difference of two positive operands is smaller than or equal to the largest positive operand.,A class has more boys than girls. The difference between the number of boys and girls is 10.,The total number of boys in the could be 13.,TRUE,TRUE,1,,,
attribute_comparison,subtraction_knowledge,The difference of two positive operands is smaller than or equal to the largest positive operand.,A class has more boys than girls. The difference between the number of boys and girls is 10.,The total number of boys in the could be 7.,FALSE,TRUE,0,,,
attribute_comparison,height_comparison ,Taller means more higher.,Jonah is taller than his friend. Jonah is 156 cms tall.Jonah is 156 cms tall and is taller than his friend.,The height of Jonah's friend is 147 cms.,TRUE,TRUE,1,,,
attribute_comparison,height_comparison ,Taller means more higher.,Jonah is taller than his friend. Jonah is 156 cms tall.Jonah is 156 cms tall and is taller than his friend.,The height of Jonah's friend is 161 cms.,FALSE,TRUE,0,,,
attribute_comparison,height_comparison ,Taller means more higher.,Hayden is taller than his friend. Hayden is 174 cms tall.Hayden is 174 cms tall and is taller than his friend.,The height of Hayden's friend is 173 cms.,TRUE,TRUE,1,,,
attribute_comparison,height_comparison ,Taller means more higher.,Hayden is taller than his friend. Hayden is 174 cms tall.Hayden is 174 cms tall and is taller than his friend.,The height of Hayden's friend is 180 cms.,FALSE,TRUE,0,,,
attribute_comparison,height_comparison ,Shorter means less higher.,Adam is shorter than his friend. Adam is 179 cms tall.Adam is 179 cms tall and is shorten than his friend.,The height of Adam's friend is 188 cms.,TRUE,TRUE,1,,,
attribute_comparison,height_comparison ,Shorter means less higher.,Adam is shorter than his friend. Adam is 179 cms tall.Adam is 179 cms tall and is shorten than his friend.,The height of Adam's friend is 171 cms.,FALSE,TRUE,0,,,
attribute_comparison,height_comparison ,Shorter means less higher.,Jason is shorter than his friend. Jason is 159 cms tall.Jason is 159 cms tall and is shorten than his friend.,The height of Jason's friend is 167 cms.,TRUE,TRUE,1,,,
attribute_comparison,height_comparison ,Shorter means less higher.,Jason is shorter than his friend. Jason is 159 cms tall.Jason is 159 cms tall and is shorten than his friend.,The height of Jason's friend is 149 cms.,FALSE,TRUE,0,,,
attribute_comparison,tallest_knowledge,There is nothing taller than the tallest object.,Robert's friend lives in the tallest building in the city and it is 92 meters high.,A nearby shop could be 89 meters tall.,TRUE,TRUE,1,,,
attribute_comparison,tallest_knowledge,There is nothing taller than the tallest object.,Robert's friend lives in the tallest building in the city and it is 92 meters high.,A nearby shop could be 93 meters tall.,FALSE,TRUE,0,,,
attribute_comparison,tallest_knowledge,There is nothing taller than the tallest object.,Matthew's friend lives in the tallest building in the city and it is 93 meters high.,A nearby shop could be 92 meters tall.,TRUE,TRUE,1,,,
attribute_comparison,tallest_knowledge,There is nothing taller than the tallest object.,Matthew's friend lives in the tallest building in the city and it is 93 meters high.,A nearby shop could be 94 meters tall.,FALSE,TRUE,0,,,
attribute_comparison,temperature_and_weather ,Hotter weather means higher temperature.,Hayden lives in Chennai which is more hotter than Delhi where his friend stays. The temperature in Chennai is 39 celsius.,The temperature where Hayden's friend lives could be 32 celsius.,TRUE,TRUE,1,,,
attribute_comparison,temperature_and_weather ,Hotter weather means higher temperature.,Hayden lives in Chennai which is more hotter than Delhi where his friend stays. The temperature in Chennai is 39 celsius.,The temperature where Hayden's friend lives could be 48 celsius.,FALSE,TRUE,0,,,
attribute_comparison,temperature_and_weather ,Hotter weather means higher temperature.,Joseph lives in Texas which is more hotter than where his friend stays which is in San Diego. The temperature in Texas is 46 celsius.,The temperature where Joseph's friend lives could be 37 celsius.,TRUE,TRUE,1,,,
attribute_comparison,temperature_and_weather ,Hotter weather means higher temperature.,Joseph lives in Texas which is more hotter than where his friend stays which is in San Diego. The temperature in Texas is 46 celsius.,The temperature where Joseph's friend lives could be 47 celsius.,FALSE,TRUE,0,,,
attribute_comparison,temperature_and_weather ,Colder weather means lower temperature.,Lucas's job is in a far more colder place than where his friend stays. The temperature yesterday dropped to 116 celsius in the city where Lucas lives.,The temperature where Lucas's friend lives could be 109 celsius.,TRUE,TRUE,1,,,
attribute_comparison,temperature_and_weather ,Colder weather means lower temperature.,Lucas's job is in a far more colder place than where his friend stays. The temperature yesterday dropped to 116 celsius in the city where Lucas lives.,The temperature where Lucas's friend lives could be 122 celsius.,FALSE,TRUE,0,,,
attribute_comparison,temperature_and_weather ,Colder weather means lower temperature.,Tyler's job is in a far more colder place than where his friend stays. The temperature yesterday dropped to 121 celsius in the city where Tyler lives.,The temperature where Tyler's friend lives could be 114 celsius.,TRUE,TRUE,1,,,
attribute_comparison,temperature_and_weather ,Colder weather means lower temperature.,Tyler's job is in a far more colder place than where his friend stays. The temperature yesterday dropped to 121 celsius in the city where Tyler lives.,The temperature where Tyler's friend lives could be 122 celsius.,FALSE,TRUE,0,,,
attribute_comparison,education_performance,Topper of a class is the best performer in an exam.,"In the chemistry test, Benjamin was the topper and got 95 marks.",Benjamin's classmate could have scored 93 marks in the same test.,TRUE,TRUE,1,,,
attribute_comparison,education_performance,Topper of a class is the best performer in an exam.,"In the chemistry test, Benjamin was the topper and got 95 marks.",Benjamin's classmate could have scored 100 marks in the same test.,FALSE,TRUE,0,,,
attribute_comparison,education_performance,Topper of a class is the best performer in an exam.,Nolan was the topper in the physics quiz and scored 97 marks.,Nolan's classmate could have scored 90 marks in the same test.,TRUE,TRUE,1,,,
attribute_comparison,education_performance,Topper of a class is the best performer in an exam.,Nolan was the topper in the physics quiz and scored 97 marks.,Nolan's classmate could have scored 100 marks in the same test.,FALSE,TRUE,0,,,
attribute_comparison,education_performance,There is no student scoring more than the topper of a class.,Edward scored 89 marks in a maths test.,Edward's classmate who was the topper could have scored 93 marks in the same test.,TRUE,TRUE,1,,,
attribute_comparison,education_performance,There is no student scoring more than the topper of a class.,Edward scored 89 marks in a maths test.,Edward's classmate who was the topper could have scored 81 marks in the same test.,FALSE,TRUE,0,,,
attribute_comparison,education_performance,There is no student scoring more than the topper of a class.,Joseph scored 86 marks in a maths test.,Joseph's classmate who was the topper could have scored 90 marks in the same test.,TRUE,TRUE,1,,,
attribute_comparison,education_performance,There is no student scoring more than the topper of a class.,Joseph scored 86 marks in a maths test.,Joseph's classmate who was the topper could have scored 86 marks in the same test.,FALSE,TRUE,0,,,
attribute_comparison,vehicle_and_garage,Number of vehicles in garage can not be more than the total number of spots in the garage.,226 spots are there in a parking lot.,220 cars could be present in the garage.,TRUE,TRUE,1,,,
attribute_comparison,vehicle_and_garage,Number of vehicles in garage can not be more than the total number of spots in the garage.,226 spots are there in a parking lot.,240 cars could be present in the garage.,FALSE,TRUE,0,,,
attribute_comparison,vehicle_and_garage,Number of vehicles in garage can not be more than the total number of spots in the garage.,260 spots are there in a parking lot.,The parking garage could accommodate 260 cars.,TRUE,TRUE,1,,,
attribute_comparison,vehicle_and_garage,Number of vehicles in garage can not be more than the total number of spots in the garage.,260 spots are there in a parking lot.,The parking garage could accommodate 275 cars.,FALSE,TRUE,0,,,
attribute_comparison,volume_and_height,Volume is directly proportional to height when base area is constant.,Benjamin's house recently installed a rectangular water tank and his friends' house also installed a bigger water tank with the same base dimensions. The height of the Benjamin's water tank is 81 m.,The height of Benjamin's friend's tank can be 84 m.,TRUE,TRUE,1,,,
attribute_comparison,volume_and_height,Volume is directly proportional to height when base area is constant.,Benjamin's house recently installed a rectangular water tank and his friends' house also installed a bigger water tank with the same base dimensions. The height of the Benjamin's water tank is 81 m.,The height of Benjamin's friend's tank can be 73 m.,FALSE,TRUE,0,,,
attribute_comparison,volume_and_height,Volume is directly proportional to height when base area is constant.,Henry's house recently installed a rectangular water tank and his friends' house also installed a bigger water tank with the same base dimensions. The height of the Henry's water tank is 60 m.,The height of Henry's friend's tank can be 69 m.,TRUE,TRUE,1,,,
attribute_comparison,volume_and_height,Volume is directly proportional to height when base area is constant.,Henry's house recently installed a rectangular water tank and his friends' house also installed a bigger water tank with the same base dimensions. The height of the Henry's water tank is 60 m.,The height of Henry's friend's tank can be 53 m.,FALSE,TRUE,0,,,
