index,category,subcategory,premise,knowledge,question,question_text,options,value_answer,option_answer,author,GPT3Pred
799,attribute_comparison,potential_energy_and_spring,Cameron is trying to elongate two similar rubber bands. Cameron is curious to find the potential energy after the elongation. The value of the elastic potential energy stored in first rubber is 57 units.,Elastic potential energy is directly proportional to the square of the change in length and the spring constant.,"{'question_text': 'What could be the elastic potential energy stored in the other rubber band?', 'options': [{'A': 56}, {'B': 60}, {'C': 55}, {'D': 53}, {'E': 'None'}], 'value_answer': [56, 55, 53], 'option_answer': ['A', 'C', 'D'], 'other': {'given_value': 57, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the elastic potential energy stored in the other rubber band?,"[{'A': 56}, {'B': 60}, {'C': 55}, {'D': 53}, {'E': 'None'}]","[56, 55, 53]","['A', 'C', 'D']",Sivapriya,"[60, 55]"
511,attribute_comparison,compressibility_and_pressure,Gabriel is an employee at fire extinguisher manufacturing industry. Gabriel is asked to learn and observe how the compressibility factor changes at two different pressure of two identical gases. So Gabriel compared the compressibility factor and pressure of both the gases to understand the same. The compressibility factor with lower pressure is 28 units.,Compressibility factor is directly proportional to pressure at constant density and temperature of the gas.,"{'question_text': 'What could be the compressibility factor of the other gas?', 'options': [{'A': 30}, {'B': 26}, {'C': 27}, {'D': 28}, {'E': 'None'}], 'value_answer': [30], 'option_answer': ['A'], 'other': {'given_value': 28, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the compressibility factor of the other gas?,"[{'A': 30}, {'B': 26}, {'C': 27}, {'D': 28}, {'E': 'None'}]",[30],['A'],Yamini,"[30, 27]"
1247,non_numerical,bullet_and_object,"In a chemsitry class, Ivan was told that a certain material can be used to force a bullet out of the barrel in a gun.",Gun powder is the propellant that provides the energy needed to force the bullet out of the barrel and into the target,"{'question_text': 'What could be the material?', 'options': [{'A': 'gun powder'}, {'B': 'oxygen'}, {'C': 'nitrogen'}, {'D': 'air'}], 'value_answer': ['gun powder'], 'option_answer': ['A'], 'other': {}}",What could be the material?,"[{'A': 'gun powder'}, {'B': 'oxygen'}, {'C': 'nitrogen'}, {'D': 'air'}]",['gun powder'],['A'],Yamini,['gun powder']
306,attribute_comparison,frequency and wavelength,There are two waves that move with the same speeds and Parker has to find the relationship between its frequency and wavelength. The wavelength of the wave with lower frequency is 76494 units.,"Given two waves with same velocity, the wave with higher frequency will have lower wavelength.","{'question_text': 'What could be the frequency of the wave with lower wavelength?', 'options': [{'A': 75500}, {'B': 75800}, {'C': 76700}, {'D': 76500}], 'value_answer': [75500, 75800], 'option_answer': ['A', 'B'], 'other': {'given_value': 76494, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the frequency of the wave with lower wavelength?,"[{'A': 75500}, {'B': 75800}, {'C': 76700}, {'D': 76500}]","[75500, 75800]","['A', 'B']",Himanshu,"[75500, 75800, 76500]"
1392,non_numerical,electrician,A shopkeeper hired an electrician to fix some item in his shop.,An electrician is a person who fixes problems related to electrical devices.,"{'question_text': 'What could be the item that he came to fix?', 'options': [{'A': 'garden'}, {'B': 'table'}, {'C': 'kitchen'}, {'D': 'fan'}], 'value_answer': ['fan'], 'option_answer': ['D'], 'other': {}}",What could be the item that he came to fix?,"[{'A': 'garden'}, {'B': 'table'}, {'C': 'kitchen'}, {'D': 'fan'}]",['fan'],['D'],Saurabh,[D: fan]
1173,non_numerical,amphibians,Last christmas Carson went to a switzerland for a trip with his girl friend. The weather was sub zero and they packed an item specially for such temperature.,People wear clothes with fleece in colder climates.,"{'question_text': 'Who could have been the item packed by Carson specially for the cold?', 'options': [{'A': 'Sweater'}, {'B': 'T Shirt'}, {'C': 'Jacket'}, {'D': 'Vests'}], 'value_answer': ['Sweater', 'Jacket'], 'option_answer': ['A', 'C'], 'other': {}}",Who could have been the item packed by Carson specially for the cold?,"[{'A': 'Sweater'}, {'B': 'T Shirt'}, {'C': 'Jacket'}, {'D': 'Vests'}]","['Sweater', 'Jacket']","['A', 'C']",Kevin,"['Sweater', 'Jacket']"
1077,implicit_numerical_knowledge,legs,Today Leonardo went to temple with his father for the first time. He noticed people leave their shoes outside the temple. And there were at least 22 shoes outside the temple.,A human usually has 2 legs,"{'question_text': 'How many people could be there in the temple in total?', 'options': [{'A': 7}, {'B': 14}, {'C': 13}, {'D': 6}], 'value_answer': [14, 13], 'option_answer': ['B', 'C'], 'other': {'given_value': 11, 'more_is_correct_flag': True, 'equal_is_correct_flag': True}}",How many people could be there in the temple in total?,"[{'A': 7}, {'B': 14}, {'C': 13}, {'D': 6}]","[14, 13]","['B', 'C']",Neeraj,"[14, 13]"
895,change_with_action,breaking,Liam had a rope and he broke that into multiple parts. Length of a part was 39 units.,Breaking an object reduces its length,"{'question_text': 'What could be the length of whole rope?', 'options': [{'A': 37}, {'B': 39}, {'C': 29}, {'D': 40}], 'value_answer': [40], 'option_answer': ['D'], 'other': {'given_value': 39, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the length of whole rope?,"[{'A': 37}, {'B': 39}, {'C': 29}, {'D': 40}]",[40],['D'],Neeraj,"[39, 40]"
219,attribute_comparison,marks_comparisons,Carson passed an exam where the passing score was 78.,"To pass an exam, you need to get at least passing marks.","{'question_text': 'How many marks could have been scored by Carson in the exam?', 'options': [{'A': 78}, {'B': 79}, {'C': 73}, {'D': 82}], 'value_answer': [78, 79, 82], 'option_answer': ['A', 'B', 'D'], 'other': {'given_value': 78, 'more_is_correct_flag': True, 'equal_is_correct_flag': True}}",How many marks could have been scored by Carson in the exam?,"[{'A': 78}, {'B': 79}, {'C': 73}, {'D': 82}]","[78, 79, 82]","['A', 'B', 'D']",Kevin,"[78, 79, 82]"
940,change_with_action,selling,Joshua organized a garage sale yesterday. Joshua sold a total of 273 items at a minimum price of 1 USD each.,Selling something reduces its quantity,"{'question_text': 'How much money Joshua could have made from the garage sale?', 'options': [{'A': 260}, {'B': 280}, {'C': 310}, {'D': 300}, {'E': 'None'}], 'value_answer': [280, 310, 300], 'option_answer': ['B', 'C', 'D'], 'other': {'given_value': 273, 'more_is_correct_flag': True, 'equal_is_correct_flag': True}}",How much money Joshua could have made from the garage sale?,"[{'A': 260}, {'B': 280}, {'C': 310}, {'D': 300}, {'E': 'None'}]","[280, 310, 300]","['B', 'C', 'D']",Neeraj,"[273, 280, 310]"
1356,non_numerical_sg,tin_isotopes,Jonathan works in a lab on radioactive decomposition. He observed that an element was being formed from different decadence operations and that had many isotopes.,Tin has the maximum number of stable isotopes.,"{'question_text': 'What could have been the element?', 'options': [{'A': 'Tin'}, {'B': 'Copper'}, {'C': 'Boron'}, {'D': 'Carbon'}], 'value_answer': ['Tin'], 'option_answer': ['A'], 'other': {}}",What could have been the element?,"[{'A': 'Tin'}, {'B': 'Copper'}, {'C': 'Boron'}, {'D': 'Carbon'}]",['Tin'],['A'],Sidharth,['Tin']
837,attribute_comparison,tangential_velocity_and_distance,Alexander is his friend were travelling with the with same velocity but one on the inner side and other on the outer side of the circular road. The vehicle going on the outer side of the circular road has the tangential speed of 24 m/s.,The tangential velocity is proportional to the distance from the center of rotation.,"{'question_text': 'What could be the tangential velocity of the vehicle going on the inner side of the circular road?', 'options': [{'A': 22}, {'B': 19}, {'C': 27}, {'D': 21}, {'E': 'None'}], 'value_answer': [22, 19, 21], 'option_answer': ['A', 'B', 'D'], 'other': {'given_value': 24, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the tangential velocity of the vehicle going on the inner side of the circular road?,"[{'A': 22}, {'B': 19}, {'C': 27}, {'D': 21}, {'E': 'None'}]","[22, 19, 21]","['A', 'B', 'D']",Sivapriya,"[22, 27, 21]"
653,attribute_comparison,viscosity_and_temperature_gas,"To understand the effect of viscosity on the kinetic theory of gases, Bentley was testing it with two gases. The temperature of the gas with lower viscosity is 16 units.",The viscosity of gases increases with an increase in temperature.,"{'question_text': 'What could be the temperature of the other gas?', 'options': [{'A': 14}, {'B': 19}, {'C': 20}, {'D': 11}, {'E': 'None'}], 'value_answer': [19, 20], 'option_answer': ['B', 'C'], 'other': {'given_value': 16, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the temperature of the other gas?,"[{'A': 14}, {'B': 19}, {'C': 20}, {'D': 11}, {'E': 'None'}]","[19, 20]","['B', 'C']",Yamini,"[19, 20]"
1294,non_numerical_sg,cause_of_fire,Carson's house burned down when he was not at home. Later he got to know the reason of the fire after he claimed for insurance,Gas leakage leads to fire.,"{'question_text': 'What could have been the reason given by the insurance company?', 'options': [{'A': 'Gas leak'}, {'B': 'Loud music'}, {'C': 'exercise'}, {'D': 'None'}], 'value_answer': ['Gas leak'], 'option_answer': ['A'], 'other': {}}",What could have been the reason given by the insurance company?,"[{'A': 'Gas leak'}, {'B': 'Loud music'}, {'C': 'exercise'}, {'D': 'None'}]",['Gas leak'],['A'],Sidharth,['Gas leak']
1364,non_numerical_sg,worm,Maxwell in a science class was taught about the reproduction process of different species. His professor told the class that a species has two sperm receptacles.,Every worm has two sperm receptacles.,"{'question_text': 'What could be the species that the professor is talking about?', 'options': [{'A': 'Pigeon'}, {'B': 'Dog'}, {'C': 'Worm'}, {'D': 'Eagle'}], 'value_answer': ['Worm'], 'option_answer': ['C'], 'other': {}}",What could be the species that the professor is talking about?,"[{'A': 'Pigeon'}, {'B': 'Dog'}, {'C': 'Worm'}, {'D': 'Eagle'}]",['Worm'],['C'],Sidharth,[Worm]
826,attribute_comparison,strain_and_stress,Adam subjected two balls with stress and more stress was applied to the first ball. The strain developed in the first ball is 35 units.,The strain developed in an object is directly proportional to the stress applied.,"{'question_text': 'What could be the strain developed in the other ball?', 'options': [{'A': 32}, {'B': 30}, {'C': 38}, {'D': 31}], 'value_answer': [32, 30, 31], 'option_answer': ['A', 'B', 'D'], 'other': {'given_value': 35, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the strain developed in the other ball?,"[{'A': 32}, {'B': 30}, {'C': 38}, {'D': 31}]","[32, 30, 31]","['A', 'B', 'D']",Sivapriya,"[30, 31, 38]"
1200,non_numerical,jumping_power,Jordan was running and he came across a small ditch and he decided to jump,Humans can jump to a limited distance.,"{'question_text': 'Where will Jordan land after he jumps?', 'options': [{'A': 'Across the ditch'}, {'B': 'Another city'}, {'C': 'Another planet'}, {'D': 'Another country'}], 'value_answer': ['Across the ditch'], 'option_answer': ['A'], 'other': {}}",Where will Jordan land after he jumps?,"[{'A': 'Across the ditch'}, {'B': 'Another city'}, {'C': 'Another planet'}, {'D': 'Another country'}]",['Across the ditch'],['A'],Kevin,"[A, B]"
373,attribute_comparison,density_and_mass,Joshua works at company which manufactures rods for construction. He has two similar rods to be transported. Density of the rod with a lower weight is 42 units.,Density is directly proportional to the mass,"{'question_text': 'What could be the density of the other rod ?', 'options': [{'A': 40}, {'B': 43}, {'C': 35}, {'D': 38}], 'value_answer': [43], 'option_answer': ['B'], 'other': {'given_value': 42, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the density of the other rod ?,"[{'A': 40}, {'B': 43}, {'C': 35}, {'D': 38}]",[43],['B'],Saurabh,"[40, 43]"
516,attribute_comparison,compressibility_and_temperature,Michael is an employee at fire extinguisher manufacturing industry. Michael is asked to learn and observe how the compressibility factor changes at two different temperature for two identical gases. So Michael compared the compressibility factor and temperature of both the gases to understand the same. The temperature with higher compressibility factor is 189 K.,Compressibility factor is inversely proportional to temperature at constant pressure and density of the gas.,"{'question_text': 'What could be the temperature of the other gas?', 'options': [{'A': 191}, {'B': 197}, {'C': 182}, {'D': 192}, {'E': 'None'}], 'value_answer': [191, 197, 192], 'option_answer': ['A', 'B', 'D'], 'other': {'given_value': 189, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the temperature of the other gas?,"[{'A': 191}, {'B': 197}, {'C': 182}, {'D': 192}, {'E': 'None'}]","[191, 197, 192]","['A', 'B', 'D']",Yamini,"[191, 182]"
890,change_with_action,boys_and_girls,There are 59 students in a class and some of them are absent today.,Count of people would be less if some are absent,"{'question_text': 'How many total students can be present in this class today?', 'options': [{'A': 48}, {'B': 55}, {'C': 76}, {'D': 41}, {'E': 'None'}], 'value_answer': [48, 55, 41], 'option_answer': ['A', 'B', 'D'], 'other': {'given_value': 59, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",How many total students can be present in this class today?,"[{'A': 48}, {'B': 55}, {'C': 76}, {'D': 41}, {'E': 'None'}]","[48, 55, 41]","['A', 'B', 'D']",Neeraj,"[48, 55, 76]"
1458,non_numerical,cannibalism_animals,Alan works in a zoo where he did not feed animals for a few days and discovered that an animal ate some animals of his species.,Animals like a polar bear that eat their kind is an example of cannibalism.,"{'question_text': 'What could be the animals?', 'options': [{'A': 'polar bears'}, {'B': 'chickens'}, {'C': 'dogs'}, {'D': 'horse'}], 'value_answer': ['polar bears', 'chickens'], 'option_answer': ['A', 'B'], 'other': {}}",What could be the animals?,"[{'A': 'polar bears'}, {'B': 'chickens'}, {'C': 'dogs'}, {'D': 'horse'}]","['polar bears', 'chickens']","['A', 'B']",Sivapriya,['polar bears']
92,attribute_comparison,gravity,5 is the gravitational pull 1000 units above the Earth's surface.,Gravitational pull decreases as the distance from Earth increases,"{'question_text': ""What could be the gravitational pull 6000 units above the Earth's surface?"", 'options': [{'A': 5}, {'B': 4}, {'C': 3}, {'D': 6}, {'E': 'None'}], 'value_answer': [6], 'option_answer': ['D'], 'other': {'given_value': 5, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the gravitational pull 6000 units above the Earth's surface?,"[{'A': 5}, {'B': 4}, {'C': 3}, {'D': 6}, {'E': 'None'}]",[6],['D'],Neeraj,"[4, 3, 6]"
514,attribute_comparison,compressibility_and_temperature,William is an employee at fire extinguisher manufacturing company. William is asked to learn and observe how the compressibility factor changes at two different temperature for two identical gases. So William compared the compressibility factor and temperature of both the gases to understand the same. The compressibility factor with higher temperature is 17 units.,Compressibility factor is inversely proportional to temperature at constant pressure and density of the gas.,"{'question_text': 'What could be the compressibility factor of the other gas?', 'options': [{'A': 19}, {'B': 21}, {'C': 16}, {'D': 12}, {'E': 'None'}], 'value_answer': [19, 21], 'option_answer': ['A', 'B'], 'other': {'given_value': 17, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the compressibility factor of the other gas?,"[{'A': 19}, {'B': 21}, {'C': 16}, {'D': 12}, {'E': 'None'}]","[19, 21]","['A', 'B']",Yamini,"[19, 21, 16]"
792,attribute_comparison,monotonous_decrease,Alex's plotted a graph for the number of accidents that took place in the past one week. The graph came to be monotonously decreasing. The number of accidents on first day is 32 units.,A function is called a monotonous decrease function if it is strictly decreasing.,"{'question_text': 'What could be the number of accidents recorded on the last day of the week?', 'options': [{'A': 36}, {'B': 28}, {'C': 31}, {'D': 32}], 'value_answer': [28, 31], 'option_answer': ['B', 'C'], 'other': {'given_value': 32, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the number of accidents recorded on the last day of the week?,"[{'A': 36}, {'B': 28}, {'C': 31}, {'D': 32}]","[28, 31]","['B', 'C']",Sivapriya,"[28, 31]"
1459,non_numerical,cannibalism_animals,Cole maintains a zoo where he did not feed the animals for some days and figured out that the parent animal ate some.,Animals like a polar bear that eat their kind is an example of cannibalism.,"{'question_text': 'What could be the animals?', 'options': [{'A': 'polar bears'}, {'B': 'chickens'}, {'C': 'dogs'}, {'D': 'horse'}], 'value_answer': ['polar bears', 'chickens'], 'option_answer': ['A', 'B'], 'other': {}}",What could be the animals?,"[{'A': 'polar bears'}, {'B': 'chickens'}, {'C': 'dogs'}, {'D': 'horse'}]","['polar bears', 'chickens']","['A', 'B']",Sivapriya,[polar bears]
400,attribute_comparison,gravity_and_masses,Two asteroids have different masses and are at the same distance from Earth. Mass of the asteroid having less gravitational pull from Earth is 79 units.,Gravitational force is directly proportional to mass,"{'question_text': 'What could be the mass of the other asteroid ?', 'options': [{'A': 86}, {'B': 73}, {'C': 79}, {'D': 88}], 'value_answer': [86, 88], 'option_answer': ['A', 'D'], 'other': {'given_value': 79, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the mass of the other asteroid ?,"[{'A': 86}, {'B': 73}, {'C': 79}, {'D': 88}]","[86, 88]","['A', 'D']",Saurabh,"[86, 73, 79, 88]"
1228,non_numerical,traffic_sense,"Bentley was driving to pick up his mom, was waiting in the signal. After a couple of seconds the signal changed to green.","Vehicle should start at green light, halt at red lights, and slow down at yellow lights.","{'question_text': 'Since the color of the signal changed to green, what should the driver do?', 'options': [{'A': 'Halt'}, {'B': 'Move'}, {'C': 'Sleep'}, {'D': 'Drive'}], 'value_answer': ['Drive'], 'option_answer': ['D'], 'other': {}}","Since the color of the signal changed to green, what should the driver do?","[{'A': 'Halt'}, {'B': 'Move'}, {'C': 'Sleep'}, {'D': 'Drive'}]",['Drive'],['D'],Kevin,[Move]
1535,non_numerical,integers_and_whole_numbers,Isaac wants to identify the type of numbers written in his notebook. The number in front of him is a negative number.,whole numbers are either positive or zero and integers can be positive negative or zero.,"{'question_text': 'What could be the type of the numeral?', 'options': [{'A': 'integer'}, {'B': 'natural number'}, {'C': 'whole number'}, {'D': 'none of these'}], 'value_answer': ['integer'], 'option_answer': ['A'], 'other': {}}",What could be the type of the numeral?,"[{'A': 'integer'}, {'B': 'natural number'}, {'C': 'whole number'}, {'D': 'none of these'}]",['integer'],['A'],Himanshu,['integer']
1387,non_numerical,dentist,Alexander was not able to properly. He went to the dental clinic to get treatment.,A job of a dentist is to diagnose & fix problems in the mouth.,"{'question_text': 'What could be the problem Alexander went to dental clinic for?', 'options': [{'A': 'tooth ache'}, {'B': 'cavities'}, {'C': 'acidity'}, {'D': 'blood pressure'}], 'value_answer': ['tooth ache', 'cavities'], 'option_answer': ['A', 'B'], 'other': {}}",What could be the problem Alexander went to dental clinic for?,"[{'A': 'tooth ache'}, {'B': 'cavities'}, {'C': 'acidity'}, {'D': 'blood pressure'}]","['tooth ache', 'cavities']","['A', 'B']",Saurabh,"[tooth ache, cavities]"
998,implicit_numerical_knowledge,car_wheels,"In a repairing workshop, 9 cars are tested daily. Gabriel and his co-worker test air in all the wheels of the cars.",A car has 4 wheels,"{'question_text': 'How many tires Gabriel could have tested?', 'options': [{'A': 32}, {'B': 28}, {'C': 40}, {'D': 36}], 'value_answer': [32, 28, 36], 'option_answer': ['A', 'B', 'D'], 'other': {'given_value': 36, 'more_is_correct_flag': False, 'equal_is_correct_flag': True}}",How many tires Gabriel could have tested?,"[{'A': 32}, {'B': 28}, {'C': 40}, {'D': 36}]","[32, 28, 36]","['A', 'B', 'D']",Neeraj,[36]
1499,non_numerical,protein_diet,Arthur planned to take a diet rich in protein in his daily routine.,Non vegetarian foods are rich in protein.,"{'question_text': 'What could be the food items to involve in the diet?', 'options': [{'A': 'Milk products'}, {'B': 'Carrots'}, {'C': 'Broccoli'}, {'D': 'Meat'}], 'value_answer': ['Milk products', 'Meat'], 'option_answer': ['A', 'D'], 'other': {}}",What could be the food items to involve in the diet?,"[{'A': 'Milk products'}, {'B': 'Carrots'}, {'C': 'Broccoli'}, {'D': 'Meat'}]","['Milk products', 'Meat']","['A', 'D']",Sivapriya,[{'D': 'Meat'}]
1272,non_numerical,pollination_plant,The number of flowers in spring increased rapidly. He understood this was a reproduction mechanism where pollens are sent to the anther via air.,Pollination is an essential part of plant reproduction. Pollen from a flower's anther rubs or drops onto a pollinator. Methods like binary fission are not used for plant reproduction.,"{'question_text': 'What could be the reproduction process in plants?', 'options': [{'A': 'pollination'}, {'B': 'binary fission'}, {'C': 'multiple fission'}, {'D': 'regeneration'}], 'value_answer': ['pollination'], 'option_answer': ['A'], 'other': {}}",What could be the reproduction process in plants?,"[{'A': 'pollination'}, {'B': 'binary fission'}, {'C': 'multiple fission'}, {'D': 'regeneration'}]",['pollination'],['A'],Yamini,[pollination]
381,attribute_comparison,electricity_bill_power,Jaxon is managing the bill payment for an apartment building. He paid the electricity bill for two months May and June. In month May the apartment had lower power usage amounting the electricity bill to 24 dollars.,Electricity bill amount is directly proportional to power usage.,"{'question_text': 'What could be the electricity bill amount Jaxon could have paid for month June?', 'options': [{'A': 26}, {'B': 31}, {'C': 33}, {'D': 18}, {'E': 'None'}], 'value_answer': [26, 31, 33], 'option_answer': ['A', 'B', 'C'], 'other': {'given_value': 24, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the electricity bill amount Jaxon could have paid for month June?,"[{'A': 26}, {'B': 31}, {'C': 33}, {'D': 18}, {'E': 'None'}]","[26, 31, 33]","['A', 'B', 'C']",Saurabh,"[26, 31, 33]"
437,attribute_comparison,speed_and_distance,A bike and a car travelling in a straight line. Car is moving faster than bike with 32 miles/hour.,distance covered is directly proportional to speed,"{'question_text': 'What could be the speed of the bike ?', 'options': [{'A': 32}, {'B': 33}, {'C': 30}, {'D': 36}], 'value_answer': [30], 'option_answer': ['C'], 'other': {'given_value': 32, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the speed of the bike ?,"[{'A': 32}, {'B': 33}, {'C': 30}, {'D': 36}]",[30],['C'],Saurabh,"[30, 32, 33, 36]"
436,attribute_comparison,speed_and_distance,A truck and a bike were travelling on a straight road. Truck was moving faster than bike with 70 miles/hour.,distance covered is directly proportional to speed,"{'question_text': 'What could be the speed of the bike ?', 'options': [{'A': 74}, {'B': 69}, {'C': 71}, {'D': 73}, {'E': 'None'}], 'value_answer': [69], 'option_answer': ['B'], 'other': {'given_value': 70, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the speed of the bike ?,"[{'A': 74}, {'B': 69}, {'C': 71}, {'D': 73}, {'E': 'None'}]",[69],['B'],Saurabh,"[69, 71, 73]"
756,attribute_comparison,centripetal_acceleration_and_radius,Two objects were rotating around a pole in the circular path with same velocity and the centripetal acceleration of the first object is more than the second object. The first object's radius is 25 units.,Centripetal acceleration is inversely proportional to radius keeping the velocity constant.,"{'question_text': 'What could be the radius of the circular path for the other object?', 'options': [{'A': 27}, {'B': 21}, {'C': 24}, {'D': 29}, {'E': 'None'}], 'value_answer': [21, 24], 'option_answer': ['B', 'C'], 'other': {'given_value': 25, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the radius of the circular path for the other object?,"[{'A': 27}, {'B': 21}, {'C': 24}, {'D': 29}, {'E': 'None'}]","[21, 24]","['B', 'C']",Sivapriya,"[27, 29]"
330,attribute_comparison,speed_height,"There are two identical balls, each has been dropped from a certain height. A ball which is dropped from higher height has a speed 47 meter/second near ground.",Speed of the ball near the ground is directly proportional to the height from which the ball is dropped.,"{'question_text': 'What could be the speed of the other ball?', 'options': [{'A': 44}, {'B': 46}, {'C': 49}, {'D': 42}, {'E': 'None'}], 'value_answer': [44, 46, 42], 'option_answer': ['A', 'B', 'D'], 'other': {'given_value': 47, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the speed of the other ball?,"[{'A': 44}, {'B': 46}, {'C': 49}, {'D': 42}, {'E': 'None'}]","[44, 46, 42]","['A', 'B', 'D']",Saurabh,"[44, 46, 49, 42]"
235,attribute_comparison,size_to_weight,"Lucas invited his friend to go on a drive on his new SUV, since it was bigger than his friends car and could accomodate more people. However, the car was heavy and weighed 5050 lb and the mileage was poor.",Bigger car is heavier than smaller car.,"{'question_text': ""What could be the weight of the Lucas's friends sedan?"", 'options': [{'A': 4100}, {'B': 5200}, {'C': 5700}, {'D': 4000}], 'value_answer': [4100, 4000], 'option_answer': ['A', 'D'], 'other': {'given_value': 5050, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the weight of the Lucas's friends sedan?,"[{'A': 4100}, {'B': 5200}, {'C': 5700}, {'D': 4000}]","[4100, 4000]","['A', 'D']",Kevin,"[4000, 4100]"
1195,non_numerical,diving_height,Several cars were turning right without waiting for the signal when Evan was on his fway to work.,Incoming traffic need not wait for signal to turn right on a free right.,"{'question_text': 'What type of signal did Evan encounter on the way to his work?', 'options': [{'A': 'Free right'}, {'B': 'Free left'}, {'C': 'U Turn'}, {'D': 'Red light'}], 'value_answer': ['Free right'], 'option_answer': ['A'], 'other': {}}",What type of signal did Evan encounter on the way to his work?,"[{'A': 'Free right'}, {'B': 'Free left'}, {'C': 'U Turn'}, {'D': 'Red light'}]",['Free right'],['A'],Kevin,['Free right']
1395,non_numerical,elephant_jump,Jace saw various animals in circus and he saw only one animal which couldn't jump.,An adult elephant can not jump.,"{'question_text': 'What could the animal be?', 'options': [{'A': 'elephant'}, {'B': 'lion'}, {'C': 'cat'}, {'D': 'dog'}], 'value_answer': ['elephant'], 'option_answer': ['A'], 'other': {}}",What could the animal be?,"[{'A': 'elephant'}, {'B': 'lion'}, {'C': 'cat'}, {'D': 'dog'}]",['elephant'],['A'],Saurabh,['elephant']
876,change_with_action,addition,72 is the sum of two positive numbers.,Adding a positive number from a value results in a larger value,"{'question_text': 'What could be one of the numbers?', 'options': [{'A': 90}, {'B': 84}, {'C': 68}, {'D': 56}], 'value_answer': [68, 56], 'option_answer': ['C', 'D'], 'other': {'given_value': 72, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be one of the numbers?,"[{'A': 90}, {'B': 84}, {'C': 68}, {'D': 56}]","[68, 56]","['C', 'D']",Neeraj,"[90, 84]"
110,attribute_comparison,legal_age,The minimum age to play a table-tennis tournament is 17 years. Ian was not allowed to play this tournament due to age criteria.,One is allowed to join the tournament if they satisfy the age criteria,"{'question_text': 'What could be his age?', 'options': [{'A': 12}, {'B': 13}, {'C': 19}, {'D': 20}], 'value_answer': [12, 13], 'option_answer': ['A', 'B'], 'other': {'given_value': 17, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be his age?,"[{'A': 12}, {'B': 13}, {'C': 19}, {'D': 20}]","[12, 13]","['A', 'B']",Neeraj,"[12, 13, 20]"
881,change_with_action,balance,Samuel annual income is 10 thousand dollars and spends some money on his food and other essentials.,After spending one is left with lesser money,"{'question_text': 'What could be the amount of remaining money with Samuel?', 'options': [{'A': 6}, {'B': 14}, {'C': 10}, {'D': 8}, {'E': 'None'}], 'value_answer': [6, 8], 'option_answer': ['A', 'D'], 'other': {'given_value': 10, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the amount of remaining money with Samuel?,"[{'A': 6}, {'B': 14}, {'C': 10}, {'D': 8}, {'E': 'None'}]","[6, 8]","['A', 'D']",Neeraj,"[6, 8, 10, 14]"
20,attribute_comparison,at_least,Jude hosted a birthday party in which 28 people came. Each person gave at least 1 gift to Jude.,If each member contributes at least 1 then total would be more than the number of contributors,"{'question_text': 'What could be the total number of gifts?', 'options': [{'A': 20}, {'B': 19}, {'C': 32}, {'D': 23}, {'E': 'None'}], 'value_answer': [32], 'option_answer': ['C'], 'other': {'given_value': 28, 'more_is_correct_flag': True, 'equal_is_correct_flag': True}}",What could be the total number of gifts?,"[{'A': 20}, {'B': 19}, {'C': 32}, {'D': 23}, {'E': 'None'}]",[32],['C'],Neeraj,[32]
8,attribute_comparison,age,"Abraham has a brother who is older than him, the age of his brother is 26 years old.",Elder person has more age than a younger person,"{'question_text': 'How old could Abraham be?', 'options': [{'A': 20}, {'B': 30}, {'C': 21}, {'D': 31}, {'E': 'None'}], 'value_answer': [20, 21], 'option_answer': ['A', 'C'], 'other': {'given_value': 26, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",How old could Abraham be?,"[{'A': 20}, {'B': 30}, {'C': 21}, {'D': 31}, {'E': 'None'}]","[20, 21]","['A', 'C']",Neeraj,"[20, 21, 30, 31]"
