index,category,subcategory,premise,knowledge,question,question_text,options,value_answer,option_answer,author,GPT3Pred
1064,implicit_numerical_knowledge,dice,Antonio rolled 4 regular dice and calculated the sum on all dice.,Values in a regular dice range from 1 to 6,"{'question_text': 'What could have been his total?', 'options': [{'A': 18}, {'B': 24}, {'C': 22}, {'D': 19}], 'value_answer': [18, 24, 22, 19], 'option_answer': ['A', 'B', 'C', 'D'], 'other': {'given_value': 24, 'more_is_correct_flag': False, 'equal_is_correct_flag': True}}",What could have been his total?,"[{'A': 18}, {'B': 24}, {'C': 22}, {'D': 19}]","[18, 24, 22, 19]","['A', 'B', 'C', 'D']",Neeraj,C
872,change_with_action,addition,A positive number was added to 62.,Adding a positive number from a value results in a larger value,"{'question_text': 'What could be the result?', 'options': [{'A': 51}, {'B': 61}, {'C': 59}, {'D': 74}], 'value_answer': [74], 'option_answer': ['D'], 'other': {'given_value': 62, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the result?,"[{'A': 51}, {'B': 61}, {'C': 59}, {'D': 74}]",[74],['D'],Neeraj,"A positive number was added to 62, so the result could be 63, 64, 65, etc. The answer is D."
638,attribute_comparison,viscosity_and_temperature,"To identify the best lubricant for the manufacturing equipment, Cooper was testing it with two liquids. The viscosity of the liquid with higher temperature is 32 units.",The viscosity of liquids decreases rapidly with an increase in temperature.,"{'question_text': 'What could be the viscosity of the other liquid?', 'options': [{'A': 36}, {'B': 27}, {'C': 28}, {'D': 33}, {'E': 'None'}], 'value_answer': [36, 33], 'option_answer': ['A', 'D'], 'other': {'given_value': 32, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the viscosity of the other liquid?,"[{'A': 36}, {'B': 27}, {'C': 28}, {'D': 33}, {'E': 'None'}]","[36, 33]","['A', 'D']",Yamini,"B

The viscosity of the other liquid could be 27 units."
1408,non_numerical,lawyer,Leon hired lawyer to advise certain laws for his company.,A lawyer is a person who practices law and advises clients on aspects of all law.,"{'question_text': 'What could be the reason he was hired?', 'options': [{'A': 'programming'}, {'B': 'cooking'}, {'C': 'tax laws'}, {'D': 'taking photograph'}], 'value_answer': ['tax laws'], 'option_answer': ['C'], 'other': {}}",What could be the reason he was hired?,"[{'A': 'programming'}, {'B': 'cooking'}, {'C': 'tax laws'}, {'D': 'taking photograph'}]",['tax laws'],['C'],Saurabh,C
1421,non_numerical,pilot,Jameson saw a person entering the cockpit of the plane.,A pilot is a person who flies the airplane.,"{'question_text': 'Whom could have been the person entered in the cockpit?', 'options': [{'A': 'gardener'}, {'B': 'pilot'}, {'C': 'architect'}, {'D': 'photographer'}], 'value_answer': ['pilot'], 'option_answer': ['B'], 'other': {}}",Whom could have been the person entered in the cockpit?,"[{'A': 'gardener'}, {'B': 'pilot'}, {'C': 'architect'}, {'D': 'photographer'}]",['pilot'],['B'],Saurabh,B
934,change_with_action,profit_loss,Charles is a mobile manufacturer and manufactures mobiles by 100 dollars per unit.,For making profit the selling price need to be higher than cost price,"{'question_text': 'At what price can Charles sell a mobile in order to make profit?', 'options': [{'A': 50}, {'B': 130}, {'C': 100}, {'D': 80}], 'value_answer': [130], 'option_answer': ['B'], 'other': {'given_value': 100, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",At what price can Charles sell a mobile in order to make profit?,"[{'A': 50}, {'B': 130}, {'C': 100}, {'D': 80}]",[130],['B'],Neeraj,B
1052,implicit_numerical_knowledge,days_in_week,A Spain soccer player scored at least 4 goals in every match. He played a match every day for a week.,A week has 7 days,"{'question_text': 'How many goals Benjamin could have scored in that week?', 'options': [{'A': 30}, {'B': 23}, {'C': 27}, {'D': 26}], 'value_answer': [30], 'option_answer': ['A'], 'other': {'given_value': 28, 'more_is_correct_flag': True, 'equal_is_correct_flag': True}}",How many goals Benjamin could have scored in that week?,"[{'A': 30}, {'B': 23}, {'C': 27}, {'D': 26}]",[30],['A'],Neeraj,"A

A"
356,attribute_comparison,cab_driver_earn,Jordan is a cab driver in Tempe city and drove a cab for two days. The earnings he made on a day in which he had less number trips are 53 dollars.,A cab driver's earning is directly proportional to number of trips he makes.,"{'question_text': 'What could be the earnings Jordan could have made on the other day?', 'options': [{'A': 62}, {'B': 56}, {'C': 50}, {'D': 55}, {'E': 'None'}], 'value_answer': [62, 56, 55], 'option_answer': ['A', 'B', 'D'], 'other': {'given_value': 53, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the earnings Jordan could have made on the other day?,"[{'A': 62}, {'B': 56}, {'C': 50}, {'D': 55}, {'E': 'None'}]","[62, 56, 55]","['A', 'B', 'D']",Saurabh,"A, B, C, D"
391,attribute_comparison,flow_rate_and_time,Matthew his filling two identical water tanks. Both water tanks have equal capacity to hold the water. One of the water tanks took less time to fill. This water tanks was being filled by a pipe that had a flow rate of 23 liter/minute.,Time taken to fill the container is inversely proportional flow rate.,"{'question_text': 'What could be the flow rate of the other pipe ?', 'options': [{'A': 17}, {'B': 27}, {'C': 24}, {'D': 26}], 'value_answer': [27, 24, 26], 'option_answer': ['B', 'C', 'D'], 'other': {'given_value': 23, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the flow rate of the other pipe ?,"[{'A': 17}, {'B': 27}, {'C': 24}, {'D': 26}]","[27, 24, 26]","['B', 'C', 'D']",Saurabh,"A

The correct answer is A."
100,attribute_comparison,height_and_potential_energy,Antonio's experiment is to observe the relationship between potential energy and height of two identical balls. The potential energy of the ball at lower height is 29 units.,Potential energy is directly proportional to the height,"{'question_text': 'What could be the potential energy of the other ball?', 'options': [{'A': 31}, {'B': 28}, {'C': 33}, {'D': 24}], 'value_answer': [31, 33], 'option_answer': ['A', 'C'], 'other': {'given_value': 29, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the potential energy of the other ball?,"[{'A': 31}, {'B': 28}, {'C': 33}, {'D': 24}]","[31, 33]","['A', 'C']",Neeraj,C
999,implicit_numerical_knowledge,car_wheels,"In a repairing workshop, 8 cars are tested daily. Thomas and his co-worker test air in all the wheels of the cars.",A car has 4 wheels,"{'question_text': 'How many tires Thomas could have tested?', 'options': [{'A': 36}, {'B': 28}, {'C': 32}, {'D': 24}], 'value_answer': [28, 32, 24], 'option_answer': ['B', 'C', 'D'], 'other': {'given_value': 32, 'more_is_correct_flag': False, 'equal_is_correct_flag': True}}",How many tires Thomas could have tested?,"[{'A': 36}, {'B': 28}, {'C': 32}, {'D': 24}]","[28, 32, 24]","['B', 'C', 'D']",Neeraj,"B, D"
368,attribute_comparison,density_and_height_submerged,Abraham saw two objects floating on the water. One of the object that was submerged more in the water had density of 55 units.,Submerged height of a floating object is directly proportional to density,"{'question_text': 'What could be the density of the other object ?', 'options': [{'A': 52}, {'B': 58}, {'C': 51}, {'D': 53}, {'E': 'None'}], 'value_answer': [52, 51, 53], 'option_answer': ['A', 'C', 'D'], 'other': {'given_value': 55, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the density of the other object ?,"[{'A': 52}, {'B': 58}, {'C': 51}, {'D': 53}, {'E': 'None'}]","[52, 51, 53]","['A', 'C', 'D']",Saurabh,B
220,attribute_comparison,marks_comparisons,Arthur secured 76 marks in the final test and passed.,"To pass an exam, you need to get at least passing marks.","{'question_text': ""What could have been the passing marks for Arthur's test?"", 'options': [{'A': 79}, {'B': 80}, {'C': 72}, {'D': 78}, {'E': 'None'}], 'value_answer': [72], 'option_answer': ['C'], 'other': {'given_value': 76, 'more_is_correct_flag': False, 'equal_is_correct_flag': True}}",What could have been the passing marks for Arthur's test?,"[{'A': 79}, {'B': 80}, {'C': 72}, {'D': 78}, {'E': 'None'}]",[72],['C'],Kevin,B
613,attribute_comparison,solubility_and_gas,George wanted to know the solubility of two different gases at two different temperature. The temperature of a gas was 26 K when the solubility is higher.,The solubility of the gas in a solvent is inversely proportional to temperature.,"{'question_text': 'What could be the temperature of other gas?', 'options': [{'A': 22}, {'B': 24}, {'C': 30}, {'D': 25}], 'value_answer': [22, 24, 25], 'option_answer': ['A', 'B', 'D'], 'other': {'given_value': 26, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the temperature of other gas?,"[{'A': 22}, {'B': 24}, {'C': 30}, {'D': 25}]","[22, 24, 25]","['A', 'B', 'D']",Yamini,C
602,attribute_comparison,pressure_and_volume,"To identify optimal gases to be used in airbags, Justin was pressure testing it with two gases. The volume of gas with lower pressure is 19 units.",The volume of an ideal gas is inversely proportional to the pressure of the gas.,"{'question_text': 'What could be the volume of the other gas?', 'options': [{'A': 17}, {'B': 15}, {'C': 14}, {'D': 21}], 'value_answer': [17, 15, 14], 'option_answer': ['A', 'B', 'C'], 'other': {'given_value': 19, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the volume of the other gas?,"[{'A': 17}, {'B': 15}, {'C': 14}, {'D': 21}]","[17, 15, 14]","['A', 'B', 'C']",Yamini,D
1012,implicit_numerical_knowledge,cards,Adam went to shop to buy 2 card decks. The shopkeeper misheard and gave him card decks more than what he asked for.,"In a deck of cards, there are 52 cards","{'question_text': 'How many cards could he be having now?', 'options': [{'A': 120}, {'B': 92}, {'C': 84}, {'D': 96}, {'E': 'None'}], 'value_answer': [120], 'option_answer': ['A'], 'other': {'given_value': 104, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",How many cards could he be having now?,"[{'A': 120}, {'B': 92}, {'C': 84}, {'D': 96}, {'E': 'None'}]",[120],['A'],Neeraj,"C, D"
252,attribute_comparison,subtraction_knowledge,A bus that was taking a few students toa  field trip had more number of boys than girls. The number of  boys were 11 more than the number of girls.,The difference of two positive operands is smaller than or equal to the largest positive operand.,"{'question_text': 'What could be the total number of boys?', 'options': [{'A': 10}, {'B': 9}, {'C': 12}, {'D': 6}], 'value_answer': [12], 'option_answer': ['C'], 'other': {'given_value': 11, 'more_is_correct_flag': True, 'equal_is_correct_flag': True}}",What could be the total number of boys?,"[{'A': 10}, {'B': 9}, {'C': 12}, {'D': 6}]",[12],['C'],Kevin,[{'C': 12}]
390,attribute_comparison,flow_rate_and_time,George his filling two identical water tanks. Both water tanks have equal capacity to hold the water. One of the water tanks took less time to fill. This water tanks was being filled by a pipe that had a flow rate of 48 liter/minute.,Time taken to fill the container is inversely proportional flow rate.,"{'question_text': 'What could be the flow rate of the other pipe ?', 'options': [{'A': 42}, {'B': 43}, {'C': 49}, {'D': 48}], 'value_answer': [49], 'option_answer': ['C'], 'other': {'given_value': 48, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the flow rate of the other pipe ?,"[{'A': 42}, {'B': 43}, {'C': 49}, {'D': 48}]",[49],['C'],Saurabh,D
884,change_with_action,boys_and_girls,The number of students in a class is 79.,There will equal or less number of girls than the total number of students,"{'question_text': 'How many girls can be there in this class?', 'options': [{'A': 74}, {'B': 76}, {'C': 82}, {'D': 94}, {'E': 'None'}], 'value_answer': [74, 76], 'option_answer': ['A', 'B'], 'other': {'given_value': 79, 'more_is_correct_flag': False, 'equal_is_correct_flag': True}}",How many girls can be there in this class?,"[{'A': 74}, {'B': 76}, {'C': 82}, {'D': 94}, {'E': 'None'}]","[74, 76]","['A', 'B']",Neeraj,"B, C"
415,attribute_comparison,projectile_distance,Patrick was in a defense research project and was testing two different cannons and they fired two identical cannon ball. The cannon ball which travelled more distance have muzzle velocity of 232 meter/second.,"Horizontal distance travelled by cannon ball is directly proportional to the muzzle velocity, if fired at 45 degree projection angle.","{'question_text': 'What could be the muzzle velocity of the other cannon ball?', 'options': [{'A': 248}, {'B': 221}, {'C': 215}, {'D': 240}, {'E': 'None'}], 'value_answer': [221, 215], 'option_answer': ['B', 'C'], 'other': {'given_value': 232, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the muzzle velocity of the other cannon ball?,"[{'A': 248}, {'B': 221}, {'C': 215}, {'D': 240}, {'E': 'None'}]","[221, 215]","['B', 'C']",Saurabh,B
1530,non_numerical,waves_and_wavelengths,Christopher was working in the laboratory of his experiments where he could not see any of the waves of EM that he used for the tests.,Human eye can detect wavelengths from 380 to 700 nanometers that are visible region waves but can not detect Gamma or Cosmic rays.,"{'question_text': 'What could be the EM waves ?', 'options': [{'A': 'Gamma rays'}, {'B': 'Cosmic rays'}, {'C': 'Radio waves'}, {'D': 'visible waves'}], 'value_answer': ['Gamma rays', 'Cosmic rays', 'Radio waves'], 'option_answer': ['A', 'B', 'C'], 'other': {}}",What could be the EM waves ?,"[{'A': 'Gamma rays'}, {'B': 'Cosmic rays'}, {'C': 'Radio waves'}, {'D': 'visible waves'}]","['Gamma rays', 'Cosmic rays', 'Radio waves']","['A', 'B', 'C']",Sivapriya,D
273,attribute_comparison,volume_and_height,"Henry's neighbour installed a swimming pool. So, Henry installed a smaller swimming pool as well with the same base area. The height of the Henry's neighbours swimming pool is 7 m.",Volume is directly proportional to height when base area is constant.,"{'question_text': 'What could be the height of the swimming pool installed by Henry?', 'options': [{'A': 5}, {'B': 9}, {'C': 4}, {'D': 3}], 'value_answer': [5, 4, 3], 'option_answer': ['A', 'C', 'D'], 'other': {'given_value': 7, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the height of the swimming pool installed by Henry?,"[{'A': 5}, {'B': 9}, {'C': 4}, {'D': 3}]","[5, 4, 3]","['A', 'C', 'D']",Kevin,C
398,attribute_comparison,gravity_and_masses,Two asteroids have different masses and are at the same distance from Earth. Gravitational pull from Earth to the heavier asteroid is 48 units.,Gravitational force is directly proportional to mass,"{'question_text': 'What could be the gravitational pull from Earth to the other asteroid?', 'options': [{'A': 41}, {'B': 43}, {'C': 42}, {'D': 57}], 'value_answer': [41, 43, 42], 'option_answer': ['A', 'B', 'C'], 'other': {'given_value': 48, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the gravitational pull from Earth to the other asteroid?,"[{'A': 41}, {'B': 43}, {'C': 42}, {'D': 57}]","[41, 43, 42]","['A', 'B', 'C']",Saurabh,C
993,implicit_numerical_knowledge,buying,Thomas has 127 dollars and he wants to buy a toy each for his two kids. The two toys are of equal price.,One needs equal or more money than the price of item to buy it,"{'question_text': 'What could be the price of a toy if Thomas managed to buy them?', 'options': [{'A': 54}, {'B': 72}, {'C': 51}, {'D': 60}], 'value_answer': [54, 51, 60], 'option_answer': ['A', 'C', 'D'], 'other': {'given_value': 63, 'more_is_correct_flag': False, 'equal_is_correct_flag': True}}",What could be the price of a toy if Thomas managed to buy them?,"[{'A': 54}, {'B': 72}, {'C': 51}, {'D': 60}]","[54, 51, 60]","['A', 'C', 'D']",Neeraj,B
369,attribute_comparison,density_and_height_submerged,Graham saw two objects floating on the water. One of the object that was submerged more in the water had density of 32 units.,Submerged height of a floating object is directly proportional to density,"{'question_text': 'What could be the density of the other object ?', 'options': [{'A': 27}, {'B': 35}, {'C': 32}, {'D': 36}], 'value_answer': [27], 'option_answer': ['A'], 'other': {'given_value': 32, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the density of the other object ?,"[{'A': 27}, {'B': 35}, {'C': 32}, {'D': 36}]",[27],['A'],Saurabh,"[{'A': 27}, {'B': 35}]"
885,change_with_action,boys_and_girls,There are 70 students in a class.,There will equal or less number of girls than the total number of students,"{'question_text': 'How many girls can be there in this class?', 'options': [{'A': 80}, {'B': 53}, {'C': 54}, {'D': 71}], 'value_answer': [53, 54], 'option_answer': ['B', 'C'], 'other': {'given_value': 70, 'more_is_correct_flag': False, 'equal_is_correct_flag': True}}",How many girls can be there in this class?,"[{'A': 80}, {'B': 53}, {'C': 54}, {'D': 71}]","[53, 54]","['B', 'C']",Neeraj,"B, C"
349,attribute_comparison,water_and_volume,Calvin's is filling two bottles which are in a cylindrical shape. One of the bottles that was filled with less water had volume of 27 units.,Larger volume holds lager amount of water.,"{'question_text': 'What could be the volume of the other bottle ?', 'options': [{'A': 26}, {'B': 23}, {'C': 22}, {'D': 30}, {'E': 'None'}], 'value_answer': [30], 'option_answer': ['D'], 'other': {'given_value': 27, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the volume of the other bottle ?,"[{'A': 26}, {'B': 23}, {'C': 22}, {'D': 30}, {'E': 'None'}]",[30],['D'],Saurabh,D
1360,non_numerical_sg,vegetables_and_fruits,Brandon goes to a farm and sees an item growing on a tree. He cuts it open and he finds seeds in it.,"Fruits are seed-bearing structures developed from ovary of plant whereas vegetables are plant parts such as roots, leaves and stems.","{'question_text': 'What could the item be?', 'options': [{'A': 'Carrot'}, {'B': 'Mango'}, {'C': 'Banana'}, {'D': 'Potato'}], 'value_answer': ['Mango', 'Banana'], 'option_answer': ['B', 'C'], 'other': {}}",What could the item be?,"[{'A': 'Carrot'}, {'B': 'Mango'}, {'C': 'Banana'}, {'D': 'Potato'}]","['Mango', 'Banana']","['B', 'C']",Sidharth,B
933,change_with_action,passing,"In an exam, 39 students passed while a few failed.",Number of total students is more or equal than the number of passed students,"{'question_text': 'How many hours can Patrick spend in studying in total?', 'options': [{'A': 31}, {'B': 46}, {'C': 38}, {'D': 44}], 'value_answer': [46, 44], 'option_answer': ['B', 'D'], 'other': {'given_value': 39, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",How many hours can Patrick spend in studying in total?,"[{'A': 31}, {'B': 46}, {'C': 38}, {'D': 44}]","[46, 44]","['B', 'D']",Neeraj,C
36,attribute_comparison,direct_comparison,"David went to a shop to buy a ring for his wife. He had low budget, so instead of a ring whose cost was 41 thousand dollars he bought a ring which was cheaper than the other ring.",Cheaper thing costs less money,"{'question_text': 'What could be the cost of the ring that David bought?', 'options': [{'A': 47}, {'B': 40}, {'C': 43}, {'D': 42}], 'value_answer': [40], 'option_answer': ['B'], 'other': {'given_value': 41, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the cost of the ring that David bought?,"[{'A': 47}, {'B': 40}, {'C': 43}, {'D': 42}]",[40],['B'],Neeraj,B
1443,non_numerical,thorn_flower,"Atlas is the owner of a flower shop. In the morning, he went to his garden to pluck some flowers, during which he got pricked by one of the plants.",Flowering plants like roses and firethorn have thorns whereas daisy and lily don't have thorns.,"{'question_text': 'What could be the plant?', 'options': [{'A': 'rose'}, {'B': 'firethorn'}, {'C': 'lily'}, {'D': 'daisy'}], 'value_answer': ['rose', 'firethorn'], 'option_answer': ['A', 'B'], 'other': {}}",What could be the plant?,"[{'A': 'rose'}, {'B': 'firethorn'}, {'C': 'lily'}, {'D': 'daisy'}]","['rose', 'firethorn']","['A', 'B']",Saurabh,"A) rose
B) firethorn"
126,attribute_comparison,portion,"Bennett was playing cricket along with his friend with a heavy weighted ball, unfortunately they broke a glass which was of 36 pounds.",A portion of an object is less than the whole object,"{'question_text': 'What could be the weight of a broken piece?', 'options': [{'A': 35}, {'B': 37}, {'C': 41}, {'D': 42}], 'value_answer': [35], 'option_answer': ['A'], 'other': {'given_value': 36, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the weight of a broken piece?,"[{'A': 35}, {'B': 37}, {'C': 41}, {'D': 42}]",[35],['A'],Neeraj,A
267,attribute_comparison,education_performance,Joseph scored 86 marks in a maths test.,There is no student scoring more than the topper of a class.,"{'question_text': ""What could be the marks scored by Joseph's classmate who was the topper in the same test?"", 'options': [{'A': 82}, {'B': 89}, {'C': 86}, {'D': 90}, {'E': 'None'}], 'value_answer': [89, 90], 'option_answer': ['B', 'D'], 'other': {'given_value': 86, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the marks scored by Joseph's classmate who was the topper in the same test?,"[{'A': 82}, {'B': 89}, {'C': 86}, {'D': 90}, {'E': 'None'}]","[89, 90]","['B', 'D']",Kevin,C
952,change_with_action,stretching,Jackson had a elastic belt whose size was 10 units and he stretched it.,When something is stretched its length increases,"{'question_text': 'What could be the size of the belt after stretching?', 'options': [{'A': 4}, {'B': 13}, {'C': 7}, {'D': 10}], 'value_answer': [13], 'option_answer': ['B'], 'other': {'given_value': 10, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the size of the belt after stretching?,"[{'A': 4}, {'B': 13}, {'C': 7}, {'D': 10}]",[13],['B'],Neeraj,B
471,attribute_comparison,height_paint_wall,"Alan is painting two walls in the garage, both walls are equally wide. A wall that has a larger height required 32 volume of paint.",Volume of paint required is directly proportional to height of the wall.,"{'question_text': 'What could be the volume of paint Alan requires to paint the other wall?', 'options': [{'A': 35}, {'B': 36}, {'C': 24}, {'D': 30}], 'value_answer': [24, 30], 'option_answer': ['C', 'D'], 'other': {'given_value': 32, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the volume of paint Alan requires to paint the other wall?,"[{'A': 35}, {'B': 36}, {'C': 24}, {'D': 30}]","[24, 30]","['C', 'D']",Saurabh,C
1066,implicit_numerical_knowledge,dimes,Jaxon is collecting only dimes. He could not manage to collect 12 dollars from these dimes.,10 dimes make 1 dollar,"{'question_text': 'How many dimes could Jaxon have collected?', 'options': [{'A': 123}, {'B': 121}, {'C': 108}, {'D': 136}], 'value_answer': [108], 'option_answer': ['C'], 'other': {'given_value': 120, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",How many dimes could Jaxon have collected?,"[{'A': 123}, {'B': 121}, {'C': 108}, {'D': 136}]",[108],['C'],Neeraj,C
1576,transaction,money,"Luke had 147 dollars initially and gave some money to Elliana who initially had 57 dollars.Luke had a friend Elliana. Elliana wanted to buy something but only had 57 dollars with her which was not sufficient, so Luke who had initially 147 dollars gave Elliana some money.",When some money is transferred to others money with the giver decreases,"{'question_text': 'What could be the amount of money with Luke now?', 'options': [{'A': 160}, {'B': 190}, {'C': 180}, {'D': 110}], 'value_answer': [110], 'option_answer': ['D'], 'other': {'given_value': 147, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the amount of money with Luke now?,"[{'A': 160}, {'B': 190}, {'C': 180}, {'D': 110}]",[110],['D'],Neeraj,C
55,attribute_comparison,direct_comparison,"Leo bought two cans and while loading them into a truck, Leo felt that the second can is heavier than the first. The weight of the first can is 36 units.",More weight implies an object is heavier,"{'question_text': 'What could be the weight of second can?', 'options': [{'A': 32}, {'B': 36}, {'C': 35}, {'D': 31}, {'E': 'None'}], 'value_answer': ['None'], 'option_answer': ['E'], 'other': {'given_value': 36, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the weight of second can?,"[{'A': 32}, {'B': 36}, {'C': 35}, {'D': 31}, {'E': 'None'}]",['None'],['E'],Neeraj,B
225,attribute_comparison,vehicle_and_garage,137 cars were parked in the parking lot owned by Jace at 1 pm.,Number of parking spots is at least the number of cars parked in the area.,"{'question_text': 'How many spots could the parking garage have?', 'options': [{'A': 155}, {'B': 140}, {'C': 135}, {'D': 130}, {'E': 'None'}], 'value_answer': [135, 130], 'option_answer': ['C', 'D'], 'other': {'given_value': 137, 'more_is_correct_flag': False, 'equal_is_correct_flag': True}}",How many spots could the parking garage have?,"[{'A': 155}, {'B': 140}, {'C': 135}, {'D': 130}, {'E': 'None'}]","[135, 130]","['C', 'D']",Kevin,"A, C, D"
195,attribute_comparison,addition_knowledge,Ivan purchased a barrel of wine and his friend has another barrel that is smaller than the barrel that Ivan had. Both containers were poured into a bigger barrel and the total volume of wine is now 59 units.,The operands are smaller than the sum of operands.,"{'question_text': ""What could have been the volume of liquid in Ivan's barrel?"", 'options': [{'A': 32}, {'B': 116}, {'C': 96}, {'D': 63}], 'value_answer': [32], 'option_answer': ['A'], 'other': {'given_value': 59, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could have been the volume of liquid in Ivan's barrel?,"[{'A': 32}, {'B': 116}, {'C': 96}, {'D': 63}]",[32],['A'],Kevin,"A

A"
1293,non_numericalSG,brain,"Jason is in a medical school and studies different parts of brain, he learns about that part which takes the major volume of the brain.","Among all the parts of brain, cerebrum is the largest part of the brain","{'question_text': 'What could be the part?', 'options': [{'A': 'Cerebellum'}, {'B': 'Cerebrum'}, {'C': 'Brainstem'}, {'D': 'None'}], 'value_answer': ['Cerebrum'], 'option_answer': ['B'], 'other': {}}",What could be the part?,"[{'A': 'Cerebellum'}, {'B': 'Cerebrum'}, {'C': 'Brainstem'}, {'D': 'None'}]",['Cerebrum'],['B'],Sidharth,B
230,attribute_comparison,sibling_relationship,Brandon's elder brother recenetly turned 26 years old this year.,Elder sibling is older than younger sibling.,"{'question_text': 'What could be the age of Brandon this year?', 'options': [{'A': 28}, {'B': 30}, {'C': 26}, {'D': 21}, {'E': 'None'}], 'value_answer': [26, 21], 'option_answer': ['C', 'D'], 'other': {'given_value': 26, 'more_is_correct_flag': False, 'equal_is_correct_flag': True}}",What could be the age of Brandon this year?,"[{'A': 28}, {'B': 30}, {'C': 26}, {'D': 21}, {'E': 'None'}]","[26, 21]","['C', 'D']",Kevin,B
870,change_with_action,adding_components,Jacob's electricity consumption was 161 units for last month. This month Jacob has installed 2 air conditioners.,Adding components increases the electricity bill,"{'question_text': ""What could be Jacob's electricity consumption this month?"", 'options': [{'A': 190}, {'B': 200}, {'C': 140}, {'D': 160}, {'E': 'None'}], 'value_answer': [190, 200], 'option_answer': ['A', 'B'], 'other': {'given_value': 161, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be Jacob's electricity consumption this month?,"[{'A': 190}, {'B': 200}, {'C': 140}, {'D': 160}, {'E': 'None'}]","[190, 200]","['A', 'B']",Neeraj,"A, B, and D"
1464,non_numerical,clouds_and_matter,Hayden kept a bucket of water out of the house and the water in the bucket decreased due to evaporation.,The water that makes up clouds is in liquid or ice form.,"{'question_text': 'What could have happened to the evaporated water?', 'options': [{'A': 'Form into clouds'}, {'B': 'Form into cool drinks'}, {'C': 'Form into juice'}, {'D': 'Form into ice-cream'}], 'value_answer': ['Form into clouds'], 'option_answer': ['A'], 'other': {}}",What could have happened to the evaporated water?,"[{'A': 'Form into clouds'}, {'B': 'Form into cool drinks'}, {'C': 'Form into juice'}, {'D': 'Form into ice-cream'}]",['Form into clouds'],['A'],Sivapriya,A
304,attribute_comparison,frequency and wavelength,There are two waves moving with same velocities and Abraham has to find the relationship between their frequency and wavelength. Wavelength of the wave with higher frequency is 81710 units.,"Given two waves with same velocity, a wave with higher frequency will have lower wavelength.","{'question_text': 'What could be the wavelength of the wave with lower frequency?', 'options': [{'A': 82300}, {'B': 81000}, {'C': 80700}, {'D': 82600}], 'value_answer': [81000, 80700], 'option_answer': ['B', 'C'], 'other': {'given_value': 81710, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the wavelength of the wave with lower frequency?,"[{'A': 82300}, {'B': 81000}, {'C': 80700}, {'D': 82600}]","[81000, 80700]","['B', 'C']",Himanshu,B
564,attribute_comparison,flash_point_and_flammability,Edward was conducting a survey on the fire accident scene. He identified two liquids. Further analysis showed the flash point of the liquid with lower flammability is 27 units.,Liquids with lower flash points ignite easier.,"{'question_text': 'What could be the flash point of the other liquid?', 'options': [{'A': 28}, {'B': 31}, {'C': 23}, {'D': 25}], 'value_answer': [23, 25], 'option_answer': ['C', 'D'], 'other': {'given_value': 27, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the flash point of the other liquid?,"[{'A': 28}, {'B': 31}, {'C': 23}, {'D': 25}]","[23, 25]","['C', 'D']",Yamini,C
244,attribute_comparison,throwing_sport,Kayden was a winner in the recent shotput tournament. He threw the shotput ball 58 meters.,"In throwing sports, winner throws the object farthest.","{'question_text': 'How far could the third place player have thrown the object?', 'options': [{'A': 54}, {'B': 59}, {'C': 56}, {'D': 61}], 'value_answer': [54, 56], 'option_answer': ['A', 'C'], 'other': {'given_value': 58, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",How far could the third place player have thrown the object?,"[{'A': 54}, {'B': 59}, {'C': 56}, {'D': 61}]","[54, 56]","['A', 'C']",Kevin,C
