index,category,subcategory,premise,knowledge,question,question_text,options,value_answer,option_answer,author,GPT3Pred
1051,implicit_numerical_knowledge,days_in_week,Ivan played computer games for at least 4 hours daily for a week,There are 7 days in a week,"{'question_text': 'For how many hours Ivan could have played in the entire week?', 'options': [{'A': 27}, {'B': 8}, {'C': 17}, {'D': 35}, {'E': 'None'}], 'value_answer': [35], 'option_answer': ['D'], 'other': {'given_value': 28, 'more_is_correct_flag': True, 'equal_is_correct_flag': True}}",For how many hours Ivan could have played in the entire week?,"[{'A': 27}, {'B': 8}, {'C': 17}, {'D': 35}, {'E': 'None'}]",[35],['D'],Neeraj,D
1141,non_numerical,carnivore_herbivore,John was going on an expedition to a wildlife preserve forest. He saw a wild animal hunting and eating another animal.,"Animals like Lion, Tiger, Bear Eat other animals are called Carnivores. Animals like cow, buffalo, sheep, deer eat grass and are called herbivore. Carnivores eat herbivores. ","{'question_text': 'What could be the wild animal ?', 'options': [{'A': 'Lion'}, {'B': 'Tiger'}, {'C': 'Bear'}, {'D': 'Deer'}], 'value_answer': ['Lion', 'Tiger', 'Bear'], 'option_answer': ['A', 'B', 'C'], 'other': {}}",What could be the wild animal ?,"[{'A': 'Lion'}, {'B': 'Tiger'}, {'C': 'Bear'}, {'D': 'Deer'}]","['Lion', 'Tiger', 'Bear']","['A', 'B', 'C']",Himanshu,B
400,attribute_comparison,gravity_and_masses,Two asteroids have different masses and are at the same distance from Earth. Mass of the asteroid having less gravitational pull from Earth is 79 units.,Gravitational force is directly proportional to mass,"{'question_text': 'What could be the mass of the other asteroid ?', 'options': [{'A': 86}, {'B': 73}, {'C': 79}, {'D': 88}], 'value_answer': [86, 88], 'option_answer': ['A', 'D'], 'other': {'given_value': 79, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the mass of the other asteroid ?,"[{'A': 86}, {'B': 73}, {'C': 79}, {'D': 88}]","[86, 88]","['A', 'D']",Saurabh,"A

The correct answer is A."
64,attribute_comparison,distance,"Two girls study in same school. Then speed of walikng of both the girls is same. One of the girsl stays farther from the school, so she takes 17 minutes to travel from home to school",It takes more time to cover larger distance than shorter distance,"{'question_text': 'How many minutes can the other girl take to travel from home to school?', 'options': [{'A': 26}, {'B': 19}, {'C': 11}, {'D': 17}, {'E': 'None'}], 'value_answer': [11], 'option_answer': ['C'], 'other': {'given_value': 17, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",How many minutes can the other girl take to travel from home to school?,"[{'A': 26}, {'B': 19}, {'C': 11}, {'D': 17}, {'E': 'None'}]",[11],['C'],Neeraj,B
173,attribute_comparison,train_and_plane,Logan travelled to his aunt's place. He uses train to reach there. train covers the distance of 24 miles in some time.,Plane is a faster way of travelling than train,"{'question_text': 'How many miles the plane can cover in the same time?', 'options': [{'A': 13}, {'B': 32}, {'C': 19}, {'D': 26}], 'value_answer': [32, 26], 'option_answer': ['B', 'D'], 'other': {'given_value': 24, 'more_is_correct_flag': True, 'equal_is_correct_flag': True}}",How many miles the plane can cover in the same time?,"[{'A': 13}, {'B': 32}, {'C': 19}, {'D': 26}]","[32, 26]","['B', 'D']",Neeraj,B
202,attribute_comparison,schedule_and_time ,Jameson has to board a flight to Singapore at 11 o'clock and missed his flight from Los Angeles airport.,Passengers should arrive at the airport before the departure time.,"{'question_text': 'What could be the time when Jameson arrived at the airport?', 'options': [{'A': 8}, {'B': 10}, {'C': 12}, {'D': 13}], 'value_answer': [12, 13], 'option_answer': ['C', 'D'], 'other': {'given_value': 11, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the time when Jameson arrived at the airport?,"[{'A': 8}, {'B': 10}, {'C': 12}, {'D': 13}]","[12, 13]","['C', 'D']",Kevin,B
237,attribute_comparison,speed_and_time,Logan is travelling at the rate of 88 mph and reaches the destination in 2 hours. His friend started from the same place and reached an hour late.,Faster body takes lesser time to travel.,"{'question_text': ""What could have been the speed at which Logan's friend was travelling?"", 'options': [{'A': 90}, {'B': 91}, {'C': 84}, {'D': 89}], 'value_answer': [84], 'option_answer': ['C'], 'other': {'given_value': 88, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could have been the speed at which Logan's friend was travelling?,"[{'A': 90}, {'B': 91}, {'C': 84}, {'D': 89}]",[84],['C'],Kevin,"{'C': 84}

Since Logan's friend started from the same place and reached an hour late, this means that Logan's friend was travelling at a slower speed than Logan. Therefore, the speed at which Logan's friend was travelling could have been 84 mph."
1100,implicit_numerical_knowledge,thumb_in_hand,"In a meeting, all the attendees scanned the thumb of both their hands. There were less than 34 scans done.",A human usually has two hands each having one thumb,"{'question_text': 'How many people could have attended the meeting?', 'options': [{'A': 16}, {'B': 19}, {'C': 20}, {'D': 14}, {'E': 'None'}], 'value_answer': [16, 14], 'option_answer': ['A', 'D'], 'other': {'given_value': 17, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",How many people could have attended the meeting?,"[{'A': 16}, {'B': 19}, {'C': 20}, {'D': 14}, {'E': 'None'}]","[16, 14]","['A', 'D']",Neeraj,"A, B, C, D"
205,attribute_comparison,geometry_rectangles,"When Brandon visited New York, he wanted to visit the rectangular park owned by his friend.The park was sophisticated and was 104 meters wide.",Length is always greater than width in a rectangle.,"{'question_text': 'What could be the length of the park visited by Brandon?', 'options': [{'A': 108}, {'B': 99}, {'C': 101}, {'D': 98}, {'E': 'None'}], 'value_answer': [108], 'option_answer': ['A'], 'other': {'given_value': 104, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the length of the park visited by Brandon?,"[{'A': 108}, {'B': 99}, {'C': 101}, {'D': 98}, {'E': 'None'}]",[108],['A'],Kevin,C
203,attribute_comparison,schedule_and_time ,Jason has a business trip to New Delhi at 9 o'clock. He could not board the flight from Mumbai airport as he missed the flight.,Passengers should arrive at the airport before the departure time.,"{'question_text': 'What could be the time when Jason arrived at the airport?', 'options': [{'A': 8}, {'B': 9}, {'C': 6}, {'D': 7}, {'E': 'None'}], 'value_answer': ['None'], 'option_answer': ['E'], 'other': {'given_value': 9, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the time when Jason arrived at the airport?,"[{'A': 8}, {'B': 9}, {'C': 6}, {'D': 7}, {'E': 'None'}]",['None'],['E'],Kevin,B
26,attribute_comparison,at_least,Lucas is hosting a birthday party in which 20 people are expected to come. Lucas wants to buy at least 1 chocolate for each person.,If each member contributes at least 1 then total would be more than the number of contributors,"{'question_text': 'What could be the total number of chocolates Lucas can buy?', 'options': [{'A': 21}, {'B': 27}, {'C': 23}, {'D': 25}], 'value_answer': [21, 27, 23, 25], 'option_answer': ['A', 'B', 'C', 'D'], 'other': {'given_value': 20, 'more_is_correct_flag': True, 'equal_is_correct_flag': True}}",What could be the total number of chocolates Lucas can buy?,"[{'A': 21}, {'B': 27}, {'C': 23}, {'D': 25}]","[21, 27, 23, 25]","['A', 'B', 'C', 'D']",Neeraj,"C

Lucas can buy 23 chocolates."
89,attribute_comparison,cover,Andrew has to cover marble of area 48 units. He wants to cover the marbel with cloth in order to protect it from rain.,Cloth needs to be of larger area than the object it needs to cover,"{'question_text': 'What could be the area of the cloth that can completely cover the marble?', 'options': [{'A': 46}, {'B': 51}, {'C': 44}, {'D': 48}], 'value_answer': [51, 48], 'option_answer': ['B', 'D'], 'other': {'given_value': 48, 'more_is_correct_flag': True, 'equal_is_correct_flag': True}}",What could be the area of the cloth that can completely cover the marble?,"[{'A': 46}, {'B': 51}, {'C': 44}, {'D': 48}]","[51, 48]","['B', 'D']",Neeraj,D
1274,non_numerical,reptile_and_habitat,"In a zoo, Thomas was saw an animal that can live in land and water.",Reptiles can live in land and water.,"{'question_text': 'What could be the species?', 'options': [{'A': 'reptile'}, {'B': 'crow'}, {'C': 'elephant'}, {'D': 'cockroach'}], 'value_answer': ['reptile'], 'option_answer': ['A'], 'other': {}}",What could be the species?,"[{'A': 'reptile'}, {'B': 'crow'}, {'C': 'elephant'}, {'D': 'cockroach'}]",['reptile'],['A'],Yamini,"A, C"
968,implicit_numerical_knowledge,alphabet,A baby is learning to write. He takes at least 8 minutes to master writing a letter.,English alphabet has 26 letters,"{'question_text': 'In how many minutes can the baby master all the letters?', 'options': [{'A': 208}, {'B': 213}, {'C': 217}, {'D': 211}, {'E': 'None'}], 'value_answer': [208, 213, 217, 211], 'option_answer': ['A', 'B', 'C', 'D'], 'other': {'given_value': 208, 'more_is_correct_flag': True, 'equal_is_correct_flag': True}}",In how many minutes can the baby master all the letters?,"[{'A': 208}, {'B': 213}, {'C': 217}, {'D': 211}, {'E': 'None'}]","[208, 213, 217, 211]","['A', 'B', 'C', 'D']",Neeraj,"C, D"
1546,non_numerical,pentagon_diagonal,Jordan in his class was asked a question about the name of figure which has a total of five diagonals.,A pentagon has five diagonals,"{'question_text': 'What could be the figure?', 'options': [{'A': 'Circle'}, {'B': 'Square'}, {'C': 'Triangle'}, {'D': 'Pentagon'}], 'value_answer': ['Pentagon'], 'option_answer': ['D'], 'other': {}}",What could be the figure?,"[{'A': 'Circle'}, {'B': 'Square'}, {'C': 'Triangle'}, {'D': 'Pentagon'}]",['Pentagon'],['D'],Sidharth,D
967,implicit_numerical_knowledge,alphabet,Tyler is preparing for CAT and plans to spend no more than 4 hours reading words for each letter.,English alphabet has 26 letters,"{'question_text': 'In how many hours can Tyler finish his preparation if he sticks to his plan?', 'options': [{'A': 103}, {'B': 109}, {'C': 108}, {'D': 99}, {'E': 'None'}], 'value_answer': [103, 99], 'option_answer': ['A', 'D'], 'other': {'given_value': 104, 'more_is_correct_flag': False, 'equal_is_correct_flag': True}}",In how many hours can Tyler finish his preparation if he sticks to his plan?,"[{'A': 103}, {'B': 109}, {'C': 108}, {'D': 99}, {'E': 'None'}]","[103, 99]","['A', 'D']",Neeraj,B
643,attribute_comparison,viscosity_and_temperature,Manufacturing equipment requires appropriate lubrication to run smoothly. Logan is a new joinee and is asked to make a report on two liquids to understand their viscocity with change in temperature. The viscosity of the liquid with lower temperature is 49 units.,The viscosity of liquids decreases rapidly with an increase in temperature.,"{'question_text': 'What could be the viscosity of the other liquid?', 'options': [{'A': 46}, {'B': 50}, {'C': 44}, {'D': 49}], 'value_answer': [46, 44], 'option_answer': ['A', 'C'], 'other': {'given_value': 49, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the viscosity of the other liquid?,"[{'A': 46}, {'B': 50}, {'C': 44}, {'D': 49}]","[46, 44]","['A', 'C']",Yamini,The correct option is B.
729,attribute_comparison,vol_cube,Nolan wanted to make some some ice for his soft drink. He fills water in two trays which he had. 189 ml of water was filled in smaller ice tray.,Volume of large cuboid is greater than volume of small cuboid.,"{'question_text': 'What could be the volume of water that could be needed to fill the smaller tray?', 'options': [{'A': 195}, {'B': 184}, {'C': 179}, {'D': 182}, {'E': 'None'}], 'value_answer': [195], 'option_answer': ['A'], 'other': {'given_value': 189, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the volume of water that could be needed to fill the smaller tray?,"[{'A': 195}, {'B': 184}, {'C': 179}, {'D': 182}, {'E': 'None'}]",[195],['A'],Sidharth,B
155,attribute_comparison,school,"In the capital city, there are a total of 54 schools.",Number of government run schools can not be more than the total number of schools.,"{'question_text': 'What could be the number of government run schools in the city?', 'options': [{'A': 46}, {'B': 57}, {'C': 45}, {'D': 54}], 'value_answer': [46, 45, 54], 'option_answer': ['A', 'C', 'D'], 'other': {'given_value': 54, 'more_is_correct_flag': False, 'equal_is_correct_flag': True}}",What could be the number of government run schools in the city?,"[{'A': 46}, {'B': 57}, {'C': 45}, {'D': 54}]","[46, 45, 54]","['A', 'C', 'D']",Neeraj,"A

There could be a total of 46 government run schools in the city."
1383,non_numerical,cook,A restaurant recently hired few cooks for preparing an item.,A cook is a person who prepares food in the restaurant.,"{'question_text': 'What item could have been prepared by the cook?', 'options': [{'A': 'pasta'}, {'B': 'noodles'}, {'C': 'pot'}, {'D': 'lock'}], 'value_answer': ['pasta', 'noodles'], 'option_answer': ['A', 'B'], 'other': {}}",What item could have been prepared by the cook?,"[{'A': 'pasta'}, {'B': 'noodles'}, {'C': 'pot'}, {'D': 'lock'}]","['pasta', 'noodles']","['A', 'B']",Saurabh,A
1449,non_numerical,vegetables_soil,"George is teaching his son how to collect the vegetables. His son picked some vegetables from the farm, which were grown above the soil.","Vegetables like cabbage, cauliflower and broccoli grow above soil whereas carrot, onion and potatoes grow under soil.","{'question_text': 'What could be the vegetable?', 'options': [{'A': 'cabbage'}, {'B': 'carrot'}, {'C': 'cauliflower'}, {'D': 'apple'}], 'value_answer': ['cabbage', 'cauliflower'], 'option_answer': ['A', 'C'], 'other': {}}",What could be the vegetable?,"[{'A': 'cabbage'}, {'B': 'carrot'}, {'C': 'cauliflower'}, {'D': 'apple'}]","['cabbage', 'cauliflower']","['A', 'C']",Saurabh,"{'A': 'cabbage'}, {'B': 'carrot'}"
1302,non_numerical_sg,cobbler,"Charles went to a club, where his shoe got torn. Then he had to go to get his shoe fixed",Job of cobbler is to fix the shoes,"{'question_text': 'Whose shop he could go to fix the problem?', 'options': [{'A': 'Cobbler'}, {'B': 'Tailor'}, {'C': 'Mechanic'}, {'D': 'Driver'}], 'value_answer': ['Cobbler'], 'option_answer': ['A'], 'other': {}}",Whose shop he could go to fix the problem?,"[{'A': 'Cobbler'}, {'B': 'Tailor'}, {'C': 'Mechanic'}, {'D': 'Driver'}]",['Cobbler'],['A'],Sidharth,A
1153,non_numerical,dragonflies_wings,Jesse was an entomologist and was moving through a rainforest for a study. He saw an insect with 4 wings fluttering nearby.,Dragonflies have 4 wings.,"{'question_text': 'What could be the electronic appliance?', 'options': [{'A': 'dog'}, {'B': 'peacock'}, {'C': 'hen'}, {'D': 'dragonfly'}], 'value_answer': ['dragonfly'], 'option_answer': ['D'], 'other': {}}",What could be the electronic appliance?,"[{'A': 'dog'}, {'B': 'peacock'}, {'C': 'hen'}, {'D': 'dragonfly'}]",['dragonfly'],['D'],Himanshu,D
601,attribute_comparison,pressure_and_volume,Jayden is trying to understand the ideal gas laws between two gases to use it in the working of air bags. The pressure of the gas with higher volume is 60 units.,The volume of an ideal gas is inversely proportional to the pressure of the gas.,"{'question_text': 'What could be the pressure of the other gas?', 'options': [{'A': 57}, {'B': 64}, {'C': 59}, {'D': 60}], 'value_answer': [64], 'option_answer': ['B'], 'other': {'given_value': 60, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the pressure of the other gas?,"[{'A': 57}, {'B': 64}, {'C': 59}, {'D': 60}]",[64],['B'],Yamini,"[{'C': 59}]

The pressure of the other gas could be 59 units."
1007,implicit_numerical_knowledge,cards,Kevin bought 2 decks of cards and started tearing all the black face cards.,"In a deck of cards, there are 6 black face cards and 6 red face cards","{'question_text': 'How many cards could Kevin tear?', 'options': [{'A': 31}, {'B': 12}, {'C': 27}, {'D': 21}, {'E': 'None'}], 'value_answer': [12], 'option_answer': ['B'], 'other': {'given_value': 12, 'more_is_correct_flag': False, 'equal_is_correct_flag': True}}",How many cards could Kevin tear?,"[{'A': 31}, {'B': 12}, {'C': 27}, {'D': 21}, {'E': 'None'}]",[12],['B'],Neeraj,C
1505,non_numerical,regular_polygon,The instructor asked Jesse to draw regular polygons.,"A polygon like square, a pentagon is regular when all angles are equal, and all sides are equal.","{'question_text': 'What could be the polygons?', 'options': [{'A': 'equilateral triangle'}, {'B': 'pentagon'}, {'C': 'square'}, {'D': 'rectangle'}], 'value_answer': ['equilateral triangle', 'pentagon', 'square'], 'option_answer': ['A', 'B', 'C'], 'other': {}}",What could be the polygons?,"[{'A': 'equilateral triangle'}, {'B': 'pentagon'}, {'C': 'square'}, {'D': 'rectangle'}]","['equilateral triangle', 'pentagon', 'square']","['A', 'B', 'C']",Sivapriya,"A, B"
787,attribute_comparison,height_and_oxygen,Adam is climbing a mountain where his saturation of oxyhemogobin at the base is 80 units. Adam is facing some breathing issues when he went to the top.,The effects of high altitude on humans decreases the saturation of oxyhemoglobin. ,"{'question_text': 'What could be the value of saturation of oxyhemoglobin?', 'options': [{'A': 81}, {'B': 82}, {'C': 75}, {'D': 83}], 'value_answer': [75], 'option_answer': ['C'], 'other': {'given_value': 80, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the value of saturation of oxyhemoglobin?,"[{'A': 81}, {'B': 82}, {'C': 75}, {'D': 83}]",[75],['C'],Sivapriya,C
860,change_with_time,age,"Today, while filling the application form Edward filled the age field with 16.",Age increases with time,"{'question_text': ""What could have been Edward's age last year ?"", 'options': [{'A': 11}, {'B': 17}, {'C': 14}, {'D': 15}], 'value_answer': [11, 14, 15], 'option_answer': ['A', 'C', 'D'], 'other': {'given_value': 16, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could have been Edward's age last year ?,"[{'A': 11}, {'B': 17}, {'C': 14}, {'D': 15}]","[11, 14, 15]","['A', 'C', 'D']",Saurabh,"{'B': 17}

17"
1091,implicit_numerical_knowledge,square,"To protect the square garden of side length 8 units from invaders, Carlos fenced his garden with wires.",A square has four sides of equal length,"{'question_text': 'What length wire could be used to completely fence the garden?', 'options': [{'A': 31}, {'B': 33}, {'C': 35}, {'D': 29}], 'value_answer': [33, 35], 'option_answer': ['B', 'C'], 'other': {'given_value': 32, 'more_is_correct_flag': True, 'equal_is_correct_flag': True}}",What length wire could be used to completely fence the garden?,"[{'A': 31}, {'B': 33}, {'C': 35}, {'D': 29}]","[33, 35]","['B', 'C']",Neeraj,"B, C, D"
928,change_with_action,moving_components,A dock in New York has 34 crates and another dock in California has 42 crates.,Number of items that can be moved is less than or equal to the total number of items present,"{'question_text': 'How many crates can be moved the California dock?', 'options': [{'A': 42}, {'B': 44}, {'C': 46}, {'D': 39}], 'value_answer': [42, 39], 'option_answer': ['A', 'D'], 'other': {'given_value': 42, 'more_is_correct_flag': False, 'equal_is_correct_flag': True}}",How many crates can be moved the California dock?,"[{'A': 42}, {'B': 44}, {'C': 46}, {'D': 39}]","[42, 39]","['A', 'D']",Neeraj,B
1129,implicit_numerical_knowledge,circumference_and_radius,Jameson is a builder and has to cure 19 concrete cubes.,It takes 28 days to cure concrete cube.,"{'question_text': 'What could have been the number of days that Jameson could need to complete curing if at a time only one concrete cube can be cured?', 'options': [{'A': 529}, {'B': 536}, {'C': 535}, {'D': 527}, {'E': 'None'}], 'value_answer': [536, 535], 'option_answer': ['B', 'C'], 'other': {'given_value': 532, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could have been the number of days that Jameson could need to complete curing if at a time only one concrete cube can be cured?,"[{'A': 529}, {'B': 536}, {'C': 535}, {'D': 527}, {'E': 'None'}]","[536, 535]","['B', 'C']",Kevin,D
106,attribute_comparison,legal_age,The maximum age to play a lawn-tennis tournament is 13 years. George was not allowed to play this tournament due to age criteria.,One is allowed to join the tournament if they satisfy the age criteria,"{'question_text': 'What could be his age?', 'options': [{'A': 14}, {'B': 11}, {'C': 12}, {'D': 16}, {'E': 'None'}], 'value_answer': [14, 16], 'option_answer': ['A', 'D'], 'other': {'given_value': 13, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be his age?,"[{'A': 14}, {'B': 11}, {'C': 12}, {'D': 16}, {'E': 'None'}]","[14, 16]","['A', 'D']",Neeraj,C
912,change_with_action,hunting,There were 37 birds on a tree. Hunters fired at them and killed some of them.,Hunting reduces the number of birds,"{'question_text': 'How many birds could be remaining?', 'options': [{'A': 33}, {'B': 35}, {'C': 31}, {'D': 38}, {'E': 'None'}], 'value_answer': [33, 35, 31], 'option_answer': ['A', 'B', 'C'], 'other': {'given_value': 37, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",How many birds could be remaining?,"[{'A': 33}, {'B': 35}, {'C': 31}, {'D': 38}, {'E': 'None'}]","[33, 35, 31]","['A', 'B', 'C']",Neeraj,"A, B, C, D"
831,attribute_comparison,stress_and_force,Kayden has two same bottles where the stress applied to the first bottle is more than on the second bottle. The force exerted on the first bottle is 27 units.,Stress is directly proportional to the force applied on an object.,"{'question_text': 'What could be the force exerted  on the other bottle?', 'options': [{'A': 25}, {'B': 31}, {'C': 26}, {'D': 23}, {'E': 'None'}], 'value_answer': [25, 26, 23], 'option_answer': ['A', 'C', 'D'], 'other': {'given_value': 27, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the force exerted  on the other bottle?,"[{'A': 25}, {'B': 31}, {'C': 26}, {'D': 23}, {'E': 'None'}]","[25, 26, 23]","['A', 'C', 'D']",Sivapriya,"The force exerted on the other bottle could be 25, 26, or 23 units."
69,attribute_comparison,distance,Nathan recently shifted farther from his school. It used to take him 15 minutes to travel from his previous home to shcool.,It takes more time to cover larger distance than shorter distance,"{'question_text': 'How many minutes it could take Nathan to travel from home to school?', 'options': [{'A': 12}, {'B': 23}, {'C': 7}, {'D': 19}, {'E': 'None'}], 'value_answer': [23, 19], 'option_answer': ['B', 'D'], 'other': {'given_value': 15, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",How many minutes it could take Nathan to travel from home to school?,"[{'A': 12}, {'B': 23}, {'C': 7}, {'D': 19}, {'E': 'None'}]","[23, 19]","['B', 'D']",Neeraj,C
230,attribute_comparison,sibling_relationship,Brandon's elder brother recenetly turned 26 years old this year.,Elder sibling is older than younger sibling.,"{'question_text': 'What could be the age of Brandon this year?', 'options': [{'A': 28}, {'B': 30}, {'C': 26}, {'D': 21}, {'E': 'None'}], 'value_answer': [26, 21], 'option_answer': ['C', 'D'], 'other': {'given_value': 26, 'more_is_correct_flag': False, 'equal_is_correct_flag': True}}",What could be the age of Brandon this year?,"[{'A': 28}, {'B': 30}, {'C': 26}, {'D': 21}, {'E': 'None'}]","[26, 21]","['C', 'D']",Kevin,C
42,attribute_comparison,direct_comparison,Daniel and his Nancy's both drew a cricle on a paper. Daniel's circle area was 20 sq units and his friend Nancy drew a cricle with larger radius around it.,bigger circle has larger area,"{'question_text': ""What could be the radius of Nancy's circle?"", 'options': [{'A': 25}, {'B': 23}, {'C': 13}, {'D': 19}, {'E': 'None'}], 'value_answer': [25, 23], 'option_answer': ['A', 'B'], 'other': {'given_value': 20, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the radius of Nancy's circle?,"[{'A': 25}, {'B': 23}, {'C': 13}, {'D': 19}, {'E': 'None'}]","[25, 23]","['A', 'B']",Neeraj,"D

The radius of Nancy's circle could be 19."
954,change_with_action,subtraction,There is number 62 and a positive value is subtracted from it.,Subtracting a positive number from a value results in a smaller value,"{'question_text': 'What could be the result?', 'options': [{'A': 57}, {'B': 67}, {'C': 51}, {'D': 43}, {'E': 'None'}], 'value_answer': [57, 51, 43], 'option_answer': ['A', 'C', 'D'], 'other': {'given_value': 62, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the result?,"[{'A': 57}, {'B': 67}, {'C': 51}, {'D': 43}, {'E': 'None'}]","[57, 51, 43]","['A', 'C', 'D']",Neeraj,"A, C, D"
1266,non_numerical,gas_balloon,Samuel's birthday is in two days and she wants balloons that rise up in her birthday party.,"A gas balloon is a balloon that rises and floats in the air because it is filled with a gas lighter than air like helium, hydrogen, and neon.","{'question_text': 'What could be the gas used in the gas balloons?', 'options': [{'A': 'helium'}, {'B': 'hydrogen'}, {'C': 'oxygen'}, {'D': 'neon'}], 'value_answer': ['helium', 'hydrogen', 'neon'], 'option_answer': ['A', 'B', 'D'], 'other': {}}",What could be the gas used in the gas balloons?,"[{'A': 'helium'}, {'B': 'hydrogen'}, {'C': 'oxygen'}, {'D': 'neon'}]","['helium', 'hydrogen', 'neon']","['A', 'B', 'D']",Yamini,A
1157,non_numerical,fish_and_cow,Jonah in a scuba diver and saw an animal moving under water towards him.,"Animals like fish, whale and sharks swim under water.","{'question_text': 'What could be the animal?', 'options': [{'A': 'cow'}, {'B': 'shark'}, {'C': 'whale'}, {'D': 'fish'}], 'value_answer': ['shark', 'whale', 'fish'], 'option_answer': ['B', 'C', 'D'], 'other': {}}",What could be the animal?,"[{'A': 'cow'}, {'B': 'shark'}, {'C': 'whale'}, {'D': 'fish'}]","['shark', 'whale', 'fish']","['B', 'C', 'D']",Himanshu,B
85,attribute_comparison,gift_wrapper,Oliver is buying a gift for a friend. The gift box has an area of 23 units Oliver wants to buy a wrapper for this box.,Gift wrapper needs to be of larger area than the object it needs to wrap,"{'question_text': 'What could be the area of the wrapper that can completely wrap the box?', 'options': [{'A': 16}, {'B': 20}, {'C': 17}, {'D': 15}, {'E': 'None'}], 'value_answer': ['None'], 'option_answer': ['E'], 'other': {'given_value': 23, 'more_is_correct_flag': True, 'equal_is_correct_flag': True}}",What could be the area of the wrapper that can completely wrap the box?,"[{'A': 16}, {'B': 20}, {'C': 17}, {'D': 15}, {'E': 'None'}]",['None'],['E'],Neeraj,B
1390,non_numerical,electric_eel,Leon was watching a show on television and learnt that there is a fish hunts its prey by giving them an electric shock.,Animal like electric eel can give an electric shock of roughly 400 volts that knock down a human body.,"{'question_text': 'What could be the fish?', 'options': [{'A': 'goldfish'}, {'B': 'octopus'}, {'C': 'electric eel'}, {'D': 'zebra'}], 'value_answer': ['electric eel'], 'option_answer': ['C'], 'other': {}}",What could be the fish?,"[{'A': 'goldfish'}, {'B': 'octopus'}, {'C': 'electric eel'}, {'D': 'zebra'}]",['electric eel'],['C'],Saurabh,C
398,attribute_comparison,gravity_and_masses,Two asteroids have different masses and are at the same distance from Earth. Gravitational pull from Earth to the heavier asteroid is 48 units.,Gravitational force is directly proportional to mass,"{'question_text': 'What could be the gravitational pull from Earth to the other asteroid?', 'options': [{'A': 41}, {'B': 43}, {'C': 42}, {'D': 57}], 'value_answer': [41, 43, 42], 'option_answer': ['A', 'B', 'C'], 'other': {'given_value': 48, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the gravitational pull from Earth to the other asteroid?,"[{'A': 41}, {'B': 43}, {'C': 42}, {'D': 57}]","[41, 43, 42]","['A', 'B', 'C']",Saurabh,C
844,attribute_comparison,water_boil_and_level,"Ryan boiled a glass of water to drink the hot water. The level of the water in the glass is 31 units. After boiling was done, she took the water into the glass.",Water will convert into water vapour on boiling.,"{'question_text': 'What could be the level of the water after boiling?', 'options': [{'A': 29}, {'B': 35}, {'C': 32}, {'D': 28}, {'E': 'None'}], 'value_answer': [29, 28], 'option_answer': ['A', 'D'], 'other': {'given_value': 31, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the level of the water after boiling?,"[{'A': 29}, {'B': 35}, {'C': 32}, {'D': 28}, {'E': 'None'}]","[29, 28]","['A', 'D']",Sivapriya,The level of the water after boiling could be 32 units.
1517,non_numerical,storage_device,"Jack wanted to release his laptop with all the memory used, so he planned to buy a storage device to transfer all the data.","A storage device like Pen drive, sd card refers to a computing hardware used to store information permanently or temporarily.","{'question_text': 'What could be the storage device?', 'options': [{'A': 'pen drive'}, {'B': 'sd card'}, {'C': 'hard drive disks'}, {'D': 'Joystick'}], 'value_answer': ['pen drive', 'sd card', 'hard drive disks'], 'option_answer': ['A', 'B', 'C'], 'other': {}}",What could be the storage device?,"[{'A': 'pen drive'}, {'B': 'sd card'}, {'C': 'hard drive disks'}, {'D': 'Joystick'}]","['pen drive', 'sd card', 'hard drive disks']","['A', 'B', 'C']",Sivapriya,"A, B, C"
