index,category,subcategory,premise,knowledge,question,question_text,options,value_answer,option_answer,author,GPT3Pred,TotalRes,Matches,GPT3Pred2List,ProbableFPLenth,FalsePositives
1596,implicit_numerical_knowledge,half,Lincoln borrowed a loan of 10 thousand dollars and spent more than half in just setting up new infrastructure.,Half means one by two,"{'question_text': 'How many years Lincoln could have spent in the technological company?', 'options': [{'A': 5}, {'B': 2}, {'C': 6}, {'D': 7}], 'value_answer': [6, 7], 'option_answer': ['C', 'D'], 'other': {'given_value': 5, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",How many years Lincoln could have spent in the technological company?,"[{'A': 5}, {'B': 2}, {'C': 6}, {'D': 7}]","['6', '7']","['C', 'D']",Neeraj,"[5, 2]",2,0,"['5', '2']",2,0
672,attribute_comparison,engine_power,Justin has a fire truck and a car. 727 horsepower is the power of the car.,Big vehicles require more powerful engines as compared to small vehicle.,"{'question_text': ""What can be the power of truck's engine?"", 'options': [{'A': 751}, {'B': 677}, {'C': 818}, {'D': 740}, {'E': 'None'}], 'value_answer': [751, 818, 740], 'option_answer': ['A', 'C', 'D'], 'other': {'given_value': 727, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What can be the power of truck's engine?,"[{'A': 751}, {'B': 677}, {'C': 818}, {'D': 740}, {'E': 'None'}]","['751', '818', '740']","['A', 'C', 'D']",Sidharth,"[751, 677, 818, 740]",3,3,"['751', '677', '818', '740']",4,1
1403,non_numerical,hot_cold_air,Kevin has organized a welcome party for his friend. He was filling a balloon with hot air and the other with cold air. He noticed that one of the balloons was floating at the top of the room.,Hot air is lighter than cold air.,"{'question_text': 'The balloon could be filled with?', 'options': [{'A': 'water'}, {'B': 'gasoline'}, {'C': 'cold air'}, {'D': 'hot air'}], 'value_answer': ['hot air'], 'option_answer': ['D'], 'other': {}}",The balloon could be filled with?,"[{'A': 'water'}, {'B': 'gasoline'}, {'C': 'cold air'}, {'D': 'hot air'}]","[""'hot air'""]",['D'],Saurabh,[{'D': 'hot air'}],1,1,"[""'D': 'hot air'""]",1,0
1281,non_numerical,water_float,Patrick is in a swimming pool and he threw an object into water which sunk.,"Objects like apples, wood, and sponges are less dense than water and they will float in water. Many hollow things like empty bottles, balls, and balloons will also float. That's because air is less dense than water.","{'question_text': 'What could be the object?', 'options': [{'A': 'balloon'}, {'B': 'apple'}, {'C': 'coin'}, {'D': 'marble'}], 'value_answer': ['coin', 'marble'], 'option_answer': ['C', 'D'], 'other': {}}",What could be the object?,"[{'A': 'balloon'}, {'B': 'apple'}, {'C': 'coin'}, {'D': 'marble'}]","[""'coin'"", ""'marble'""]","['C', 'D']",Yamini,"[{'A': 'balloon'}, {'B': 'apple'}]",2,0,"[""'A': 'balloon'"", ""'B': 'apple'""]",2,0
607,attribute_comparison,solubility_and_gas,"To understand the phenomenon of how dissolved oxygen in water is important to the survival of fish, Bennett is studying the solubility of gas at two different temperature. The solubility of gas at higher temperature is 49 units.",The solubility of the gas in a solvent is inversely proportional to temperature.,"{'question_text': 'What could be the solubility of the other gas?', 'options': [{'A': 46}, {'B': 47}, {'C': 48}, {'D': 49}, {'E': 'None'}], 'value_answer': ['None'], 'option_answer': ['E'], 'other': {'given_value': 49, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the solubility of the other gas?,"[{'A': 46}, {'B': 47}, {'C': 48}, {'D': 49}, {'E': 'None'}]","[""'None'""]",['E'],Yamini,"[46, 47, 48, 49]",1,0,"['46', '47', '48', '49']",4,3
1220,non_numerical,time_knowledge,The latest superhero moving was releasing on 28th February 2022. Ashton was a super fan of the superhero and wished to see the movie.,New movies can be watched after the release date.,"{'question_text': 'When could Ashton have arrived at the railway station?', 'options': [{'A': '28th February 2022'}, {'B': '1st January 2022'}, {'C': '2nd March 2022'}, {'D': '3rd February 2022'}], 'value_answer': ['28th February 2022', '2nd March 2022'], 'option_answer': ['A', 'C'], 'other': {}}",When could Ashton have arrived at the railway station?,"[{'A': '28th February 2022'}, {'B': '1st January 2022'}, {'C': '2nd March 2022'}, {'D': '3rd February 2022'}]","[""'28th February 2022'"", ""'2nd March 2022'""]","['A', 'C']",Kevin,"[28th February 2022, 1st January 2022, 2nd March 2022, 3rd February 2022]",2,0,"['28th February 2022', '1st January 2022', '2nd March 2022', '3rd February 2022']",4,2
705,attribute_comparison,pendulum,There are two pendulum clocks in a room with different pendulum lengths. The time period of clock with smaller pendulum is 6 seconds.,Time period of simple pendulum is directly proportional to it's length.,"{'question_text': 'What could be the time period of the larger pendulum clock?', 'options': [{'A': 6}, {'B': 4}, {'C': 8}, {'D': 3}], 'value_answer': [8], 'option_answer': ['C'], 'other': {'given_value': 6, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the time period of the larger pendulum clock?,"[{'A': 6}, {'B': 4}, {'C': 8}, {'D': 3}]",['8'],['C'],Sidharth,[8],1,1,['8'],1,0
333,attribute_comparison,ball_speed_height,"There are two identical balls, each has been dropped from a certain height. A ball which is dropped from lower height has a speed 52 meter/second near the ground.",Speed of the ball near the ground is directly proportional to the height from which the ball is dropped.,"{'question_text': 'What could be the speed of the other ball?', 'options': [{'A': 55}, {'B': 54}, {'C': 49}, {'D': 56}, {'E': 'None'}], 'value_answer': [55, 54, 56], 'option_answer': ['A', 'B', 'D'], 'other': {'given_value': 52, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the speed of the other ball?,"[{'A': 55}, {'B': 54}, {'C': 49}, {'D': 56}, {'E': 'None'}]","['55', '54', '56']","['A', 'B', 'D']",Saurabh,"[55, 54]",3,2,"['55', '54']",2,-1
1039,implicit_numerical_knowledge,days_in_month,Alan played computer games for at least 4 hours daily in the month of January.,There are 31 days in January,"{'question_text': 'For how many hours Alan could have played in the entire month of January?', 'options': [{'A': 117}, {'B': 108}, {'C': 119}, {'D': 121}, {'E': 'None'}], 'value_answer': ['None'], 'option_answer': ['E'], 'other': {'given_value': 124, 'more_is_correct_flag': True, 'equal_is_correct_flag': True}}",For how many hours Alan could have played in the entire month of January?,"[{'A': 117}, {'B': 108}, {'C': 119}, {'D': 121}, {'E': 'None'}]","[""'None'""]",['E'],Neeraj,"[119, 121]",1,0,"['119', '121']",2,1
1120,implicit_numerical_knowledge,circumference_and_radius,"Jace has his final exams today. In the maths paper, it was told the radius of a circle is 26 units.",Circumference of a circle is 44/7 times the radius of the circle.,"{'question_text': ""What could have been the circumference of the circle that was mentioned in Jace's test?"", 'options': [{'A': 166}, {'B': 163}, {'C': 158}, {'D': 167}, {'E': 'None'}], 'value_answer': [166, 167], 'option_answer': ['A', 'D'], 'other': {'given_value': 163, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could have been the circumference of the circle that was mentioned in Jace's test?,"[{'A': 166}, {'B': 163}, {'C': 158}, {'D': 167}, {'E': 'None'}]","['166', '167']","['A', 'D']",Kevin,"[166, 163, 158, 167]",2,2,"['166', '163', '158', '167']",4,2
930,change_with_action,moving_components,A dock in California had 35 crates and a few crates have been transferred to the dock in New York.,When a few items are moved away the number of items that remain is less than the total number of items initially present,"{'question_text': 'How many crates could be remaining at the California dock now?', 'options': [{'A': 37}, {'B': 31}, {'C': 35}, {'D': 32}, {'E': 'None'}], 'value_answer': [31, 32], 'option_answer': ['B', 'D'], 'other': {'given_value': 35, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",How many crates could be remaining at the California dock now?,"[{'A': 37}, {'B': 31}, {'C': 35}, {'D': 32}, {'E': 'None'}]","['31', '32']","['B', 'D']",Neeraj,"[31, 32]",2,2,"['31', '32']",2,0
103,attribute_comparison,hotel_capacity,The hotel Grand can accommodate 191 customers at once.,Occupants can not exceed the capcity of a hotel,"{'question_text': 'How many customers could be residing in the hotel on Monday?', 'options': [{'A': 209}, {'B': 154}, {'C': 207}, {'D': 171}, {'E': 'None'}], 'value_answer': [154, 171], 'option_answer': ['B', 'D'], 'other': {'given_value': 191, 'more_is_correct_flag': False, 'equal_is_correct_flag': True}}",How many customers could be residing in the hotel on Monday?,"[{'A': 209}, {'B': 154}, {'C': 207}, {'D': 171}, {'E': 'None'}]","['154', '171']","['B', 'D']",Neeraj,"[209, 154, 207, 171]",2,2,"['209', '154', '207', '171']",4,2
1248,non_numerical,cell_and_waves,There is a cell phone company named after Ian. They have started a new communications lab for research and development where they made a prototype of cell phone communication with cell towers using certain waves.,"Cell phones use radio waves to communicate with cell towers, and these waves have wavelengths of approximately 10-1000 m. Cell phone encodes the sounds of the caller's voice in microwaves by changing the frequency of the waves.","{'question_text': 'What could be the type of the waves?', 'options': [{'A': 'radio waves'}, {'B': 'sound waves'}, {'C': 'light waves'}], 'value_answer': ['radio waves'], 'option_answer': ['A'], 'other': {}}",What could be the type of the waves?,"[{'A': 'radio waves'}, {'B': 'sound waves'}, {'C': 'light waves'}]","[""'radio waves'""]",['A'],Yamini,[radio waves],1,0,['radio waves'],1,0
1378,non_numerical,birds_fly2,Leonardo visited Antarctica and saw a bird that couldn't fly and was walking on the ice.,"Birds like penguin can't fly and live in colder regions whereas crow, parrots, and kingfisher can fly.","{'question_text': 'What could be the bird?', 'options': [{'A': 'cheetah'}, {'B': 'crow'}, {'C': 'woodpecker'}, {'D': 'penguin'}], 'value_answer': ['penguin'], 'option_answer': ['D'], 'other': {}}",What could be the bird?,"[{'A': 'cheetah'}, {'B': 'crow'}, {'C': 'woodpecker'}, {'D': 'penguin'}]","[""'penguin'""]",['D'],Saurabh,['penguin'],1,1,"[""'penguin'""]",1,0
115,attribute_comparison,length_and_resistance,Matthew's experiment is to observe the relationship between resistance and length using two similar wires of different lengths. The resistance of the wire with higher length is 26 units.,Resistance is directly proportional to the length of the metalic wire,"{'question_text': 'What could be the resistance of the other wire?', 'options': [{'A': 22}, {'B': 30}, {'C': 24}, {'D': 26}], 'value_answer': [22, 24], 'option_answer': ['A', 'C'], 'other': {'given_value': 26, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the resistance of the other wire?,"[{'A': 22}, {'B': 30}, {'C': 24}, {'D': 26}]","['22', '24']","['A', 'C']",Neeraj,"[22, 30, 24, 26]",2,2,"['22', '30', '24', '26']",4,2
67,attribute_comparison,distance,"Judah recently bought a new house, because his other house was far from his school, so he bought a house which was closer to his school. From his previous house he used to take 20 minutes to travel to his school",It takes more time to cover larger distance than shorter distance,"{'question_text': 'How many minutes it could take Judah to travel from home to school?', 'options': [{'A': 12}, {'B': 10}, {'C': 13}, {'D': 16}], 'value_answer': [12, 10, 13, 16], 'option_answer': ['A', 'B', 'C', 'D'], 'other': {'given_value': 20, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",How many minutes it could take Judah to travel from home to school?,"[{'A': 12}, {'B': 10}, {'C': 13}, {'D': 16}]","['12', '10', '13', '16']","['A', 'B', 'C', 'D']",Neeraj,"[10, 12, 13]",4,3,"['10', '12', '13']",3,-1
919,change_with_action,marks,"In Carson's class, the highest marks are 74.",Highest marks are the maximum marks among all students,"{'question_text': 'How many marks Carson could have scored?', 'options': [{'A': 73}, {'B': 60}, {'C': 88}, {'D': 90}], 'value_answer': [73, 60], 'option_answer': ['A', 'B'], 'other': {'given_value': 74, 'more_is_correct_flag': False, 'equal_is_correct_flag': True}}",How many marks Carson could have scored?,"[{'A': 73}, {'B': 60}, {'C': 88}, {'D': 90}]","['73', '60']","['A', 'B']",Neeraj,"[73, 60, 88, 90]",2,2,"['73', '60', '88', '90']",4,2
1346,non_numerical_sg,shortest_month,Cole's birthday comes in the current month. It is the shortest month out of all the twelve months.,February is the shortest month of the year.,"{'question_text': 'Which could be the current month?', 'options': [{'A': 'January'}, {'B': 'February'}, {'C': 'December'}, {'D': 'November'}], 'value_answer': ['February'], 'option_answer': ['B'], 'other': {}}",Which could be the current month?,"[{'A': 'January'}, {'B': 'February'}, {'C': 'December'}, {'D': 'November'}]","[""'February'""]",['B'],Sidharth,"['January', 'February']",1,1,"[""'January'"", ""'February'""]",2,1
1607,implicit_numerical_knowledge,quadruple,Charles has 9 burgers and bought french fries more than quadruple of this amount.,Quadruple means four times,"{'question_text': 'How many french fries Charles could have bought ?', 'options': [{'A': 36}, {'B': 35}, {'C': 40}, {'D': 32}, {'E': 'None'}], 'value_answer': [40], 'option_answer': ['C'], 'other': {'given_value': 36, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",How many french fries Charles could have bought ?,"[{'A': 36}, {'B': 35}, {'C': 40}, {'D': 32}, {'E': 'None'}]",['40'],['C'],Saurabh,"[36, 35]",1,0,"['36', '35']",2,1
340,attribute_comparison,ball_time_height,Andrew and his brother were observing how time taken is related to the height from which it is dropped. They dropped the balls from different height. A ball that took less time to reach the ground is dropped from a 67 meters.,Time taken by the ball to hit the ground is directly proportional to the height from which the ball is dropped.,"{'question_text': 'What could be the height from which the other ball could have been dropped?', 'options': [{'A': 63}, {'B': 64}, {'C': 68}, {'D': 67}, {'E': 'None'}], 'value_answer': [68], 'option_answer': ['C'], 'other': {'given_value': 67, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the height from which the other ball could have been dropped?,"[{'A': 63}, {'B': 64}, {'C': 68}, {'D': 67}, {'E': 'None'}]",['68'],['C'],Saurabh,"[63, 64, 68, 67]",1,1,"['63', '64', '68', '67']",4,3
667,attribute_comparison,battery_time,Joshua is testing screen time of two mobiles. The mobile with higher on screen time has a battery of 4911 mAh.,Mobile on screen time is directly proportional to it's battery capacity.,"{'question_text': 'What could be the battery capacity of other device?', 'options': [{'A': 4887}, {'B': 4714}, {'C': 5413}, {'D': 4050}, {'E': 'None'}], 'value_answer': [4887, 4714, 4050], 'option_answer': ['A', 'B', 'D'], 'other': {'given_value': 4911, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the battery capacity of other device?,"[{'A': 4887}, {'B': 4714}, {'C': 5413}, {'D': 4050}, {'E': 'None'}]","['4887', '4714', '4050']","['A', 'B', 'D']",Sidharth,"[4887, 4714]",3,2,"['4887', '4714']",2,-1
118,attribute_comparison,length_and_resistance,Alex's experiment is to observe the relationship between resistance and length using two similar wires of different lengths. The resistance of the wire with lower length is 20 units.,Resistance is directly proportional to the length of the metalic wire,"{'question_text': 'What could be the resistance of the other wire?', 'options': [{'A': 17}, {'B': 16}, {'C': 21}, {'D': 15}, {'E': 'None'}], 'value_answer': [21], 'option_answer': ['C'], 'other': {'given_value': 20, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the resistance of the other wire?,"[{'A': 17}, {'B': 16}, {'C': 21}, {'D': 15}, {'E': 'None'}]",['21'],['C'],Neeraj,"[17, 16]",1,0,"['17', '16']",2,1
243,attribute_comparison,lifting_sport,This year's state heavy weight championship witnessed Ashton emerging as the runner up who lifted 160 kgs.,"In lifting sports, the winner lifts the heaviest object among the competitors.","{'question_text': 'What could have been the weight lifted by the winner?', 'options': [{'A': 158}, {'B': 163}, {'C': 161}, {'D': 155}, {'E': 'None'}], 'value_answer': [163, 161], 'option_answer': ['B', 'C'], 'other': {'given_value': 160, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could have been the weight lifted by the winner?,"[{'A': 158}, {'B': 163}, {'C': 161}, {'D': 155}, {'E': 'None'}]","['163', '161']","['B', 'C']",Kevin,"[163, 161]",2,2,"['163', '161']",2,0
1601,implicit_numerical_knowledge,percent,Joshua spent 28 years in a finance company and then spent more than 50% this time in a technology company.,50% percent means half,"{'question_text': 'How many thousand dollars could be left with Joshua after spending on infrastructure?', 'options': [{'A': 17}, {'B': 11}, {'C': 16}, {'D': 14}, {'E': 'None'}], 'value_answer': [11], 'option_answer': ['B'], 'other': {'given_value': 14, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",How many thousand dollars could be left with Joshua after spending on infrastructure?,"[{'A': 17}, {'B': 11}, {'C': 16}, {'D': 14}, {'E': 'None'}]",['11'],['B'],Neeraj,"[17, 11]",1,1,"['17', '11']",2,1
868,change_with_action,adding_components,Ian has a bag with weight of 21 units. Ian adds a ball to this bag.,Adding components increases the weight of the whole,"{'question_text': 'What could be the weight of the bag now?', 'options': [{'A': 18}, {'B': 16}, {'C': 24}, {'D': 21}, {'E': 'None'}], 'value_answer': [24], 'option_answer': ['C'], 'other': {'given_value': 21, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the weight of the bag now?,"[{'A': 18}, {'B': 16}, {'C': 24}, {'D': 21}, {'E': 'None'}]",['24'],['C'],Neeraj,"[18, 16, 24, 21]",1,1,"['18', '16', '24', '21']",4,3
81,attribute_comparison,force_opposite_direction,"Aaron pushes a cart with speed of 11, then after sometime his friend starts helping him, and applies the force in opposite direction as Aaron is applying.",If force is applied in the opposite direction it decreases the speed of cart,"{'question_text': 'What could be the speed of the cart now?', 'options': [{'A': 7}, {'B': 9}, {'C': 14}, {'D': 6}, {'E': 'None'}], 'value_answer': [7, 9, 6], 'option_answer': ['A', 'B', 'D'], 'other': {'given_value': 11, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the speed of the cart now?,"[{'A': 7}, {'B': 9}, {'C': 14}, {'D': 6}, {'E': 'None'}]","['7', '9', '6']","['A', 'B', 'D']",Neeraj,"[9, 6]",3,2,"['9', '6']",2,-1
1228,non_numerical,traffic_sense,"Bentley was driving to pick up his mom, was waiting in the signal. After a couple of seconds the signal changed to green.","Vehicle should start at green light, halt at red lights, and slow down at yellow lights.","{'question_text': 'Since the color of the signal changed to green, what should the driver do?', 'options': [{'A': 'Halt'}, {'B': 'Move'}, {'C': 'Sleep'}, {'D': 'Drive'}], 'value_answer': ['Drive'], 'option_answer': ['D'], 'other': {}}","Since the color of the signal changed to green, what should the driver do?","[{'A': 'Halt'}, {'B': 'Move'}, {'C': 'Sleep'}, {'D': 'Drive'}]","[""'Drive'""]",['D'],Kevin,"[{'B': 'Move'}, {'D': 'Drive'}]",1,1,"[""'B': 'Move'"", ""'D': 'Drive'""]",2,1
1246,non_numerical,bullet_and_object,"In a chemsitry class, Jose was told that a certain material can be used to force a bullet out of the barrel in a gun.",Gun powder is the propellant that provides the energy needed to force the bullet out of the barrel and into the target,"{'question_text': 'What could be the material?', 'options': [{'A': 'gun powder'}, {'B': 'oxygen'}, {'C': 'nitrogen'}, {'D': 'air'}], 'value_answer': ['gun powder'], 'option_answer': ['A'], 'other': {}}",What could be the material?,"[{'A': 'gun powder'}, {'B': 'oxygen'}, {'C': 'nitrogen'}, {'D': 'air'}]","[""'gun powder'""]",['A'],Yamini,['gun powder'],1,1,"[""'gun powder'""]",1,0
1,attribute_comparison,account_balance,Jackson wants to buy a sports car. He has 534 dollars in his bank account.,One can not withdraw more money than the amount in their bank account,"{'question_text': 'At what cost could Jackson buy the vehicle from his account?', 'options': [{'A': 550}, {'B': 400}, {'C': 500}, {'D': 650}], 'value_answer': [400, 500], 'option_answer': ['B', 'C'], 'other': {'given_value': 534, 'more_is_correct_flag': False, 'equal_is_correct_flag': True}}",At what cost could Jackson buy the vehicle from his account?,"[{'A': 550}, {'B': 400}, {'C': 500}, {'D': 650}]","['400', '500']","['B', 'C']",Neeraj,"[550, 400]",2,1,"['550', '400']",2,0
1520,non_numerical,surface_tension_and_insects,Logan saw some objects floating on the surface of the water while sitting near a river bank.,Force exerted by any object like an ant on the water less than the surface tension of water makes that object float on the surface of the water whereas elephants can not.,"{'question_text': 'What could be the floating object?', 'options': [{'A': 'ant'}, {'B': 'flies'}, {'C': 'plastic spoon'}, {'D': 'Iron rod'}], 'value_answer': ['ant', 'flies', 'plastic spoon'], 'option_answer': ['A', 'B', 'C'], 'other': {}}",What could be the floating object?,"[{'A': 'ant'}, {'B': 'flies'}, {'C': 'plastic spoon'}, {'D': 'Iron rod'}]","[""'ant'"", ""'flies'"", ""'plastic spoon'""]","['A', 'B', 'C']",Sivapriya,"[flies, plastic spoon]",3,0,"['flies', 'plastic spoon']",2,-1
1218,non_numerical,amphibians,"Leonardo had an interview to attend. So he told his partner to purchase shoes for him on their way back home. However, when Leonardo tried to wear it, he could not fit.",One cannot wear shoes that are smaller than their feet.,"{'question_text': 'Who could have been the issue faced by Leonardo with his shoe?', 'options': [{'A': 'Larger size'}, {'B': 'Smaller size'}, {'C': 'Torn'}, {'D': 'None'}], 'value_answer': ['Smaller size'], 'option_answer': ['B'], 'other': {}}",Who could have been the issue faced by Leonardo with his shoe?,"[{'A': 'Larger size'}, {'B': 'Smaller size'}, {'C': 'Torn'}, {'D': 'None'}]","[""'Smaller size'""]",['B'],Kevin,"[{'A': 'Larger size'}, {'B': 'Smaller size'}]",1,1,"[""'A': 'Larger size'"", ""'B': 'Smaller size'""]",2,1
1320,non_numerical_sg,giraffe_and_height,Julian saw pictures of different animals and saw picture of an animal whos was taller than any other animal which moved in nature.,Giraffe is the tallest animal among all the animals.,"{'question_text': 'What could have been the animal?', 'options': [{'A': 'Dog'}, {'B': 'Lion'}, {'C': 'Giraffe'}, {'D': 'Zebra'}], 'value_answer': ['Giraffe'], 'option_answer': ['C'], 'other': {}}",What could have been the animal?,"[{'A': 'Dog'}, {'B': 'Lion'}, {'C': 'Giraffe'}, {'D': 'Zebra'}]","[""'Giraffe'""]",['C'],Sidharth,[Giraffe],1,0,['Giraffe'],1,0
69,attribute_comparison,distance,Nathan recently shifted farther from his school. It used to take him 15 minutes to travel from his previous home to shcool.,It takes more time to cover larger distance than shorter distance,"{'question_text': 'How many minutes it could take Nathan to travel from home to school?', 'options': [{'A': 12}, {'B': 23}, {'C': 7}, {'D': 19}, {'E': 'None'}], 'value_answer': [23, 19], 'option_answer': ['B', 'D'], 'other': {'given_value': 15, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",How many minutes it could take Nathan to travel from home to school?,"[{'A': 12}, {'B': 23}, {'C': 7}, {'D': 19}, {'E': 'None'}]","['23', '19']","['B', 'D']",Neeraj,"[12, 23, 7]",2,1,"['12', '23', '7']",3,1
1179,non_numerical,domestic_animals,Jameson and his friends visited a nearby farm. He saw an animal ploughing the farm.,Domesticated animals are animals that have been selectively bred and genetically adapted over generations to live alongside humans.,"{'question_text': 'What could be the animal that Jameson saw in the farm ploughing?', 'options': [{'A': 'leopard'}, {'B': 'lion'}, {'C': 'bull'}, {'D': 'ox'}], 'value_answer': ['bull', 'ox'], 'option_answer': ['C', 'D'], 'other': {}}",What could be the animal that Jameson saw in the farm ploughing?,"[{'A': 'leopard'}, {'B': 'lion'}, {'C': 'bull'}, {'D': 'ox'}]","[""'bull'"", ""'ox'""]","['C', 'D']",Kevin,"[{'C': 'bull'}, {'D': 'ox'}]",2,2,"[""'C': 'bull'"", ""'D': 'ox'""]",2,0
52,attribute_comparison,direct_comparison,"Evan bought two cans and while loading them into a truck, Evan felt that the first can is heavier than the second. The weight of the first can is 42 units.",More weight implies an object is heavier,"{'question_text': 'What could be the weight of the second can?', 'options': [{'A': 43}, {'B': 58}, {'C': 37}, {'D': 25}, {'E': 'None'}], 'value_answer': [37, 25], 'option_answer': ['C', 'D'], 'other': {'given_value': 42, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the weight of the second can?,"[{'A': 43}, {'B': 58}, {'C': 37}, {'D': 25}, {'E': 'None'}]","['37', '25']","['C', 'D']",Neeraj,"[43, 58]",2,0,"['43', '58']",2,0
453,attribute_comparison,thickness_and_weight,Matthew is preparing for his exam for courses Chemistry and Arts. He decided to study in library instead of home. While preparing the bag he noticed that Arts book with thickness 15 units is heavier.,Weight of book is directly proportional to the the thickness of the book,"{'question_text': 'What could be the thickness of Chemistry book ?', 'options': [{'A': 17}, {'B': 18}, {'C': 19}, {'D': 12}, {'E': 'None'}], 'value_answer': [12], 'option_answer': ['D'], 'other': {'given_value': 15, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the thickness of Chemistry book ?,"[{'A': 17}, {'B': 18}, {'C': 19}, {'D': 12}, {'E': 'None'}]",['12'],['D'],Saurabh,"[17, 18, 19]",1,0,"['17', '18', '19']",3,2
456,attribute_comparison,triangle_side_sum,"In a triangular shaped garden, total fencing wire used for two sides of the garden is 63",Sum of any two side of triangle is greater than the third side,"{'question_text': 'What could be the length of the wire required for the third side of the garden?', 'options': [{'A': 57}, {'B': 71}, {'C': 61}, {'D': 72}, {'E': 'None'}], 'value_answer': [57, 61], 'option_answer': ['A', 'C'], 'other': {'given_value': 63, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the length of the wire required for the third side of the garden?,"[{'A': 57}, {'B': 71}, {'C': 61}, {'D': 72}, {'E': 'None'}]","['57', '61']","['A', 'C']",Saurabh,"[57, 71]",2,1,"['57', '71']",2,0
1041,implicit_numerical_knowledge,days_in_month,Matthew is training for his soccer match. He has been playing soccer for at least 2 hours daily in April.,There are 30 days in April,"{'question_text': 'For how many hours Matthew could have played in the entire month of April?', 'options': [{'A': 59}, {'B': 67}, {'C': 78}, {'D': 46}, {'E': 'None'}], 'value_answer': [67, 78], 'option_answer': ['B', 'C'], 'other': {'given_value': 60, 'more_is_correct_flag': True, 'equal_is_correct_flag': True}}",For how many hours Matthew could have played in the entire month of April?,"[{'A': 59}, {'B': 67}, {'C': 78}, {'D': 46}, {'E': 'None'}]","['67', '78']","['B', 'C']",Neeraj,"[59, 67, 78, 46]",2,2,"['59', '67', '78', '46']",4,2
156,attribute_comparison,sound_limit,Maximum volume of a music system is 16 units.,A music system can not produce sound more than its limit,"{'question_text': 'Maxwell bought this system and played it in his party. At what volume he could have played the music?', 'options': [{'A': 11}, {'B': 19}, {'C': 18}, {'D': 20}, {'E': 'None'}], 'value_answer': [11], 'option_answer': ['A'], 'other': {'given_value': 16, 'more_is_correct_flag': False, 'equal_is_correct_flag': True}}",Maxwell bought this system and played it in his party. At what volume he could have played the music?,"[{'A': 11}, {'B': 19}, {'C': 18}, {'D': 20}, {'E': 'None'}]",['11'],['A'],Neeraj,"[11, 18]",1,1,"['11', '18']",2,1
1483,non_numerical,heat_flow,"Calvin bought snacks for the picnic, which includes hot chocolate, hot pizza, ice cream and cold drinks and took all of them together in a single bag.",Heat always flows from high temperature body to low temperature body.,"{'question_text': 'What could be the items whose temperature could have increased?', 'options': [{'A': 'ice-cream'}, {'B': 'cool drinks'}, {'C': 'hot chocolate'}, {'D': 'hot pasta'}], 'value_answer': ['ice-cream', 'cool drinks'], 'option_answer': ['A', 'B'], 'other': {}}",What could be the items whose temperature could have increased?,"[{'A': 'ice-cream'}, {'B': 'cool drinks'}, {'C': 'hot chocolate'}, {'D': 'hot pasta'}]","[""'ice-cream'"", ""'cool drinks'""]","['A', 'B']",Sivapriya,"[{'A': 'hot chocolate'}, {'B': 'hot pasta'}]",2,2,"[""'A': 'hot chocolate'"", ""'B': 'hot pasta'""]",2,0
1100,implicit_numerical_knowledge,thumb_in_hand,"In a meeting, all the attendees scanned the thumb of both their hands. There were less than 34 scans done.",A human usually has two hands each having one thumb,"{'question_text': 'How many people could have attended the meeting?', 'options': [{'A': 16}, {'B': 19}, {'C': 20}, {'D': 14}, {'E': 'None'}], 'value_answer': [16, 14], 'option_answer': ['A', 'D'], 'other': {'given_value': 17, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",How many people could have attended the meeting?,"[{'A': 16}, {'B': 19}, {'C': 20}, {'D': 14}, {'E': 'None'}]","['16', '14']","['A', 'D']",Neeraj,"[16, 19, 20, 14]",2,2,"['16', '19', '20', '14']",4,2
