index,category,subcategory,knowledge,premise,hypothesis,binary_classification_label,author,GPT3Pred
1404,attribute_comparison,pendulum,Time period of simple pendulum is directly proportional to it's length.,There are two pendulum clocks in a room with different pendulum lengths. The time period of clock with larger pendulum is 15 seconds.,Time period of the pendulum with smaller length could be 14 seconds.,True,Sidharth,True
2450,non_numerical,traffic_sense,"Vehicle should start at green light, halt at red lights, and slow down at yellow lights.",When John was motorbiking to his office he saw a signal and slowed down his bike.,The signal was showing yellow light.,True,Kevin,True
2013,implicit_numerical_knowledge,cards,"In a deck of cards, there are 6 black face cards and 6 red face cards",Mateo bought 4 decks of cards and started tearing all the red face cards.,He could tear 39 cards in total.,False,Neeraj,True
160,attribute_comparison,force_opposite_direction,If force is applied in the opposite direction it decreases the speed of cart,"Mateo is pushing a cart. He is managing to push the cart a speed of 19 units. Then, his friend starts to apply force in the opposite direction.",They could manage to push the cart at a speed of 16.,True,Neeraj,False
1862,change_with_action,moving_components,When a few items are moved away the number of items that remain is less than the total number of items initially present,A dock in California had 23 crates and a few crates have been transferred to the dock in New York.,18 crates could be remaining at the California dock now.,True,Neeraj,True
2664,non_numerical_sg,No_of_heart,Some fishes like Octopus and Squids have three hearts whereas other fishes have only one heart,Leonardo had knowledge about different animals which can be found in animal. He was studying about a water animal who has multiple hearts,The animal could have been Octopus.,True,Sidharth,True
684,attribute_comparison,ball_time_height,Time taken by the ball to hit the ground is directly proportional to the height from which the ball is dropped.,"There are two identical balls, each has been dropped from a certain height. A ball which was dropped from a higher height took 53 seconds time to hit the ground.",Time taken by the other ball to hit the ground could be 49 seconds.,True,Saurabh,True
262,attribute_comparison,portion,A portion of an object is less than the whole object,Thomas while playing cricket aimed his shot at a window and broke that window into several pieces. Weight of one of the broken piece is 31 pounds.,Weight of the unbroken window could be 39 pounds.,True,Neeraj,False
1353,attribute_comparison,eyes,People with high power of spectacles have weak eyes as compared to people with low power of spectacles.,Joel and his friend wear spectacles because both of them have power. His eyes are better in comparison to his friends power. He wears spectacles of 6 power.,His friend with weaker eyes might have spectacles of 3 power,False,Sidharth,True
3013,non_numerical,repitiles_and_family,"Reptiles like snakes, lizards are a group of air-breathing vertebrates that have internal fertilization, amniotic development, and epidermal scales covering part or all of their body.","Victor was playing in the ground, and he saw an animal moving over the eggs laid which have the skin covered with small, hard plates called scales.",The animal could have been a dog.,False,Sivapriya,False
2210,implicit_numerical_knowledge,triangle,An equilateral triangle has three sides of equal length,Abraham was hired to fence an equilateral triangle of side length 12 units.,A wire of length 38 units could suffice for fencing the garden completely.,True,Neeraj,True
2668,non_numericalSG,norway,"In Norway, there is daylight for approximately 6 months","Judah lives in a place, where the day does not goes dark for approx six months.",The place could be Norway,True,Sidharth,True
3105,non_numerical,rectangle_parallelogram,All rectangles are parallelogram but all parallelograms are not rectangles.,Abraham was asked about the shape that can always be a parallelogram but is not possible the other way around,Ths shape could be a pentagon.,False,Sidharth,False
813,attribute_comparison,projectile_angle_height,Maximum height reached by an object is directly proportional to the projectile angle at which it is thrown if the initial velocity is constant.,Parker and his sister are trying to pick mangoes from a tree by throwing stones. Parker threw a stone that reached higher height had projection angle of 36 degrees.,Maximum projection angle from which the stone is thrown by Parker's sister could be 38 degrees.,False,Saurabh,False
1476,attribute_comparison,acid_and_PH,"The stronger the acid, and the lower the pH value.",Sebastian has to find the acidity of two solutions and PH value of the stronger solution used for a chemical reaction is 7 units.,PH value of the other solution could be 6 units.,True,Sivapriya,True
973,attribute_comparison,flow_rate_and_volume,Volume filled is directly proportional to flow rate,Carson is filling his two water tank. Each tank is being filled by their respective pipe. Both the pipes are identical. Pipe with higher flow rate has filled its respective tank with 13 liters of water.,Water filled by other pipe could be 20 liters.,False,Saurabh,False
1478,attribute_comparison,acid_and_PH,"The stronger the acid, and the lower the pH value.",Liam has to find the acidity of two solutions and PH value of the stronger solution used for a chemical reaction is 7 units.,PH value of the other solution could be 6 units.,True,Sivapriya,True
1318,attribute_comparison,amount_of_food,Amount of food required is directly proportional to the number of people.,"Dylan started a canteen two days a week. On both days he cookd the same amount of food, but the food the first day was not sufficient for all the people came to his canteen. The number of people came on that day was 48.",The number of people came on the second day could be 43.,True,Sidharth,False
1464,attribute_comparison,workout_calories_2,More minutes of workout is directly proportional to more calories burnt.,Richard worksout along with his friend. He burns less calories as compared to his friend. 51 is the number of minutes for which his friend works out.,52 minutes could be the duration for which he worked out.,True,Sidharth,False
1723,change_with_time,age,Age increases with time,Today Jordan is 29 years old.,Jordan could have been 34 years old on his last birthday.,False,Saurabh,False
3191,implicit_numerical_knowledge,half,Half means one by two,Joseph borrowed a loan of 24 thousand dollars and spent more than half in just setting up new infrastructure.,Joseph could be left with 14 thousand dollars after spending on infrastructure.,False,Neeraj,False
2113,implicit_numerical_knowledge,dice,A dice has 6 faces,Finn is making art by just using many dice. He painted 4 dice with different colors.,Finn could have painted 20 faces in total.,False,Neeraj,False
2497,non_numerical,cell_and_waves,"Cell phones use radio waves to communicate with cell towers, and these waves have wavelengths of approximately 10-1000 m. Cell phone encodes the sounds of the caller's voice in microwaves by changing the frequency of the waves.",There is a cell phone company named after Ian. They have started a new communications lab for research and development where they made a prototype of cell phone communication with cell towers using certain waves.,The waves could be sound waves.,False,Yamini,False
1040,attribute_comparison,compressibility_and_temperature,Compressibility factor is inversely proportional to temperature at constant pressure and density of the gas.,Jordan is an employee at fire extinguisher manufacturing industry. Jordan is asked to learn and observe how the compressibility factor changes at two different temperature of two identical gases. So Jordan compared the compressibility factor and temperature of both the gases to understand the same. The temperature with lower compressibility factor is 108 K.,Temperature of the other gas could be 100 K.,True,Yamini,True
1313,attribute_comparison,wetting_and_contact_angle,Small contact angles correspond to high wettability.,Finn is working in a car repair shop where wettability is used to prevent corrosion with two different liquids. He found that the effectiveness of two liquids is different and is verifying the change by comparing their contact angles and wettability. The contact angle of the liquid with lower wettability is 41 degrees.,Contact angle of the other liquid could be 48 degrees.,False,Yamini,False
480,attribute_comparison,lifting_sport,"In lifting sports, the winner lifts the heaviest object among the competitors.",This year's state weight lifting championship witnessed Anthony emerging as the winner who lifted 120 kgs.,The player who came second in that tournament could have lifted 110 kgs.,True,Kevin,True
2084,implicit_numerical_knowledge,working_days,A week has 7 days,Jaxon recently joined the ACB company and has been going to the office for at least 10 weeks on all days.,Jaxon could have gone for 73 days.,True,Neeraj,True
3246,implicit_numerical_knowledge,triple,triple means three times,Calvin have 2 chocolates and Calvin's sister bought more than triple of these chocolates.,Calvin's sister could have bought 7 chocolates.,True,Saurabh,True
1127,attribute_comparison,flash_point_and_flammability,Liquids with lower flash points ignite easier.,"Arthur is a forensic department officer who was appointed to check out the fire accident scene. As part of the case, he is checking how the flash point and flammability of two liquids vary. The flash point of the liquid with higher flammability is 152 units.",Flash point of the other liquid could be 150 units.,False,Yamini,True
2627,non_numerical_sg,fast_food,Excessive fast food is injurious to health and can cause obesity.,Bennett has high cholestrol.,It could have been because of doing excessive exercises.,False,Sidharth,False
3153,transaction,money,When some money is transferred to others money with the giver decreases,"Luke had 147 dollars initially and gave some money to Elliana who initially had 57 dollars.Luke had a friend Elliana. Elliana wanted to buy something but only had 57 dollars with her which was not sufficient, so Luke who had initially 147 dollars gave Elliana some money.",Luke could be having 170 dollars now.,False,Neeraj,False
3170,implicit_numerical_knowledge,double,Double means two times,Oliver spent 7 years in a finance company and then spent more than double this time in a technology company.,Oliver could have spent 17 years in the technology company.,True,Neeraj,False
2528,non_numerical,fuel_car,The majority of motor vehicles worldwide are powered by gasoline or diesel. ,The car ran out of fuel thus Finn had to walk to the nearest gas station to get that fuel in a container.,The container could contain gasoline.,True,Yamini,True
123,attribute_comparison,direct_comparison,Less number implies that an object has lesser count,There are 28 schools in a village and lesser number of hospitals.,The number of hospitals in the village could be 28.,False,Neeraj,False
1732,change_with_time,foot_length,Foot length increases with time,Hayden's feet length is 15 cm today.,Hayden could have 15 cm foot length next year.,True,Saurabh,True
1625,attribute_comparison,pressure_and_force,Pressure is directly proportional to the force applied.,Two people of different weight stepped on a ball where the pressure exerted by the first person is greater than second person. The weight of the first person is 44 units.,The weight of the other person could be 49 units.,False,Sivapriya,False
2351,non_numerical,amphibians,Desserts are sweet foods that are usually eaten after a meal.,"Atlas went to a dinner in a 5 star hotel and ordered a 3 course meal. At the end of the meal, he saw a dessert that was served to him.",The taste of the dessert is salty.,False,Kevin,False
910,attribute_comparison,thickness_and_weight,Weight of book is directly proportional to the the thickness of the book,Nathan is preparing for his exam for courses Chemistry and Arts. He decided to study in library instead of home. While preparing the bag he noticed that Arts book with less thickness weighs 25 units.,Weight of Chemistry book could be 29 units.,True,Saurabh,False
1453,attribute_comparison,vol_cube,Volume of large object is greater than volume of smaller object.,It was summer and Justin wanted to make ice for lemonade. He has two ice trays and fills water in the trays. The bigger ice tray was filled with 181 ml of water.,Volume of water that could be filled in the smaller ice tray could be 185 ml.,False,Sidharth,False
2347,non_numerical,amphibians,People wear clothes with fleece in colder climates.,Last christmas Carson went to a switzerland for a trip with his girl friend. The weather was sub zero and they packed an item specially for such temperature.,The item that was packed could be a sleeveless shirt.,False,Kevin,False
357,attribute_comparison,train_and_walking,Train is a faster way of travelling than walking,Abraham's office is at a large distance from his home. One day Abraham walked and reached in 20 minutes.,Next day Abraham  took the train to the office. It can take 24 minutes to reach the office.,False,Neeraj,False
1068,attribute_comparison,diffusion_and_mass,"At higher temperatures, the rate at which fluid particles will diffuse is faster than at lower temperatures.",Leon and his friend heated two bowls of water to make coffee. They noticed that the sugar cubes dissolved at different rates in both bowls. The rate of diffusion of sugar with water in the bowl at lower temperature is 46 units.,Rate of diffusion of the other water could be 47 units.,True,Yamini,False
1848,change_with_action,money,When one borrows money they have money,Adam has 79 dollars and he borrows some money from his friends.,81 dollars could be amount of money with Adam now.,True,Neeraj,True
1388,attribute_comparison,ohms_law,Voltage is directly proportional to current.,"There are two light bulbs and on both socket of the bulb, the voltage is different. 17 A is the current in bulb with higher voltage.",Current in the bulb with low voltage could be 16 A.,True,Sidharth,True
1503,attribute_comparison,capacitors_series_and_parallel,Capacitors in parallel connections result in additive values while series connections result in diminished values.,Oliver placed capacitors in parallel to work with the AC drive voltage to allow more time to charge and discharge. Oliver modified the arrangement of the capacitors to charge and discharge quickly to keep in open circuit mode. The capacitance of the circuit before altering is 47 units.,Capacitance of the circuit after the rearrangement of components could be 50 units.,False,Sivapriya,True
615,attribute_comparison,frequency and wavelength,"Given two waves with same velocity, the wave with higher frequency will have lower wavelength.",There are two waves moving with same velocities and Atlas is assigned to find out the relationship between their frequency and wavelength. Frequency of the wave with lower wavelength is 74517 units.,Frequency of the wave with higher wavelength could be 79000 units.,False,Himanshu,False
1134,attribute_comparison,heat_and_area,The rate of heat transfer is directly proportional to the surface area through which the heat is being conducted.,There are two heating pads that Greyson has and they have different surface areas. Rate of heat transfer of the heating pad with higher surface area is 30 units.,Rate of heat transfer of the other heating pad could be 23 units.,True,Yamini,False
1985,implicit_numerical_knowledge,buying,One needs equal or more money than the price of item to buy it,Hayden has 126 dollars and he wants to buy a toy each for his two kids. The two toys are of equal price.,He could buy both the toys if the price of each toy is 69 dollars.,False,Neeraj,False
2055,implicit_numerical_knowledge,chess,"In chess, there are 32 white squares and 32 black squares",Hudson started painting all the white squares of a chess board with pink color.,"In an hour, Hudson could have painted 40 squares.",False,Neeraj,False
1759,change_with_action,animals,Total number of animals is sum of all types of animals,Few cows and a 50 goats are grazing in the field.,There could be 46 total animals in this field.,False,Neeraj,True
2290,non_numerical,cars_and_rockets,Vehicles like car and bicycle run on the ground. Vehicles like space shuttle travel in space.,Jameson in an astronaut is going to a moon on a vehicle.,The vehicle could be a space shuttle. ,True,Himanshu,True
2173,implicit_numerical_knowledge,soccer,There are 11 players in a team of soccer,A new jersey was sent to the players of a soccer team. Some of them did not get the jersey.,13 players could have received the jersey.,False,Neeraj,False
2954,non_numerical,drinking_liquid,"A human can drink water or juices but not oil, kerosene.",Jayden walked for a long time in the sun and drank a liquid to quench his thirst.,The liquid could have been water.,True,Sivapriya,True
1609,attribute_comparison,power_bank_recharge,"The higher the amperes of the input, the faster the power bank will recharge.",Ian bought two power banks and wanted to see the one that charges fast. The one charging fast has the input amperes as 8 units.,The input amperes of the other power bank could be 12 units.,False,Sivapriya,False
1359,attribute_comparison,heat_length,A  expansion in length is directly proportional to the amount of heat.,"Maxwell works for a construction firm, he noticed that there were two equal sized iron rods of same length. One of the iron rod was heated and its length increased as compared to the other rod. The length of the rod subjcted to heat became 11 metres.",The length of rod which was not heated could be 11 metres.,False,Sidharth,False
2170,implicit_numerical_knowledge,rainbow,Rainbow has severn colors,Dylan went shopping during sale season to grab the best deals on clothes. He bought at least 2 shirts of each color of the rainbow.,Dylan could have bought 15 shirts in total.,True,Neeraj,True
3239,implicit_numerical_knowledge,triple,Triple means three times,Oliver has 1 pens and bought pencils more than triple of this amount.,Oliver could have 1 pencils.,False,Saurabh,False
1599,attribute_comparison,potential_energy_and_spring,Elastic potential energy is directly proportional to the square of the change in length and the spring constant.,Cameron is trying to elongate two similar rubber bands. Cameron is curious to find the potential energy after the elongation. The value of the elastic potential energy stored in first rubber is 57 units.,The elastic potential energy stored in another rubber band could be 64 units.,False,Sivapriya,False
2777,non_numerical,dietitian,A dietitian is an expert who counsels clients on nutrition issues and healthy eating habits.,Bennett is obese and wants to lose weight. He goes to a person to seek advise on eating habits.,He could have taken counsel from a psychiatrist.,False,Saurabh,False
1365,attribute_comparison,internet_speed,Quality of video which can be buffered is directly proportional to internet speed.,"Jameson has two different mobile phones and both of them have two different connections to the Internet. From the first Internet connection, the video transmission was of better quality than the other. 389 MB per sec is the the speed of first internet connection.",The internet speed of the other connection could be 389.,False,Sidharth,False
75,attribute_comparison,direct_comparison,Cheaper thing costs less money,Robert wants to buy a ring for this wife. The cost of one ring is 39 thousand dollars but he bought the other ring as it was cheaper.,The cost of the ring that Robert bought could be 42 thousand dollars.,False,Neeraj,False
2746,non_numerical,badminton_tennis,Sports like badminton and tennis is played using rackets.,A sports complex organized a competition for students. Charlie went to support his friend and saw many students playing a sport with rackets.,Students could be playing tennis.,True,Saurabh,True
1501,attribute_comparison,capacitors_series_and_parallel,Capacitors in parallel connections result in additive values while series connections result in diminished values.,Justin placed capacitors in parallel to work with the AC drive voltage to allow more time to charge and discharge. Justin modified the arrangement of the capacitors to charge and discharge quickly to keep in open circuit mode. The capacitance of the circuit before altering is 41 units.,Capacitance of the circuit after the rearrangement of components could be 44 units.,False,Sivapriya,True
3108,non_numerical,rectangle_Sides,Opposite sides of a rectangle are equal in length.,David draws a figure ona paper. That figure has equal opposite sides.,The figure could be a rectangle.,True,Sidharth,True
1968,implicit_numerical_knowledge,bike_tires,A bike has 2 tires,"In a parking lot, there are more than 2 bikes. Connor needs to test air in all the tires of the bikes.",Total number of tires that Connor needs to test could be 8.,True,Neeraj,True
2542,non_numerical,plant_and_photosynthesis,"Photosynthesis is the process by which plants use sunlight, water, and carbon dioxide to create oxygen and energy in the form of sugar.",Calvin is being taught photosynthesis in his biology class and is given a project to observe a plant for 5 days. He saw that some materials in its surroundings are being depleted as days go by.,The material could be water.,True,Yamini,True
1929,change_with_action,temperature_change,On turning on the cooler temperature decreases,Temperature of the room was 14 units before turning on AC.,The temperature after an hour could be 14 units.,False,Neeraj,False
2189,implicit_numerical_knowledge,square,A square has four sides of equal length,"To protect the square garden of side length 18 units from invaders, Liam fenced some of the uncovered sides of his garden with wires.",A wire of length 76 units could result in no wastage.,False,Neeraj,False
424,attribute_comparison,height_and_pressure,Height is directly proportional to pressure head.,Tyler's house recently installed a water tank and the pressure head generated is 56 m.,Tyler's friend's house which is lower than Tyler's house also installed a water tank and the pressure head generated is 50 m.,True,Kevin,True
72,attribute_comparison,direct_comparison,Cheaper thing costs less money,"David went to a shop to buy a ring for his wife. He had low budget, so instead of a ring whose cost was 41 thousand dollars he bought a ring which was cheaper than the other ring.",The cost of the ring that David bought could be 38 thousand dollars.,True,Neeraj,False
1325,attribute_comparison,bad_tyre,Condition of tyre is inversely proportional to distance travelled by the tyre.,"Jace has two tyres of bicycle, one of them has travelled 322 miles and is which is in worse condition than the other .",The distance travelled by the other tyre could be 334 miles.,False,Sidharth,False
1977,implicit_numerical_knowledge,bones,A human body has 206 bones,"Abraham is a doctor, and is currently aiding one of the patients who has fractured a few bones in an accident.",212 bones could be in the perfect state.,False,Neeraj,False
2462,non_numerical,traffic_sense,"Vehicle should start at green light, halt at red lights, and slow down at yellow lights.","When Leonardo reached a signal on his way to meet his friend, he saw the signal was red.",The driver should halt at the signal.,True,Kevin,True
1283,attribute_comparison,viscosity_and_temperature,The viscosity of liquids decreases rapidly with an increase in temperature.,"To identify the best lubricant for the manufacturing equipment, Antonio was testing it with two liquids. The temperature of the liquid with higher viscosity is 27 units.",Temperature of the other liquid could be 26 units.,False,Yamini,True
2667,non_numerical_sg,No_of_heart,Some fishes like Octopus and Squids have three hearts whereas other fishes have only one heart,"Richard went deep sea hunting and captured different animals for eating them. While dissecting them, he noticed that an animal had multiple hearts",The animal could have been Shark.,False,Sidharth,False
2033,implicit_numerical_knowledge,cards,"In a deck of cards, there are 52 cards out of which 26 are black","Carlos had a deck of cards. On his last trip to Vegas, he lost all the red cards and a few other cards.",He could be having 34 cards in total now.,False,Neeraj,True
2967,non_numerical,heat_flow,Heat always flows from high temperature body to low temperature body.,"Calvin bought snacks for the picnic, which includes hot chocolate, hot pizza, ice cream and cold drinks and took all of them together in a single bag.",The temperature of the ice cream could have decreased.,False,Sivapriya,True
2981,non_numerical,microwave_and_heat,Materials like metals which reflect microwaves should never be used in a microwave cooking whereas the glass containers can be used.,Jose need to heat his food in microwave oven before eating. Jose planned to buy some containers so that he could use to heat.,The containers could have been made of steel.,False,Sivapriya,False
439,attribute_comparison,marks_comparisons,"To pass an exam, you need to get at least passing marks.",Carson passed an exam where the passing score was 78.,Carson could have scored 75 marks in that exam.,False,Kevin,False
2641,non_numerical_sg,giraffe_and_height,Giraffe is the tallest animal among all the animals.,Julian saw pictures of different animals and saw picture of an animal whos was taller than any other animal which moved in nature.,The animal could have been a Kangaroo.,False,Sidharth,False
1443,attribute_comparison,store_files,"Number of files of same size, is directly proportional to storage size.",Adam bought two external USB drives of different capacity. It is known that each file is the same size. 217 is the file numbers which can be stored on a smller size USB drive.,Number of equal sized files which can be stored in larger drive could be 188.,False,Sidharth,False
2807,non_numerical,hot_cold_air,Hot air is lighter than cold air.,Kevin has organized a welcome party for his friend. He was filling a balloon with hot air and the other with cold air. He noticed that one of the balloons was floating at the top of the room.,The balloon could be filled with cold air.,False,Saurabh,False
646,attribute_comparison,momentum_and_velocity,Momentum is directly proportional to velocity.,Bennett's experiment is to observe the relationship between the momentum and speed for two objects that move with different speed.The objects are identical in nature. The quicker object has a momentum of 61 units.,The momentum of slower object could be 57 units.,True,Himanshu,False
2543,non_numerical,plant_and_photosynthesis,"Photosynthesis is the process by which plants use sunlight, water, and carbon dioxide to create oxygen and energy in the form of sugar.",Calvin is being taught photosynthesis in his biology class and is given a project to observe a plant for 5 days. He saw that some materials in its surroundings are being depleted as days go by.,The material could be an insect.,False,Yamini,False
746,attribute_comparison,density_and_mass,Density is directly proportional to the mass,Joshua works at company which manufactures rods for construction. He has two similar rods to be transported. Density of the rod with a lower weight is 42 units.,Density of the other rod could be 46 units.,True,Saurabh,True
152,attribute_comparison,elephant_size,Elephant is huge in comparison to size of a human,2 humans can be fitted in a room up to the full capacity of the room.,0 elephants can fit in that room.,True,Neeraj,False
980,attribute_comparison,buoyant_and_density,Buoyant force is directly proportional to the density of the fluid in which an object is immersed.,Luke is sailing on a boat and was intriugued to study how boat floats on water as part of which he observed the changes in buoyant force and density on two fluids. The buoyant force exerted when density is higher is 35 units.,Buoyant force exerted by other fluid could be 31 units.,True,Yamini,False
1310,attribute_comparison,wetting_and_contact_angle,Small contact angles correspond to high wettability.,"To verify the effectiveness of two liquids, Tyler was comparing their contact angles and wettability. The contact angle of the liquid with higher wettability is 43 degrees.",Contact angle of the other liquid could be 44 degrees.,True,Yamini,False
451,attribute_comparison,vehicle_and_garage,Number of parking spots is at least the number of cars parked in the area.,137 cars were parked in the parking lot owned by Jace at 1 pm.,The parking garage could be having 150 spots.,False,Kevin,True
3062,non_numerical,waves_and_wavelengths,Human eye can detect wavelengths from 380 to 700 nanometers that are visible region waves but can not detect Gamma or Cosmic rays.,Adriel was working in the lab for his experiments where he could not see any of the EM waves he used for the testing.,The EM waves could have been Gamma rays or Radio rays.,True,Sivapriya,False
2423,non_numerical,profession_knowledge,Teacher is the person who teaches students skills.,Connor wanted to learn a new subject. So he went to a person to learn the subject.,The person could have been musician.,False,Kevin,False
558,attribute_comparison,cup_and_water,The volume of liquid a cup can hold can not be more than its capacity.,Jace bought a packet of juice containing 216 ml of juice. He wanted to transfer it to a cup.,Jace could use a 220 ml cup of for this.,True,Kevin,False
2541,non_numerical,plant_and_photosynthesis,"Photosynthesis is the process by which plants use sunlight, water, and carbon dioxide to create oxygen and energy in the form of sugar.",Christopher is being taught photosynthesis in his biology class and is given a project to observe a plant for 5 days. He saw that some materials in its surroundings are being depleted as days go by.,The material could be an insect.,False,Yamini,False
34,attribute_comparison,area_and_resistance,Resistance is inversely proportional to the area of the metalic wire,Maxwell learns about the relation of resistance and area using two wires. 31 units is the area of wire which has smaller resistance.,Area of the other wire could be 30 units.,True,Neeraj,True
2556,non_numerical,thermo_liquid,"Mercury is one of the most familiar materials used in liquid thermometers. Other liquids, such as kerosene or ethanol, may also be used in thermometers. Water cannot be used in a liquid thermometer.",Leo is working in a chemistry lab and studying the liquids that could be used in liquid thermometers and their properties.,The liquid could be mercury.,True,Yamini,True
1215,attribute_comparison,solubility_and_gas,The solubility of the gas in a solvent is inversely proportional to temperature.,"To understand the phenomenon of how dissolved oxygen in water is important to the survival of fish, Bennett is studying the solubility of gas at two different temperature. The solubility of gas at higher temperature is 49 units.",Solubility of other gas could be 43 units.,False,Yamini,False
967,attribute_comparison,flow_rate_and_volume,Volume filled is directly proportional to flow rate,There are two identical pipes which are filling water to their respective container. Container which is filled more have a pipe with a flow rate of 41 units.,Flow rate of other pipe could be 43 units.,False,Saurabh,False
2339,non_numerical,amphibians,Amphibians are animals that can live on both land and water.,"In a documentary, Antonio was told that an animal can live on both land and water.",The animal could have been an elephant.,False,Kevin,False
2159,implicit_numerical_knowledge,olympics,"In Olympics, medals are awarded to three winners of each sport","This time, more than 14 sports were organized on the first day of Olympics.",A total of 33 medals could have been given to the winners.,False,Neeraj,False
2121,implicit_numerical_knowledge,dice,A dice has 6 faces,Jack is making art by just using many dice. He painted at least 3 dice with different colors and left the remaining dice untouched.,Jack could have painted 12 faces in total.,False,Neeraj,True
2354,non_numerical,diving_height,Diving in shallow pools can cause serious injury.,Hayden recently visited an aquatic theme park. He saw people bathing in a swimming pool. However he did not see anyone diving.,This could be because the pool was shallow.,True,Kevin,True
325,attribute_comparison,table_height_and_object,Only a shorter object can be kept under a table,Jose went to buy a cabinet which we wanted to fit under his table whose height is 49 units.,Height of the cabinet could be 50 units.,False,Neeraj,False
2999,non_numerical,protein_diet,Non vegetarian foods are rich in protein.,Arthur planned to take a diet rich in protein in his daily routine.,The food items to involve in the diet could have been carrots or tomatoes.,False,Sivapriya,False
2864,non_numerical,snake_move,Animals like snake doesn't have legs or hands.,Isaac saw an animal crawling in the forest. The animal had no legs and was moving on the ground.,The animal could be a snake.,True,Saurabh,True
42,attribute_comparison,at_least,If each member contributes at least 1 then total would be more than the number of contributors,Gabriel and his wife threw an anniversary party to their family and friends. A total of 26 people came to their party who also brought atleast 1 gift.,Total number of gifts could be 26.,True,Neeraj,False
1000,attribute_comparison,compressibility_and_density,Compressibility factor is inversely proportional to density at constant pressure and temperature of the gas.,"Nathan wants to store two gases in separate containers. To determine the amount of gas that can be stored in the containers, he needs to understand the relation between the compressibility factor and density of gas. The density of gas with higher compressibility factor is 20 units.",Density of the other gas could be 22 units.,True,Yamini,False
2353,non_numerical,diving_height,Diving in shallow pools can cause serious injury.,"When Robert visited a water park, he noticed that no one was diving into the pool.",This could be because the pool was deep.,False,Kevin,False
2932,non_numerical,corn_farm,Corn is grown on every continent except antarctica.,Noah began traveling to different countries and planted corn seeds wherever he went. All planted seeds were harvested after a few days.,The places could have been US or India.,True,Sivapriya,False
565,attribute_comparison,weight,Light person has lesser weight than heavy person.,Nolan is less heavier than his friend and is 164 pounds.,Nolan's friend could weigh 155 pounds.,False,Kevin,True
1292,attribute_comparison,viscosity_and_temperature_gas,The viscosity of gases increases with an increase in temperature.,"To understand the effect of viscosity on the kinetic theory of gases, Sebastian was testing it with two gases. The viscosity of the gas with higher temperature is 53 units.",Viscosity of the other gas could be 52 units.,True,Yamini,False
2794,non_numerical,fertilizer,Soil becomes fertile with manure and fertilizer.,"Luke added an item to his flower plants, since they were not blooming.",He could have added fertilizer.,True,Saurabh,True
2671,non_numericalSG,norway,"In Norway, there is daylight for approximately 6 months","David lives in a place, where the day does not goes dark for approx six months.",The place could be USA,False,Sidharth,False
2050,implicit_numerical_knowledge,chess,"In chess, there are 16 pawns, 8 of black and 8 of white",Joseph bought more than 14 chess games.,Joseph could have 114 white pawns in total.,True,Neeraj,False
887,attribute_comparison,speed_and_time,Time taken is inversely proportional to speed,Two colleague going were going to office. One of the person was travelling using bike and the other person was using city bus. The bus which took less time was travelling with the speed of 48 minutes to reach to the office.,Speed of the bike could be 49 miles/hour.,False,Saurabh,False
181,attribute_comparison,gravity,Gravitational pull decreases as the distance from Earth increases,The gravitational pull 1000 units above the Earth's surface is 5. ,Gravitational pull 6000 units above the Earth's surface could be 8.,False,Neeraj,False
2536,non_numerical,food_object,"Humans can eat plant and meat based food like spinach, chicken etc.",Ryan has come from college and was very hungry. He started eating his favorite meal.,The meal could not have been ceramic bowl.,True,Yamini,True
3207,implicit_numerical_knowledge,percent,25% means quarter,Bentley has 40 dollars and spent more than 25% of this amount buying burgers.,Bentley could have spent 9 dollars on burgers,False,Saurabh,False
709,attribute_comparison,cab_driver_earn,A cab driver's earning is directly proportional to number of trips he makes.,Jacob is a cab driver in Tempe city and drove a cab for two days. The earnings he made on a day in which he had more number trips are 79 dollars.,The earnings Jacob could have made on the other day is 88.,False,Saurabh,False
1392,attribute_comparison,ohm_law,Voltage is directly proportional to current.,"There are two light bulbs and on both socket of the bulb, the voltage is different. 11 A is the current in bulb with higher voltage.",The current in bulb with higher voltage could be 13 A.,True,Sidharth,False
3176,implicit_numerical_knowledge,double,Double means two times,Last year 864 people voted for the college election and this year the vote count was more than double the last time.,1900 people could have voted this year.,True,Neeraj,False
2844,non_numerical,pincer,Animals like crabs and lobsters have pincers at the front of their body to grab things.,Hudson saw an interesting animal at the food shop. He asked the shopkeeper to remove the pincers of the animal as he doesn't like that part.,The animal could be crab.,True,Saurabh,True
3209,implicit_numerical_knowledge,percent,25% percent means quarter,Leonardo has 14 dollars and spent more than 25% of this amount buying burgers.,Leonardo could be left with 4 dollars after spending on burgers.,False,Saurabh,True
505,attribute_comparison,subtraction_knowledge,The difference of two positive operands is smaller than or equal to the largest positive operand.,A bus that was taking a few students toa  field trip had more number of boys than girls. The number of  boys were 11 more than the number of girls.,The total number of boys in the could be 10.,False,Kevin,False
3082,non_numerical,rational_and_irrational_numbers2,"Any number that can be represented in the form of a fraction is a rational number. Irrational numbers like square root of 2,3 or pi are non recurring and non repeating decimals.",Charles is learning about how to calculate perimeter of a circle. He wanted to use the value of pi but the teacher told him to use quotient of 22 divided by 7. He named its quotient to be approximate pi.,Approximate pi could be a rational number.,True,Himanshu,True
440,attribute_comparison,marks_comparisons,"To pass an exam, you need to get at least passing marks.",Arthur secured 76 marks in the final test and passed.,The passing marks for Arthur's test could have been 75.,True,Kevin,True
