index,category,subcategory,knowledge,premise,hypothesis,binary_classification_label,author,GPT3Pred
3217,implicit_numerical_knowledge,quadruple,Quadruple means four times,Christopher spent 11 on buying chocolates and spent more than quadruple of this amount buying burgers.,Christopher could have spent 40 dollars on burgers.,False,Saurabh,False
2853,non_numerical,population_growth,A region's population grows either by birth or immigration.,It is observed that there has been an increase in people at Tempe recently.,It could be because of many people are eating more than usual.,False,Saurabh,False
2317,non_numerical,flying_object,"A human cannot fly but other objects like birds, plane and football can.",Sebastian was playing on the floor and saw a flying object from the window.,The object could have been another human being.,False,Himanshu,False
1907,change_with_action,stretching,When something is stretched its length increases,Calvin had a elastic belt whose size was 8 units. He stretched it.,The size of the belt could be 2 units after stretching.,False,Neeraj,False
2052,implicit_numerical_knowledge,chess,"In chess, there are 32 white squares and 32 black squares",Nicolas started painting all the black squares of a chess board with green color.,"In an hour, Nicolas could have painted 28 squares.",True,Neeraj,False
1862,change_with_action,moving_components,When a few items are moved away the number of items that remain is less than the total number of items initially present,A dock in California had 23 crates and a few crates have been transferred to the dock in New York.,18 crates could be remaining at the California dock now.,True,Neeraj,True
1072,attribute_comparison,diffusion_and_temperature,"At higher temperatures, the rate at which fluid particles will diffuse is faster than at lower temperatures.",Samuel and his friend heated two bowls of water to make coffee. They noticed that the sugar cubes dissolved at different rates in both bowls. The temperature of the water bowl in which the sugar cubes diffused slowly with water is 128 K.,Temperature of the other water could be 132 K.,True,Yamini,False
3214,implicit_numerical_knowledge,quadruple,Quadruple means four times,Charles has 9 burgers and bought french fries more than quadruple of this amount.,Charles could have 38 french fries.,True,Saurabh,True
1405,attribute_comparison,pendulum,Time period of simple pendulum is directly proportional to it's length.,There are two pendulum clocks in a room with different pendulum lengths. The time period of clock with larger pendulum is 15 seconds.,Time period of the pendulum with smaller length could be 16 seconds.,False,Sidharth,False
2784,non_numerical,electrician,An electrician is a person who fixes problems related to electrical devices.,A shopkeeper hired an electrician to fix some item in his shop.,The item could be an electrical socket.,True,Saurabh,True
2083,implicit_numerical_knowledge,days_in_month,There are 30 days in April,Matthew is training for his soccer match. He has been playing soccer for at least 2 hours daily in April.,"In April, he could have played for 53 hours.",False,Neeraj,False
261,attribute_comparison,portion,A portion of an object is less than the whole object,Edward broke a glass window into several pieces. Weight of a broken piece is 37 pounds,Weight of the unbroken window could be 32 pounds.,False,Neeraj,False
1431,attribute_comparison,social_media,Number of daily active users in a social media platform is proportional to the popularity of the social media app.,"There are two social media platform, Fakebook and Chatsnap. Fakebook is more popular as compared to Chatsnap and the number of daily active users on Fakebook is 49212.",The number of daily active users on Chatsnap could be 49234.,False,Sidharth,False
1444,attribute_comparison,tyre_size,A cycle with larger tyre size runs faster as compared to cycle with smaller tyre size.,Alan and his friend went on a bike trek. The bicycle that could go faster has 23 inch tyre size.,The size of cycle that was slower could be 19 inches.,True,Sidharth,False
2049,implicit_numerical_knowledge,chess,"In chess, there are 16 pawns, 8 of black and 8 of white",Jonah received more than 14 chess games as gift.,Jonah could have 106 black pawns in total.,False,Neeraj,False
74,attribute_comparison,direct_comparison,Cheaper thing costs less money,Robert wants to buy a ring for this wife. The cost of one ring is 39 thousand dollars but he bought the other ring as it was cheaper.,The cost of the ring that Robert bought could be 34 thousand dollars.,True,Neeraj,True
1282,attribute_comparison,viscosity_and_temperature,The viscosity of liquids decreases rapidly with an increase in temperature.,"To identify the best lubricant for the manufacturing equipment, Antonio was testing it with two liquids. The temperature of the liquid with higher viscosity is 27 units.",Temperature of the other liquid could be 33 units.,True,Yamini,False
3186,implicit_numerical_knowledge,half,Half means one by two,Henry borrowed a loan of 42 thousand dollars and spent more than half in just setting up new infrastructure.,Henry could have spent 24 thousand dollars on just infrastructure,True,Neeraj,True
538,attribute_comparison,vehicle_and_garage,Number of vehicles in garage can not be more than the total number of spots in the garage.,260 spots are there in a parking lot.,The parking garage could accommodate 260 cars.,True,Kevin,True
710,attribute_comparison,cab_driver_earn,A cab driver's earning is directly proportional to number of trips he makes.,Joseph's brother recently started driving taxi to support his family financially. He drove a taxi for two days. The profits he made on a day in which he had more trips are 40 dollars.,The earnings Joseph could have made on the other day is 39.,True,Saurabh,False
1726,change_with_time,age,Age increases with time,Benjamin's age is 18 years old today.,"When filling the application form next year, Benjamin could write 24 in the age field.",True,Saurabh,False
1371,attribute_comparison,internet_speed_2,Quality of video feed is directly proportional to high internet speed.,"Hudson has two internet connections. From first internet connection, the video streaming was in worse quality than the other. The internet speed of the second connection is 421 MB per sec.",The internet speed of the other connection could be 421.,False,Sidharth,False
2196,implicit_numerical_knowledge,thumb_in_hand,A human usually has two hands each having one thumb,"In a meeting, all the attendees scanned the thumb of both their hands. There were at least 44 scans done.",29 people could have attended the meeting.,True,Neeraj,False
282,attribute_comparison,price,Price of a branded watch would be more than a regular watch,The price of a regular watch is 478. Barrett decided to buy a branded watch.,The price of a branded watch could be 728 dollars.,True,Neeraj,False
3118,non_numerical,square_angle,Angles enclosed in a regular polygon are equal.,Samuel studies about the angles and shapes from internet. He studies about a figure which has all the equal angles enclosed in that figure.,Figure could be a square.,True,Sidharth,True
1143,attribute_comparison,heat_and_area,The rate of heat transfer is directly proportional to the surface area through which the heat is being conducted.,There are two heating pads that Andrew has and they have different surface areas. Rate of heat transfer of the heating pad with lower surface area is 38 units.,Rate of heat transfer of the other heating pad could be 35 units.,False,Yamini,False
2066,implicit_numerical_knowledge,continents,There are 7 continents in the world,Logan has written at least 2 research articles on each continent of the world.,He could have written 16 articles in total.,True,Neeraj,True
65,attribute_comparison,direct_comparison,Smaller planet has a smaller radius in comparison to a larger planet,Radius of planet A is smaller than that of planet B. 23 units is the radius of planet B,Radius of planet A could be 23 units.,False,Neeraj,False
2304,non_numerical,dragonflies_wings,Dragonflies have 4 wings.,Charlie was an entomologist and saw an insect with 4 wings fluttering nearby while moving through a rainforest for a study.,The insect could have been a dragonfly.,True,Himanshu,True
2374,non_numerical,domestic_animals,Honey bees create honey.,Patrick's favourite bread spread was honey. So he asked his mother how is honey made?. She replied that honey is made from an animal which was used to extract honey.,The animal could have been honey bee.,True,Kevin,True
2359,non_numerical,domestic_animals,Domesticated animals are animals that have been selectively bred and genetically adapted over generations to live alongside humans.,Jameson and his friends visited a nearby farm. He saw an animal ploughing the farm.,The animal could have been a lion.,False,Kevin,False
2174,implicit_numerical_knowledge,soccer,There are 11 players in a team of soccer,A new jersey was sent to the players of a soccer team. Some of them did not get the jersey.,9 players could have received the jersey.,True,Neeraj,False
1816,change_with_action,families,Number of poor families would be less than the total number of families,There are some rich families in a village of 58 families.,There could be 49 poor families in the village.,True,Neeraj,False
1491,attribute_comparison,airthmetic_mean_and_geometric_mean,Arithmetic mean is greater than or equal to Geometric mean.,Nathan was finding the geometric mean and arithmetic mean of a series in his exercise. The geometric mean is 78.,The arithmetic mean of the series could be 76.,False,Sivapriya,False
644,attribute_comparison,momentum_and_velocity,Momentum is directly proportional to velocity.,Leo's experiment is to observe the relationship between the momentum and speed for two objects that move with different speed.The objects are identical in nature. The quicker object has a momentum of 90 units.,The momentum of slower object could be 83 units.,True,Himanshu,False
3012,non_numerical,repitiles_and_family,"Reptiles like snakes, lizards are a group of air-breathing vertebrates that have internal fertilization, amniotic development, and epidermal scales covering part or all of their body.","Victor was playing in the ground, and he saw an animal moving over the eggs laid which have the skin covered with small, hard plates called scales.",The animal could have been a snake.,True,Sivapriya,True
1658,attribute_comparison,stress_and_force,Stress is directly proportional to the force applied on an object.,Hudson needed to crush two boxes and stress value for the box on which more force applied is 59 units.,The value of stress for the other box could be 54 units.,True,Sivapriya,True
1688,attribute_comparison,water_boil_and_level,Water will convert into water vapour on boiling.,"Ryan boiled a glass of water to drink the hot water. The level of the water in the glass is 31 units. After boiling was done, she took the water into the glass.",The level of the water after boiling could be 23 units.,True,Sivapriya,False
3129,non_numerical,triangle_sides,A triangle has three sides.,"In an inter school mathematical competition, Benjamin was given many shapes and was asked to identify all the triangles among those shaps.",He could have selected the shapes with five sides.,False,Sidharth,False
779,attribute_comparison,flow_rate_and_time,Time taken to fill the container is inversely proportional flow rate.,"There are two pipes, each has filled container of equal capacity. Pipe with a less flow rate has filled the container in 36 minutes.",Time taken by other pipe could be 37 minutes.,False,Saurabh,False
2808,non_numerical,kangaroo,Kangaroo mostly hops for their movement,"In a movie, Adriel saw a peculiar animal that was jumping a lot to move.",The animal could be kangaroo.,True,Saurabh,True
140,attribute_comparison,distance,It takes more time to cover larger distance than shorter distance,Two girls study in same school. The speed of walikng of both the girls is same. One of the girl takes more time to travel from home to school lives 12 metres away from school.,The other girl could be staying 10 meters from school.,True,Neeraj,True
2785,non_numerical,electrician,An electrician is a person who fixes problems related to electrical devices.,A shopkeeper hired an electrician to fix some item in his shop.,The item could be table.,False,Saurabh,True
324,attribute_comparison,table_height_and_object,Only a shorter object can be kept under a table,Jose went to buy a cabinet which we wanted to fit under his table whose height is 49 units.,Height of the cabinet could be 44 units.,True,Neeraj,True
570,attribute_comparison,winning_and_losing_team,Winning team scores more than losing team.,"In the recent high school soccer game, the away team won the match and scored 22 points.",The losing team could have scored 13 points in that match.,True,Kevin,False
960,attribute_comparison,width_paint_wall,Volume of paint required is directly proportional to height of the wall.,A restaurant hired a painter to paint two walls in the dining hall. The name of the painter is Jacob. The painter painted the wall which is less wide which required 18 volume of paint.,Volume of paint Jacob requires to paint the other wall could be 20.,True,Saurabh,False
1751,change_with_action,addition,Adding a negative number from a value results in a smaller value,A negative number was added to 70.,The result could be 71.,False,Neeraj,False
2922,non_numerical,carbohydrates_diet,"Food item like rice, wheat are rich in carbohydrates.",Daniel's doctor suggested reducing the amount of carbohydrate intake in his diet as his sugar levels increased. Daniel reduced the intake of an item.,The item could have been rice.,True,Sivapriya,True
1971,implicit_numerical_knowledge,bike_tires,A bike has 2 tires,"In a parking lot, there are more than 6 bikes. Noah needs to test air in all the tires of the bikes.",Total number of tires that Noah needs to test could be 6.,False,Neeraj,False
1556,attribute_comparison,frequency_and_time,Frequency is inversely proportional to time period.,Dawson is performing an experiment to measure the time period of waves produced by two different sources with different frequencies. The time period of the wave with higher frequency is 32 units.,The time period of the other sound wave could be 34 units.,True,Sivapriya,False
775,attribute_comparison,flow_rate_and_time,Time taken to fill the container is inversely proportional flow rate.,Miles his filling two identical water tanks. Both water tanks have equal capacity to hold the water. One of the water tanks was filled in 36 minutes. This water tanks was being filled by a pipe that had a higher flow rate.,Time taken by other pipe could be 36 minutes.,False,Saurabh,False
2606,non_numerical_sg,cobbler,Job of cobbler is to fix the shoes,"John went to a club, where his shoe got torn. Then he had to go to get his shoe fixed",He could have gone to cobbler.,True,Sidharth,True
2412,non_numerical,nature_sense,Female gender in mammals give birth to young ones.,Jonah was taken to a farm as part of his field trip. In the farm he witnessed the birth of a calf.,The calf was delivered by a cow.,True,Kevin,True
388,attribute_comparison,addition_knowledge,The operands are smaller than the sum of operands.,William has a barrel of oil and his friend has another barrel which is smaller than William's barrel. The contents of both were emptied to a container and the total volume of oil in that was 69 units.,The volume of liquid in William's barrel could have been 64.,True,Kevin,False
2221,implicit_numerical_knowledge,working_days,A week has 5 working days,Daniel goes to the office on all working days. He has been going to the office for more than 10 weeks.,Daniel could have gone for 47 days.,False,Neeraj,False
2553,non_numerical,swim_animal,"Camels, giraffes, porcupines, rhinos can't swim. Camels and giraffes are not exposed to such deep water during their lifetime due to their height and hence their physical adaptations were mainly focused on rest.",Jude was learning about animal evolution and was trying to figure out how different land animals have special characteristics like swimming or increased height. He saw that a particular animal cannot swim at all and had a particularly long neck.,The animal could be crocodile.,False,Yamini,False
386,attribute_comparison,addition_knowledge,The sum of two operands is greater than or equal to the largest operand.,The recent football match witnessed the winning team scoring 85 runs.,The total number of runs scored by both teams could have been 141.,True,Kevin,False
765,attribute_comparison,electricity_bill_power,Electricity bill amount is directly proportional to power usage.,Jameson has paid the electricity bill for months May and June. The month May had higher electricity bill amount with power usage of 119 watts.,The power usage of month June could be 119 watts.,False,Saurabh,False
1026,attribute_comparison,compressibility_and_pressure,Compressibility factor is directly proportional to pressure at constant density and temperature of the gas.,Charlie is an employee at Fire extinguisher manufacturing industry. Charlie is asked to learn and observe how the compressibility factor changes at two different pressure of two identical gases. So Charlie compared the compressibility factor and pressure of both the gases to understand the same. The pressure with lower compressibility factor is 384 Pa.,Pressure of the other gas could be 385 Pa.,True,Yamini,False
408,attribute_comparison,geometry_rectangles,Length is always greater than width in a rectangle.,"When Jack visited New York, he wanted to visit the rectangular park owned by his friend.The park was sophisticated and was 188 meters wide.",The park visited by Jack has 192 metres length.,True,Kevin,False
3137,transaction,crates,When some items are transferred to others their quantity at the initial place decreases,"There are crates of fruits at Dock A  and Dock B. Dock A had 21 crates of fruits and Dock B had 18 crates of fruits. There was a requirement of some crates at Dock B, so some of crates were sent from Dock A to Dock B.",Dock A can now have 26 crates.,False,Neeraj,False
1576,attribute_comparison,high_pass_filter,High pass filter is a filter which passes only those signals whose frequencies are higher than cutoff frequencies thereby attenuating signals of lower frequencies.,Liam needs to design an amplifier in which high frequency signals are directed to smaller speakers and reduce any low frequency noise or direction type distortion. The cutoff frequency for the high pass filter used is 21 units.,Frequency of the output signal that got filtered could be 23 units.,True,Sivapriya,False
588,attribute_comparison,floors_and_rooms,"If two buildings have the same base area and room size, the building with more floors will have more rooms.",James visited Newyork and saw two buildings with the same base area. His guide also told him that the dimensions of the room of both buildings are equal. One of the buildings is taller than the other and has 50 rooms.,The shorter building could have 42 rooms.,True,Himanshu,False
3127,non_numerical,square_side,A square has all sides equal in length.,Thomas has a picture which has all the four sides equal and he wants to frame for that picture which can have all the sides equal so that the picture fits properly in that frame.,The frame could be of rectangle shape.,False,Sidharth,False
1555,attribute_comparison,force_and_spring,The magnitude of the force required to change the length of a spring-like object is directly proportional to the spring constant and the displacement of the spring.,Isaac stretched two similar rubber bands where the first rubber band is stretched with more force compared to the second one. The length of the first rubber band is 31 meters.,The length of the other rubber band could be 40 meters.,False,Sivapriya,False
133,attribute_comparison,distance,It takes more time to cover larger distance than shorter distance,"Lincoln recently bought a new house, because his other house was far from his school, so he bought a house which was closer to his school. From his previous house he used to take 30 minutes to travel to his school","Now, it could take Lincoln 35 minutes to travel from home to school.",False,Neeraj,False
675,attribute_comparison,ball_speed_height,Speed of the ball near the ground is directly proportional to the height from which the ball is dropped.,Jayden and his brother were observing how speed is related to the height from which it is dropped. They dropped two identical balls from different height. A ball that has a lower speed near the ground is dropped from a 44 meters.,Height from which the other ball could have been dropped is 36 meters.,False,Saurabh,False
1171,attribute_comparison,pitch_and_amplitude,The pitch of the sound is directly proportional to the frequency of the sound.,Logan is working in an auditorium and is testing the pitch of sound at two different frequencies. The frequency of sound when pitch is higher is 41 Hertz.,Frequency of the other sound could be 44 Hertz.,False,Yamini,False
1296,attribute_comparison,viscosity_and_temperature_gas,The viscosity of gases increases with an increase in temperature.,"The viscosity of gases played an important role in the historical development of the kinetic theory of gases. Patrick is very intrigued by this development and wants to try it on own, how two gases viscocity change with temperature. The temperature of the gas with higher viscosity is 62 units.",Temperature of the other gas could be 57 units.,True,Yamini,False
2845,non_numerical,pincer,Animals like crabs and lobsters have pincers at the front of their body to grab things.,Hudson saw an interesting animal at the food shop. He asked the shopkeeper to remove the pincers of the animal as he doesn't like that part.,The animal could be salmon.,False,Saurabh,False
142,attribute_comparison,distance,It takes more time to cover larger distance than shorter distance,Two girls study in same school. The speed of walikng of both the girls is same. One of the girl takes more time to travel from home to school lives 16 metres away from school.,The other girl could be staying 11 meters from school.,True,Neeraj,False
1081,attribute_comparison,effusion_and_velocity,The rate of effusion is directly proportional to velocity of particles.,Jesse brought a balloon from a birthday party and observed loss of gas inside a balloon over time. So he wants to understand the reason behind this effusion and has taken balloons with two different effusion rates and velocities. The velocity of the gas particles when the rate of effusion of gas from the balloon is higher is 38 units.,Velocity of gas particles of the other balloon could be 40 units.,False,Yamini,False
882,attribute_comparison,speed_and_time,Time taken is inversely proportional to speed,A bike and a car travelled equal distance in a straight line. The taken taken by the car which is moving faster is 28 minutes.,Time taken by the bike could be 34 minutes.,True,Saurabh,False
134,attribute_comparison,distance,It takes more time to cover larger distance than shorter distance,"Judah recently bought a new house, because his other house was far from his school, so he bought a house which was closer to his school. From his previous house he used to take 20 minutes to travel to his school","Now, it could take Judah 11 minutes to travel from home to school.",True,Neeraj,False
2921,non_numerical,carbohydrates_diet,"Food item like rice, wheat are rich in carbohydrates.",Anthony's doctor suggested reducing the amount of carbohydrate intake in his diet as his sugar levels increased. Anthony reduced the intake of an item.,The item could have been fruits.,False,Sivapriya,True
627,attribute_comparison,kinetic_energy_and_mass,Kinetic energy is directly proportional to mass of the object.,"During a battle in World War II, there were two different cannon balls thrown from a cannon. Both cannon balls had different masses, but had the same speed. The cannon ball with less mass has a kinetic energy of 7525 joules.",The kinetic energy of heavier cannon ball could be 7305 units.,False,Himanshu,False
1447,attribute_comparison,tyre_size,A cycle with larger tyre size runs faster as compared to cycle with smaller tyre size.,Noah and his friend went on a bike trek. The bicycle that could go faster has 19 inch tyre size.,The size of cycle that was slower could be 22 inches.,False,Sidharth,False
1845,change_with_action,money,When one lends money they are left with lesser money,Tyler has 41 dollars and he lends some money to his friend.,42 dollars could be remaining money with Tyler.,False,Neeraj,False
661,attribute_comparison,speed_height,Speed of the ball near the ground is directly proportional to the height from which the ball is dropped.,"There are two identical balls, each has been dropped from a certain height. A ball which is dropped from higher height has a speed 47 meter/second near ground.",Speed of the other ball could be 49 meter/second.,False,Saurabh,False
305,attribute_comparison,rafting_upstream,speed of the upstream river reduces the speed of the raft,Leon is rowing a boat. The time taken to cross the river in still water is 12 minutes. While coming back Leon starts to go upstream.,The time taken to come back could be 11 units in upstream.,False,Neeraj,False
1211,attribute_comparison,pressure_and_volume,The volume of an ideal gas is inversely proportional to the pressure of the gas.,"To identify optimal gases to be used in airbags, Tyler was pressure testing it with two gases. The volume of gas with higher pressure is 28 units.",Pressure of the other gas could be 33 units.,False,Yamini,False
2694,non_numerical_sg,shortest_month,February is the shortest month of the year.,Maxwell was short on cash and was eagerly waiting for his salary. He was relived because the current month was the shortest month of the year.,The current month could be February.,True,Sidharth,True
27,attribute_comparison,area_and_resistance,Resistance is inversely proportional to the area of the metalic wire,Brandon's experiment is to observe the relationship between resistance and area using two similar wires of different areas. The area of the wire with larger resistance is 48 units.,Area of the other wire could be 45 units.,False,Neeraj,False
2440,non_numerical,time_knowledge,New movies can be watched after the release date.,The latest superhero moving was releasing on 28th February 2022. Ashton was a super fan of the superhero and wished to see the movie.,He could have watched the movie on 2nd March 2022.,True,Kevin,False
553,attribute_comparison,volume_and_base_area ,Volume is directly proportional to base area when height is constant.,Finn and his friend fitted a swimming pool of same height. The base area of Finn's swimming pool is 7 units and is smaller than his friend.,The base area of Finn's neighbours swimming pool can be 2 m.,False,Kevin,False
2730,non_numerical_sg,worm,Every worm has two sperm receptacles.,Lucas in a science class was taught about the reproduction process of different species. His professor told the class that a species has two sperm receptacles.,The species could have been a worm.,True,Sidharth,True
1101,attribute_comparison,elongation_and_tensile_strength,Elongation is inversely proportional to the tensile strength.,Christian conducted a survey on train accidents due to elongation of railway tracks where he observed that the elongation of metals change with tensile strength of metals. The elongation of the metal with lower tensile strength is 29 units.,Elongation of other metal could be 29 units.,False,Yamini,False
3085,non_numerical,real_and_imaginary_numbers,Any number that can be represented on the real number line is a real number. Some number like square root of -1 cannot be represented on the number line and are called imaginary numbers.,Calvin asked his teacher where he can mark the square root of -2 in the line. The teacher answered that the it cannot be represented on the real number line. ,Approximate pi could be an irrational number.,False,Himanshu,False
1764,change_with_action,boys_and_girls,There will equal or less number of boys than the total number of students,The number of students in a class is 77.,There could be 76 boys in this class.,True,Neeraj,False
2738,non_numerical,tomatoes,Animals like tiger and zebra have stripes on their body.,Charlie and his brother were watching a movie in which they saw an animal with stripes hunting other animals.,The animal could be a tiger.,True,Saurabh,True
3204,implicit_numerical_knowledge,percent,25% means quarter,Alan has 34 dollars and spent more than 25% of this amount buying burgers.,Alan could have spent 10 dollars on burgers,True,Saurabh,False
3100,non_numerical,poly_Side,A polygon has more than two sides.,Antonio was given a question in math test to draw different mathematical figures. One of the figure had more than two sides.,The figure could be a polygon,True,Sidharth,True
1220,attribute_comparison,solubility_and_gas,The solubility of the gas in a solvent is inversely proportional to temperature.,"To understand the phenomenon of how dissolved oxygen in water is important to the survival of fish, Jonah is studying the solubility of two gases at two different temperature. The solubility of a gas at lower temperature is 21 units.",Solubility of other gas could be 19 units.,True,Yamini,False
43,attribute_comparison,at_least,If each member contributes at least 1 then total would be more than the number of contributors,Gabriel and his wife threw an anniversary party to their family and friends. A total of 26 people came to their party who also brought atleast 1 gift.,Total number of gifts could be 22.,False,Neeraj,False
1057,attribute_comparison,diffusion_and_mass,The rate of diffusion is inversely proportional to the molar mass.,Maxwell as part of his assignment was given a problem about Graham's law. The question stated that the molar mass of gas with lower rate of diffusion is 39 units.,Molar mass of the other gas could be 44 units.,False,Yamini,False
2428,non_numerical,running_speed,Humans cannot run faster than motor vehicles in its maximum speed.,"When Alexander was jogging through a busy road, an object overtook him.",The object could have been a car.,True,Kevin,True
921,attribute_comparison,area_and_volume,Volume filled is directly proportional to area of the pipe,A professor is explaining to his students how water filled in a container is related to dimensions of the pipe. Professor used two pipes filling their respective well experiment to explain. He set the same velocity of flowing water to the pipe and started observing water filled in the wells at a particular time. The pipe with a larger area has filled 54 liters of water into the well.,Water filled by other pipe could be 57 liters.,False,Saurabh,False
2434,non_numerical,screwdriver,Screwdriver is required to unwind or wind a screw.,"To open the device for repairs, Alan needed to unscrew a component in the device.",He could have used a screwdriver to open the screws.,True,Kevin,True
81,attribute_comparison,direct_comparison,Larger duration means more time,Leon took 55 minutes to finish the homework. His friend Jamie is weak in studies. Jamie took longer to finish the homework.,Jamie could have taken 49 minutes.,False,Neeraj,False
2385,non_numerical,spices_and_food,"Spices such as cardamom, coriander etc. are required to add flavour to Indian gravies.",Daniel was preparing a traditional Indian dish to treat his in laws. When he tried out a small piece of the dish he found it to be bland.,He could add corn flour to add flavour to the dish.,False,Kevin,True
1934,implicit_numerical_knowledge,alphabet,English alphabet has 26 letters,Tyler is preparing for CAT and plans to spend no more than 4 hours reading words for each letter.,Tyler could finish his preparation in 103 hours if he sticks to his plan.,True,Neeraj,True
1757,change_with_action,animals,Total number of animals is sum of all types of animals,Few cows and a 50 goats are grazing in the field.,There could be 42 total animals in this field.,False,Neeraj,False
2310,non_numerical,fish_and_animals,"Animals like fish, whale and sharks swim under water. Animals like cow, horses and buffaloes stay on land. ",Joseph saw an animal running on the farm.,The animal could be a horse. ,True,Himanshu,True
409,attribute_comparison,geometry_rectangles,Length is always greater than width in a rectangle.,"When Jack visited New York, he wanted to visit the rectangular park owned by his friend.The park was sophisticated and was 188 meters wide.",The park visited by Jack has 187 metres length.,False,Kevin,False
2470,non_numerical,train_travel,Passengers should arrive at the railway station before the train leaves.,Tyler was planning a vacation and he decided to travel the entire east coast through train. His boarding time was 12:00 PM and he sucessfully boarded the train.,He could have arrived at the station before 12:00 PM.,True,Kevin,True
2717,non_numerical_sg,travel_air,Air travel is faster than road travel,"Abraham wanted to travel from Arizona to California in the shortest time possible. He decided to go by car, but he got late.",He could have reached early if he would have traveled by bicycle.,False,Sidharth,False
872,attribute_comparison,speed_and_distance,distance covered is directly proportional to speed,A truck and a bike were travelling on a straight road. Truck was moving faster than bike with 70 miles/hour.,Speed of the bike could be 67 miles/hour.,True,Saurabh,False
953,attribute_comparison,cost_paint_wall,Cost of paint is directly proportional to volume required to paint.,Leon recently started his part time job as a painter. Leon was being called to his customer's apartment to repaint the walls in the master bedroom. Leon is trying to calculate the cost of painting. The cost to paint a wall that required less volume of paint is 50 dollars.,The cost Leon requires to paint the other wall could be 42 dollars.,False,Saurabh,False
2109,implicit_numerical_knowledge,decade,A decade has 10 years,John's son Brandon has been in politics for 2 decades now.,Brandon could have spent 18 years in politics.,False,Neeraj,False
699,attribute_comparison,water_and_volume,Larger volume holds lager amount of water.,Calvin's is filling two bottles which are in a cylindrical shape. One of the bottles that was filled with less water had volume of 27 units.,Volume of other bottle could be 27 units.,False,Saurabh,False
1636,attribute_comparison,rotation_angle_and_arc_length,The angle enclosed by two points on a circle at the center is directly proportional to the length of the arc between those two points.,There is a circular fence with two gates. The angle enclosed by first gate by the center of the fence is more than the second gate. The length of the first gate is 26 units.,The length of the other gate could be 23 units.,True,Sivapriya,False
2793,non_numerical,fertilizer,Soil becomes fertile with manure and fertilizer.,"Jordan added an item to his flower plants, since they were not blooming.",He could have added gasoline.,False,Saurabh,False
148,attribute_comparison,electric_bill,Electric bill of two houses combined is more than that of an individual house,Julian's electric bill for this month is 510 dollars. Julian has to pay electric bill of his brother's home also.,The combined electric bill could be 560 dollars.,True,Neeraj,True
2328,non_numerical,moving_and_flying_objects,Vehicles like car and bicycle run on the ground. Vehicles like plane and rockets fly in the air.,Luke saw a vehicle flying when he visited a space station.,The vehicle could be a rocket. ,True,Himanshu,True
2408,non_numerical,nature_sense,Insects have six legs.,"In a biology mid term exams, Jackson was asked the number of legs an insect has.",The candidate wrote the answer as six.,True,Kevin,False
1204,attribute_comparison,pressure_and_volume,The volume of an ideal gas is inversely proportional to the pressure of the gas.,"To identify optimal gases to be used in airbags, Justin was pressure testing it with two gases. The volume of gas with lower pressure is 19 units.",Volume of the other gas could be 14 units.,True,Yamini,False
1869,change_with_action,profit_loss,For making profit the selling price need to be higher than cost price,Charles is a mobile manufacturer and manufactures mobiles by 100 dollars per unit.,If he wants to make a profit then he can sell the mobile at 70 dollars.,False,Neeraj,False
809,attribute_comparison,projectile_angle_height,Maximum height reached by an object is directly proportional to the projectile angle at which it is thrown if the initial velocity is constant.,"Bentley and his sister are trying to pick some oranges from a tree. Since they are not able to reach to height of the oranges, they decided to throw stone to make orange fall on the ground. Both have same muscle power to throw a stone. Bentley threw a stone with a lower angle of projection and reached a height of 32 meters.",Maximum height reached by the stone thrown by Bentley's sister could be 27 meters.,False,Saurabh,False
1820,change_with_action,family_size,"A family consists of gents, ladies, and kids",A family has 6 gents and a few ladies.,The size of this family could be 10.,True,Neeraj,False
1008,attribute_comparison,compressibility_and_density,Compressibility factor is inversely proportional to density at constant pressure and temperature of the gas.,Ian is an employee at Fire extinguisher manufacturing industry. Ian is asked to learn and observe how the compressibility factor changes at two different density of two identical gases to know how fairly large mass of a gas can be put in a small metal cylinder by compression. So Ian compared the compressibility factor and density of both the gases to understand the same. The density of the gas with lower compressibility factor is 39 units.,Density of the other gas could be 36 units.,True,Yamini,False
2499,non_numerical,cell_and_waves,"Cell phones use radio waves to communicate with cell towers, and these waves have wavelengths of approximately 10-1000 m. Cell phone encodes the sounds of the caller's voice in microwaves by changing the frequency of the waves.",Justin proposed using a certain electromagnetic wave for a new cell phone communication line in under developed areas. ,The waves could be sound waves.,False,Yamini,False
2965,non_numerical,heat_flow,Heat always flows from high temperature body to low temperature body.,"Maxwell bought snacks for the picnic, which includes hot chocolate, hot pizza, ice cream and cold drinks and took all of them together in a single bag.",The temperature of the ice cream could have decreased.,False,Sivapriya,True
2996,non_numerical,protein_diet,Non vegetarian foods are rich in protein.,Leo planned to take a diet rich in protein in his daily routine.,The food items to involve in the diet could be fish or meat.,True,Sivapriya,True
1793,change_with_action,broken_components,If some items break then lesser number of unbroken items are left,Jayden was bringing 18 eggs from the supermarket. He dropped his bag and a few eggs broke.,21 unbroken eggs could be remaining in his bag.,False,Neeraj,False
2389,non_numerical,diving_height,Incoming traffic need not wait for signal to turn right on a free right.,Several cars were turning right without waiting for the signal when Cameron was on his fway to work.,The cars were on a free left road.,False,Kevin,False
